ID_REF	VALUE	ABS_CALL	Detection p-value	
254258_at	131.6	A	0.246094	
254259_s_at	230.9	P	0.000732	
254260_at	119.3	P	0.001221	
254210_at	90.3	A	0.219482	
254261_at	1063.9	P	0.000244	
254262_at	2192.9	P	0.000244	
254209_at	160.8	A	0.095215	
254263_at	15.6	A	0.466064	
254240_at	70.8	A	0.129639	
254264_at	35.7	A	0.303711	
254237_at	100.1	A	0.111572	
254238_at	293.5	P	0.001953	
254211_at	1104	P	0.000244	
254212_at	11	A	0.601074	
254213_at	8.1	A	0.633789	
254232_at	1193.1	P	0.000244	
254229_at	215.3	P	0.000244	
254228_at	328.6	P	0.005859	
254227_at	2955.9	P	0.000244	
254214_at	859.9	P	0.000244	
254224_at	1682.3	P	0.000244	
254230_at	216.2	P	0.000732	
254225_at	3787.5	P	0.000244	
254234_at	43.1	A	0.27417	
254226_at	131	A	0.067627	
254215_at	41.3	A	0.303711	
254216_at	551.3	P	0.000244	
254217_at	62.1	A	0.129639	
254223_at	896.2	P	0.000244	
254218_at	510.9	P	0.001221	
254235_at	143.4	A	0.111572	
254219_at	38.1	A	0.246094	
254220_at	2.4	A	0.665527	
254233_at	872.5	P	0.000244	
254231_at	424	P	0.000244	
254221_at	2356	P	0.000732	
254222_at	138.4	A	0.303711	
254236_at	175.8	P	0.023926	
254192_at	4514.4	P	0.000244	
254177_at	162.7	P	0.023926	
254193_at	61.7	P	0.010742	
254178_at	167.8	P	0.00293	
254190_at	197.1	P	0.000244	
254187_at	2158.3	P	0.000244	
254191_at	224.4	P	0.000732	
254179_at	330.5	P	0.030273	
254188_at	246.4	P	0.000244	
254180_at	32.6	A	0.432373	
254181_at	674.5	P	0.000732	
254182_at	207.1	P	0.000732	
254183_at	15.5	A	0.696289	
254184_at	122.1	A	0.303711	
254194_at	174.3	P	0.00415	
254185_at	362.5	P	0.046143	
254189_at	90.8	A	0.129639	
254186_at	57.4	A	0.466064	
254195_at	279.2	P	0.001953	
254196_at	16.8	A	0.533936	
254197_at	191.9	A	0.095215	
254175_at	118	A	0.129639	
254207_at	237.6	P	0.000244	
254198_at	776.1	P	0.000244	
254199_at	76.8	A	0.19458	
254200_at	2.8	A	0.888428	
254174_at	343.2	P	0.000732	
254201_at	43.8	A	0.067627	
254202_at	76.8	A	0.432373	
254203_at	8.8	A	0.780518	
254204_at	344.7	P	0.000244	
254205_at	33.9	A	0.27417	
254208_at	212.2	P	0.008057	
254206_at	33.8	A	0.601074	
254166_at	8426.8	P	0.000244	
254176_at	343.6	P	0.005859	
254160_at	344.2	P	0.00415	
254157_at	1894.3	P	0.000244	
254159_at	120.6	P	0.001953	
254168_at	45.4	A	0.171387	
254146_at	125.7	P	0.023926	
254147_at	365	P	0.001221	
254148_at	3292.6	P	0.000732	
254169_at	242.6	P	0.023926	
254149_at	59.8	A	0.219482	
254165_at	1481	P	0.000244	
254163_s_at	1301.7	P	0.000244	
254150_at	552.8	P	0.000244	
254161_at	225.1	P	0.000732	
254158_at	325.9	P	0.000732	
254151_at	350.6	P	0.000244	
254167_at	591	P	0.000244	
254152_at	24.4	A	0.559326	
254170_at	61.4	A	0.171387	
254162_at	621.2	P	0.000244	
254153_at	133.6	P	0.030273	
254154_at	982.3	P	0.000732	
254164_at	644.8	P	0.000244	
254155_at	121.5	A	0.080566	
254156_at	305.1	P	0.000732	
254124_at	225.1	P	0.030273	
254122_at	388.4	P	0.000244	
254127_at	1054.8	P	0.000244	
254171_at	290.2	P	0.046143	
254130_at	166.7	M	0.056152	
254172_at	1396.6	P	0.000244	
254128_at	538.3	P	0.000732	
254120_at	122	A	0.067627	
254173_at	21.8	A	0.665527	
254139_at	22	A	0.567627	
254140_at	386.8	P	0.00415	
254141_at	1914.4	P	0.000244	
254142_at	105.8	A	0.27417	
254123_at	13	A	0.665527	
254129_at	21.8	A	0.72583	
254132_at	135.1	P	0.010742	
254125_at	134.6	P	0.00415	
254143_at	643.7	P	0.008057	
254144_at	3823	P	0.000732	
254145_at	168.1	P	0.046143	
254115_at	126.7	A	0.149658	
254116_at	358.4	P	0.000244	
254131_at	785.2	P	0.001953	
254117_at	2493.3	P	0.000244	
254121_at	251.4	P	0.01416	
254126_at	6337.7	P	0.000244	
254119_at	2715.2	P	0.000244	
254118_at	172.4	P	0.030273	
254089_at	1444.4	P	0.000244	
254133_at	330.1	P	0.000244	
254086_at	1924.2	P	0.000732	
254134_at	1027.7	P	0.000244	
254087_at	649.8	P	0.000244	
254135_at	77.8	A	0.067627	
254136_at	24.3	A	0.633789	
254088_at	186.3	P	0.010742	
254111_at	56.7	A	0.219482	
254113_at	261.6	A	0.095215	
254083_at	4420.1	P	0.000244	
254137_at	1559.9	P	0.000244	
254084_at	644.3	P	0.000244	
254138_at	7	A	0.953857	
254085_at	714.6	P	0.000732	
254112_at	193.1	P	0.023926	
254114_at	47.1	A	0.334473	
254106_at	1565.2	P	0.001953	
254101_at	329	P	0.001221	
254090_at	66.5	A	0.246094	
254100_at	75.3	A	0.466064	
254103_at	1364	P	0.000244	
254104_at	71	A	0.432373	
254102_at	8654.5	P	0.000244	
254091_at	107.5	A	0.303711	
254105_at	6432.9	P	0.000244	
254092_at	3.2	A	0.888428	
254098_at	9729.5	P	0.000244	
254093_at	274.4	P	0.000732	
254094_at	116.4	P	0.046143	
254099_at	4686.8	P	0.000244	
254095_at	31.2	A	0.19458	
254096_at	127.7	P	0.010742	
254097_at	34.9	A	0.219482	
254057_at	638.1	P	0.000244	
254059_at	7.8	A	0.80542	
254058_at	833.7	P	0.000244	
254107_at	95.9	A	0.303711	
254108_at	653.2	P	0.000244	
254109_at	138.4	P	0.023926	
254056_at	10.1	A	0.696289	
254110_at	288.2	P	0.000732	
254051_at	212.5	P	0.008057	
254052_at	397.3	P	0.00293	
254053_s_at	112.5	P	0.001221	
254054_at	281.9	P	0.010742	
254055_at	32.7	A	0.080566	
254076_at	931.4	P	0.000244	
254060_at	61.4	A	0.27417	
254061_at	393.7	P	0.001221	
254072_at	1738.6	P	0.000732	
254062_at	41.8	A	0.27417	
254063_at	184.5	A	0.067627	
254064_at	54.4	A	0.432373	
254065_at	74.1	A	0.149658	
254070_at	54.2	A	0.633789	
254069_at	165.1	A	0.067627	
254068_at	454.1	P	0.000244	
254067_at	317.3	P	0.00293	
254075_at	105	A	0.095215	
254066_at	229.6	P	0.000732	
254074_at	47.3	A	0.567627	
254073_at	1139.8	P	0.000244	
254071_at	3	A	0.72583	
245237_at	198.3	P	0.000244	
245239_at	77.8	A	0.067627	
245236_at	163.9	P	0.008057	
245235_at	1404.4	P	0.000244	
245234_at	71.1	A	0.303711	
245238_at	3707.4	P	0.000244	
245233_at	36.6	A	0.466064	
245232_at	1.9	A	0.994141	
245231_at	117.7	M	0.056152	
245230_at	87.9	A	0.095215	
245229_at	377.4	P	0.00415	
254080_at	2620	P	0.000244	
254077_at	2141.6	P	0.000244	
254021_at	2622.7	P	0.000244	
254081_at	592.6	P	0.001953	
254050_s_at	418	P	0.00293	
254048_at	360.1	P	0.001221	
254020_at	581.6	P	0.01416	
254078_at	388	P	0.008057	
254082_at	798.8	P	0.000244	
254079_at	422.6	P	0.000732	
254049_at	3710.2	P	0.001221	
254022_at	106.9	P	0.023926	
254037_at	81.4	A	0.303711	
254023_at	207.5	A	0.080566	
254024_at	65.2	A	0.303711	
254025_at	57.1	A	0.432373	
254026_at	66.3	P	0.030273	
254042_at	161.1	A	0.080566	
254044_at	5.4	A	0.665527	
254041_at	253.4	P	0.000732	
254027_at	42.6	P	0.018555	
254039_at	392.5	P	0.000732	
254028_s_at	61.4	A	0.129639	
254029_at	281.6	P	0.001221	
254045_at	712.4	P	0.000244	
254030_at	1018.5	P	0.001221	
254040_at	2123.5	P	0.000244	
254038_at	930.9	P	0.000244	
254031_at	22.1	A	0.5	
254032_at	388.2	P	0.001953	
254033_at	3.4	A	0.932373	
254034_at	996.1	P	0.000244	
254035_at	1831.7	P	0.001221	
254036_at	78.7	P	0.023926	
254043_at	155.7	P	0.018555	
253991_at	443.9	P	0.000244	
253998_at	2.6	A	0.932373	
254046_at	3.2	A	0.665527	
254047_at	16.5	A	0.753906	
254013_at	15.4	A	0.780518	
253992_at	346	P	0.000244	
253993_at	1129	P	0.000732	
253994_at	778.4	P	0.000244	
253997_at	388	P	0.000732	
253995_at	314.5	P	0.000244	
253996_at	849	P	0.000244	
254014_at	113.5	P	0.018555	
253989_at	1063.3	P	0.000244	
254015_at	124.7	A	0.067627	
254016_at	87.5	P	0.046143	
253990_at	250	P	0.008057	
254017_at	21.1	P	0.037598	
254018_at	101.4	A	0.095215	
254019_at	248.4	P	0.00293	
253999_at	78.6	A	0.129639	
253986_at	1000.6	P	0.000244	
253985_at	6.3	A	0.969727	
254012_at	3882	P	0.000244	
254010_at	681.8	P	0.000244	
254000_at	5.1	A	0.870361	
254001_at	10.6	A	0.72583	
253987_at	769.2	P	0.000732	
254002_at	103.8	A	0.246094	
254003_at	16.4	A	0.567627	
254004_at	1406	P	0.000244	
253988_at	419.7	P	0.001953	
253957_at	10.5	A	0.769043	
254005_at	78.4	A	0.533936	
254006_at	63.7	P	0.046143	
254007_s_at	53.1	A	0.398926	
254011_at	1270	P	0.000244	
254008_at	53.1	A	0.303711	
254009_at	86.8	A	0.533936	
253958_at	454.4	P	0.000244	
253959_at	1639.1	P	0.001953	
253960_at	58.8	A	0.366211	
253969_at	265.7	P	0.01416	
253961_at	6.2	A	0.80542	
253962_at	16.6	A	0.149658	
253963_at	22	A	0.466064	
253964_at	868.9	P	0.000244	
253965_at	109.3	A	0.246094	
253972_at	769.7	P	0.000732	
253970_at	1336.8	P	0.000244	
253966_at	444	P	0.005859	
253971_at	4583.5	P	0.000244	
253974_at	81.6	A	0.432373	
253967_at	402.9	P	0.00415	
253973_at	616.8	P	0.005859	
253968_at	53.4	A	0.080566	
253982_at	656.1	P	0.000244	
253984_at	87	A	0.149658	
253975_at	181	P	0.005859	
253976_at	503.5	P	0.001953	
253980_at	543.1	P	0.000244	
253977_at	943.5	P	0.000244	
253983_at	597.2	P	0.001221	
253926_at	607.6	P	0.001953	
253978_at	96.9	A	0.080566	
253981_at	2248.8	P	0.000244	
253979_at	64.6	A	0.432373	
253925_at	1000.8	P	0.000244	
253956_at	822.5	P	0.000244	
253927_at	3962.1	P	0.000244	
253928_at	675.9	P	0.000732	
253929_s_at	58.8	A	0.334473	
253930_at	33	A	0.601074	
253953_at	416.2	P	0.000732	
253947_at	358.6	P	0.000732	
253931_at	12.4	A	0.753906	
253949_at	451.2	P	0.000244	
253946_at	99.1	A	0.303711	
253932_at	1.7	A	0.919434	
253933_at	12.8	A	0.466064	
253934_at	44.9	P	0.010742	
253952_at	1810.1	P	0.000244	
253922_at	2865.6	P	0.000244	
253951_at	857.8	P	0.000244	
253935_at	1789.7	P	0.000732	
253936_at	33.3	A	0.149658	
253937_at	55.9	A	0.27417	
253921_at	497.4	P	0.000244	
253950_at	2775.3	P	0.000244	
253938_at	118.9	A	0.067627	
253939_at	30.3	A	0.633789	
253948_at	822.6	P	0.000244	
253940_at	3.8	A	0.601074	
253954_at	3251.6	P	0.000244	
253941_at	178.5	P	0.00415	
253955_at	2449.3	P	0.000732	
253942_at	323	P	0.005859	
253943_at	240.1	P	0.000244	
253944_at	635.4	P	0.00415	
253945_at	262.1	P	0.010742	
253923_at	462.9	P	0.008057	
253898_s_at	6535.3	P	0.000244	
253899_at	1120.8	P	0.000244	
253901_at	10492.7	P	0.000244	
253924_at	31.5	A	0.567627	
253897_at	403.4	P	0.000244	
253900_at	1766.4	P	0.000244	
253904_at	0.9	A	0.919434	
253894_at	1.5	A	0.567627	
253895_at	17.2	A	0.601074	
253902_at	2.9	A	0.943848	
253903_at	662.1	P	0.001953	
253896_at	6.9	A	0.943848	
253905_s_at	51.3	M	0.056152	
253906_at	78.1	A	0.171387	
253920_at	1340.2	P	0.000244	
253916_at	191.1	P	0.001953	
253907_at	80.3	A	0.095215	
253908_at	97.5	P	0.018555	
253909_at	370.7	P	0.000244	
253915_at	320.1	P	0.000244	
253910_at	23.3	A	0.5	
253911_at	1297.4	P	0.000244	
253918_at	724.4	P	0.000732	
253862_at	6.7	A	0.919434	
253912_at	428	P	0.000244	
253919_at	55.6	P	0.01416	
253913_at	53.2	P	0.037598	
253917_at	335	P	0.000732	
253893_at	456.4	P	0.000244	
253914_at	76.9	A	0.149658	
253872_at	210.7	P	0.000732	
253863_at	22.4	A	0.466064	
253876_at	629.9	P	0.000244	
253877_at	263.3	P	0.001221	
253871_at	19988.8	P	0.000244	
253874_at	550.4	P	0.000244	
253864_at	23.3	A	0.398926	
253865_at	517.6	P	0.000244	
253866_at	182.3	P	0.037598	
253867_at	219	P	0.000244	
253868_at	3187.6	P	0.000244	
253869_at	84	P	0.001953	
253875_at	4143.9	P	0.000244	
253870_at	12.4	A	0.432373	
253873_at	257.4	P	0.046143	
253878_at	15.2	A	0.366211	
253879_s_at	806.6	P	0.000244	
253831_at	50.8	A	0.129639	
253880_at	63.6	A	0.432373	
253858_at	2100.6	P	0.000244	
253892_at	322.4	P	0.037598	
262869_s_at	274.7	P	0.000244	
253881_at	498.1	P	0.008057	
253882_at	457.1	P	0.00293	
253830_at	222.7	P	0.008057	
253832_at	22	A	0.366211	
253859_at	33.8	A	0.303711	
253883_at	77.1	P	0.030273	
253884_at	4	A	0.919434	
253861_at	460.4	P	0.00293	
253885_at	230.8	P	0.001221	
253860_at	3763.3	P	0.000244	
253886_at	953.7	P	0.000244	
253891_at	1508.5	P	0.000732	
253887_at	71.7	A	0.533936	
253888_at	486.1	P	0.001953	
253889_at	301.6	P	0.000244	
253840_at	145.4	P	0.010742	
253833_at	52.8	A	0.334473	
253834_at	3950.3	P	0.000244	
253835_at	698.5	P	0.001953	
253841_at	1101.6	P	0.000244	
253836_at	275.7	P	0.000244	
253837_at	87.3	P	0.046143	
253842_at	178.4	A	0.246094	
253838_at	557	P	0.000244	
253839_at	87.2	A	0.067627	
253854_at	361.4	P	0.005859	
253843_at	194	P	0.010742	
253844_at	58	A	0.067627	
253824_at	165.3	A	0.111572	
253826_s_at	17311.8	P	0.000244	
253828_at	133.9	P	0.030273	
253845_at	88.4	A	0.246094	
253857_at	1201.6	P	0.000244	
253846_at	12.1	A	0.533936	
253847_at	15.3	A	0.129639	
253848_at	172.6	P	0.023926	
253825_at	1662.9	P	0.000244	
253823_at	1237.7	P	0.000244	
253829_at	97.6	A	0.246094	
253855_at	843.8	P	0.000732	
253849_at	3219.5	P	0.000244	
253827_at	46.2	A	0.246094	
253850_at	105.4	A	0.567627	
253856_at	645.4	P	0.000244	
253851_at	100.8	A	0.171387	
253852_at	48.7	A	0.303711	
253853_at	4.1	A	0.780518	
253799_at	78	P	0.046143	
253813_at	214.9	P	0.008057	
253800_at	106.2	A	0.095215	
253801_at	65.3	A	0.129639	
253802_at	187.3	P	0.01416	
253811_at	185	P	0.030273	
253803_at	903.2	P	0.000732	
253816_at	917.4	P	0.000244	
253810_at	366.5	P	0.000244	
253804_at	140	A	0.111572	
253812_at	1150.7	P	0.000732	
253815_at	770.4	P	0.000244	
253805_at	434.4	P	0.000732	
253806_at	343.4	P	0.000244	
253807_at	36.8	A	0.696289	
253814_at	201.3	P	0.01416	
253808_at	794	P	0.008057	
253817_at	576.7	P	0.001953	
253809_at	159.7	A	0.149658	
253818_at	31.9	A	0.303711	
253819_at	15.7	A	0.466064	
253773_s_at	1209.6	P	0.000244	
253820_at	230.8	P	0.000244	
253821_at	7.4	A	0.962402	
253776_at	923	P	0.000732	
253772_at	16.4	A	0.633789	
253780_at	741.1	P	0.000244	
253822_at	2.5	A	0.919434	
253795_at	63.9	A	0.171387	
253771_at	98.2	A	0.19458	
253775_at	1465.5	P	0.000244	
253777_at	407.2	P	0.000244	
253796_at	74.8	P	0.01416	
253797_at	380.5	P	0.008057	
253778_at	581.9	P	0.001953	
253779_at	505.7	P	0.000244	
253798_at	57.2	A	0.665527	
253767_at	71.4	A	0.149658	
253774_at	194.6	P	0.008057	
253770_at	304.2	P	0.010742	
253768_at	58.9	A	0.665527	
253769_at	22.9	A	0.5	
253789_at	525.7	P	0.000244	
253781_at	15	A	0.567627	
253782_at	127.6	P	0.018555	
253783_at	509.1	P	0.000244	
253784_at	433.6	P	0.001953	
253785_s_at	123.8	P	0.046143	
253791_at	222	P	0.001953	
253786_at	68.2	A	0.149658	
253790_at	4289.8	P	0.000244	
253787_at	4.1	A	0.969727	
253788_at	161.5	A	0.171387	
253792_at	9.1	A	0.932373	
253737_at	33.7	A	0.366211	
253740_at	1098.8	P	0.000732	
253793_at	234.8	P	0.023926	
253794_at	69.2	A	0.129639	
253765_at	1056.8	P	0.000244	
253738_at	19720.2	P	0.000244	
253739_at	428.6	P	0.000244	
253766_at	1398	P	0.000244	
253736_at	580.8	P	0.000244	
253760_at	1.9	A	0.753906	
253761_at	169.8	P	0.046143	
253762_at	275.4	A	0.080566	
253763_at	4	A	0.98584	
253764_s_at	151.5	P	0.008057	
253741_at	33.9	A	0.665527	
253742_at	100	A	0.111572	
253752_at	707.2	P	0.000732	
253743_at	59.9	A	0.149658	
253757_at	154.6	P	0.023926	
253744_s_at	15.9	A	0.334473	
253756_at	417	P	0.000244	
253748_at	322.3	P	0.01416	
253750_at	185.8	P	0.000244	
253759_at	2335.5	P	0.000244	
253754_at	7742.7	P	0.000244	
253753_at	1347.4	P	0.001953	
253755_at	2545.4	P	0.000244	
253747_at	200.5	P	0.001953	
253758_at	4917.1	P	0.000244	
253751_at	1508.6	P	0.000244	
253749_at	537.8	P	0.000244	
253745_at	10.9	A	0.665527	
253746_at	125.2	A	0.067627	
253706_at	1247	P	0.000244	
253705_at	1136.9	P	0.000244	
253732_at	38.5	A	0.5	
253735_at	215.1	P	0.000244	
253733_at	115.3	P	0.037598	
253734_at	54.5	A	0.5	
253722_at	2503.4	P	0.000244	
253707_at	84.6	M	0.056152	
253708_at	376.8	P	0.000244	
253709_at	1007.5	P	0.000244	
253710_at	12.6	A	0.904785	
253723_at	153.4	M	0.056152	
253721_at	18.9	A	0.567627	
253731_at	537.7	P	0.000244	
253720_at	95.6	A	0.171387	
253724_at	32.2	A	0.111572	
253711_at	3.8	A	0.665527	
253712_at	844.4	P	0.000244	
253725_at	28	A	0.432373	
253727_at	6530.1	P	0.000244	
253729_at	218.1	P	0.000244	
253713_at	66.7	A	0.19458	
253714_at	175.4	P	0.037598	
253715_at	4601	P	0.000244	
253728_at	2983.1	P	0.000244	
253716_at	94.8	P	0.037598	
253726_at	140.8	P	0.001221	
253717_at	320.9	P	0.008057	
253718_at	47.7	A	0.567627	
253730_at	2550.9	P	0.000244	
253719_at	254.5	P	0.037598	
253704_at	536	P	0.000244	
253695_at	879.9	P	0.000244	
253687_at	760.4	P	0.000244	
253673_at	147.4	P	0.018555	
253674_at	19.3	A	0.665527	
253690_at	36.5	A	0.27417	
253675_at	186	A	0.067627	
253676_at	32.2	A	0.696289	
253677_at	156.3	A	0.095215	
253688_at	726	P	0.000244	
253678_at	2.3	A	0.665527	
253679_at	153.8	P	0.030273	
253680_at	18.1	A	0.696289	
253681_at	4.7	A	0.72583	
253682_at	73.1	P	0.030273	
253683_at	92.8	A	0.219482	
253691_at	318.9	P	0.000244	
253693_at	1672.8	P	0.000732	
253698_at	414.8	P	0.000732	
253684_at	53.1	A	0.27417	
253697_at	89.1	A	0.171387	
253685_at	5.3	A	0.633789	
253692_at	469.7	P	0.000732	
253694_at	1898.6	P	0.000244	
253696_at	391.1	P	0.001953	
253686_at	546.4	P	0.000244	
253689_at	13.5	A	0.567627	
253643_at	105.7	P	0.023926	
253649_at	301.7	P	0.000732	
253699_at	5.7	A	0.696289	
253646_at	1818.6	P	0.000244	
253672_at	261.1	P	0.005859	
253645_at	505.9	P	0.000244	
253700_at	2634.4	P	0.000244	
253644_at	710.5	P	0.000244	
253701_at	248.4	P	0.000244	
253702_at	1449.9	P	0.001221	
253703_at	230	P	0.01416	
253648_at	74.6	P	0.037598	
253647_at	323.2	P	0.000244	
253642_at	675.4	P	0.000244	
253641_at	56.4	A	0.5	
253671_at	28.2	A	0.567627	
253669_at	106.9	P	0.00415	
253670_at	3496.1	P	0.000244	
253650_at	1222.8	P	0.000244	
253651_at	2	A	0.828613	
253652_at	41.5	A	0.601074	
253653_at	60.4	A	0.111572	
253654_at	190.7	P	0.030273	
253655_at	31.8	A	0.466064	
253662_at	328.8	P	0.00415	
253656_at	32.1	A	0.334473	
253657_at	224.4	P	0.018555	
253658_at	9.5	A	0.633789	
253661_at	39.9	A	0.19458	
253660_at	334	P	0.030273	
253659_at	268.4	P	0.046143	
253663_at	437.3	P	0.001953	
253667_at	6.6	A	0.533936	
253609_at	4619	P	0.000244	
253610_at	779	P	0.000244	
253664_at	1054.3	P	0.000732	
253668_at	1861.1	P	0.000244	
253665_at	102	M	0.056152	
253666_at	784.9	P	0.001221	
253628_at	51.4	A	0.533936	
253608_at	5.1	A	0.753906	
253611_at	56.2	A	0.111572	
253612_at	1223.3	P	0.001953	
253613_at	11.1	A	0.870361	
253607_at	329.8	P	0.000732	
253578_at	224.7	P	0.000244	
253614_at	231.6	P	0.000732	
253615_at	221.3	P	0.000244	
253616_at	4.8	A	0.904785	
253637_at	313.5	P	0.000732	
253580_at	164.1	P	0.008057	
253617_at	78.1	A	0.334473	
253618_at	102.4	P	0.010742	
253632_at	48.7	A	0.5	
253631_at	2388.1	P	0.000244	
253629_at	264.4	P	0.018555	
253619_at	86.9	A	0.095215	
253638_at	176.7	P	0.000244	
253633_at	496	P	0.000244	
253630_at	499.2	P	0.000244	
253636_at	223.1	P	0.000732	
253620_at	344.7	P	0.001953	
253606_at	3565.3	P	0.000244	
253621_at	7.1	A	0.780518	
253639_at	813.6	P	0.000244	
253622_at	94.3	P	0.037598	
253623_at	47.2	M	0.056152	
253624_at	1259	P	0.000244	
253634_at	119.5	P	0.030273	
253625_at	2429.8	P	0.000244	
253579_at	273.6	P	0.000732	
253635_at	905.3	P	0.000732	
253640_at	209.7	P	0.001953	
253626_at	49.4	A	0.19458	
253627_at	5453.2	P	0.000244	
253581_at	2984.7	P	0.000244	
253582_at	57.9	A	0.466064	
253583_at	163.5	A	0.149658	
253597_at	971.1	P	0.000244	
253584_at	137.3	P	0.00293	
253585_at	663.1	P	0.000244	
253586_s_at	53.5	P	0.010742	
253596_s_at	401.6	P	0.00415	
253593_at	1783.1	P	0.000244	
253587_at	42.5	A	0.665527	
253588_at	446.3	P	0.01416	
253598_at	531.1	P	0.000244	
253600_at	1323.5	P	0.000244	
253594_at	164.5	P	0.018555	
253589_at	274.5	P	0.000244	
253595_at	3	A	0.904785	
253592_at	267.6	P	0.000244	
253590_at	156.9	P	0.005859	
253599_at	142.7	P	0.018555	
253591_at	10.4	A	0.567627	
253552_at	952.2	P	0.000732	
253601_at	408.7	P	0.000732	
253602_s_at	1340.9	P	0.000732	
253549_at	538.5	P	0.000732	
253603_at	317.1	P	0.008057	
253554_at	207.5	A	0.246094	
253547_at	9749.4	P	0.000244	
253550_at	1057.6	P	0.000244	
253604_at	3.6	A	0.943848	
253605_at	330.8	P	0.001221	
253548_at	1105.7	P	0.000732	
253551_at	667.4	P	0.000244	
253571_at	71.9	P	0.00415	
253572_at	227.7	P	0.010742	
253573_at	99.5	P	0.001953	
253574_at	255.6	P	0.018555	
253546_at	1388.3	P	0.000244	
253553_at	312.3	P	0.001953	
253575_at	179.3	P	0.018555	
253576_at	45.9	P	0.010742	
253577_at	326.9	P	0.001953	
253555_at	503.2	P	0.000244	
253556_at	7.5	A	0.943848	
253557_at	80.9	A	0.067627	
253558_at	561.9	P	0.001221	
253562_at	1310.2	P	0.000244	
253559_at	177.2	P	0.046143	
253563_at	270.4	P	0.000244	
253560_at	313.7	P	0.000244	
253564_at	1066.8	P	0.000244	
253561_at	1987.6	P	0.000244	
253565_at	357.6	P	0.001953	
253566_at	801.6	P	0.000244	
253567_at	11.4	A	0.753906	
253568_at	3.7	A	0.943848	
253519_at	108.6	A	0.111572	
253569_at	148.1	A	0.246094	
253570_at	4.2	A	0.696289	
253543_at	26.5	A	0.5	
253544_at	4.2	A	0.696289	
253522_at	848.8	P	0.000244	
253521_at	3144.3	P	0.000244	
253545_at	278.6	P	0.000244	
253515_at	61.3	A	0.366211	
253525_at	113.3	A	0.246094	
253523_at	1317	P	0.000732	
253516_at	103	A	0.111572	
253517_at	701.5	P	0.001953	
253518_at	187.6	P	0.030273	
253520_at	326.5	P	0.00415	
253526_at	800.7	P	0.00293	
253524_at	325.3	P	0.000244	
253539_at	405.2	P	0.001953	
253538_at	435.3	P	0.000244	
253527_at	4.9	A	0.932373	
253528_s_at	2016.6	P	0.000244	
253534_at	8824	P	0.000244	
253529_at	54.3	A	0.303711	
253530_at	1241.4	P	0.000244	
253531_at	259.3	A	0.067627	
253535_at	371.9	P	0.000244	
253537_at	712.3	P	0.001953	
253532_at	39.3	A	0.696289	
253536_at	1193.9	P	0.000244	
253533_at	538.8	P	0.000732	
253486_at	729.2	P	0.000244	
253488_at	2.6	A	0.753906	
253540_at	42.8	A	0.601074	
253541_at	47.5	M	0.056152	
253542_at	195.3	P	0.030273	
253508_at	19.8	A	0.533936	
253487_at	7780.8	P	0.000244	
253509_at	74.7	P	0.030273	
253484_at	948.9	P	0.000244	
253510_at	46.2	A	0.366211	
253511_at	5	A	0.870361	
253512_at	359.1	P	0.005859	
253513_at	19.6	A	0.466064	
253491_at	222.7	P	0.00293	
253489_at	1001.8	P	0.000244	
253490_at	502.7	P	0.000732	
253485_at	620	P	0.000244	
253514_at	72.8	A	0.080566	
253492_at	336.8	P	0.00293	
253493_at	414.7	P	0.046143	
253494_at	19.6	A	0.567627	
253480_at	726	P	0.000244	
253495_at	858.7	P	0.000244	
253453_at	777.3	P	0.00293	
253496_at	449.4	P	0.001221	
253454_at	100.8	A	0.567627	
253497_at	359.3	P	0.000244	
253498_at	62.3	M	0.056152	
253499_at	36.5	A	0.753906	
253483_at	103.6	A	0.366211	
253500_at	333.4	P	0.001953	
253452_at	208.2	P	0.018555	
253502_at	0.5	A	0.943848	
253503_at	0.9	A	0.98584	
253504_at	33.6	A	0.466064	
253505_at	3.2	A	0.951172	
253506_at	301.3	P	0.001221	
253482_at	2062.9	P	0.000244	
253481_at	3070.2	P	0.000244	
253507_at	192.1	P	0.018555	
253501_at	331.4	P	0.000244	
253455_at	1572.3	P	0.000244	
253464_at	233.6	A	0.111572	
253466_at	504.1	P	0.000244	
253456_at	231	P	0.030273	
253457_at	3345.3	P	0.000244	
253458_at	200.2	P	0.001953	
253459_at	60	A	0.5	
253463_at	83.4	A	0.067627	
253465_at	514.9	P	0.000244	
253460_at	370.3	P	0.008057	
253467_at	367.6	P	0.008057	
253462_at	923.4	P	0.000244	
253468_at	295.7	P	0.000244	
253461_at	5.3	A	0.567627	
253469_at	534.6	P	0.001953	
253425_at	329.4	P	0.000732	
253470_s_at	2042.5	P	0.000244	
253471_at	29.6	A	0.466064	
253472_at	4.7	A	0.80542	
253422_at	589.4	P	0.000244	
253473_at	358.3	P	0.000732	
253420_at	11190.9	P	0.000244	
253474_at	264.9	P	0.001221	
253423_at	144.3	A	0.067627	
253475_at	291.6	P	0.01416	
253476_at	364.4	P	0.000244	
253477_at	516.7	P	0.001953	
253424_at	737.1	P	0.010742	
253421_at	6192.7	P	0.000244	
253478_at	168.7	P	0.00415	
253479_at	190.1	P	0.005859	
253426_at	17.9	A	0.72583	
253427_at	1298.6	P	0.000244	
253435_at	575.2	P	0.00415	
253428_at	3219	P	0.000244	
253429_at	597.5	P	0.000244	
253430_at	51.9	A	0.366211	
253431_at	212.2	P	0.037598	
253432_at	104.9	P	0.001221	
