ID_REF	VALUE	ABS_CALL	Detection p-value	
260396_at	185.6	P	0.001953	
260419_at	714.3	P	0.000732	
260370_at	2780.3	P	0.000244	
260418_s_at	494.3	P	0.000244	
260367_at	227.4	P	0.001221	
260417_at	521.1	P	0.005859	
260395_at	178.5	P	0.000244	
260415_at	42	A	0.334473	
260413_at	313.1	P	0.000732	
260403_at	46.4	A	0.366211	
260402_at	63.2	P	0.010742	
260412_at	3894.1	P	0.000244	
260401_at	1213.8	P	0.000244	
260414_at	828.6	P	0.000244	
260400_at	14.6	A	0.696289	
260410_at	1600.9	P	0.000244	
260408_at	53.6	P	0.01416	
260411_at	384.9	P	0.00293	
260407_at	154.7	P	0.037598	
260406_at	11.5	A	0.780518	
260405_at	71.4	A	0.129639	
260409_at	582.8	P	0.000244	
260404_at	186.9	P	0.000244	
264703_at	868.5	P	0.000244	
264693_at	80.7	A	0.366211	
264699_at	410	P	0.000244	
264714_at	80.6	M	0.056152	
264692_at	250.6	A	0.067627	
257415_at	10.8	A	0.870361	
264690_at	279.8	P	0.00293	
264748_at	651.5	P	0.00293	
264720_at	31.8	A	0.366211	
264704_at	269.8	P	0.001221	
264700_at	420.4	P	0.000732	
264719_at	73.1	A	0.171387	
264718_at	26.8	A	0.27417	
264717_at	65.4	P	0.046143	
264747_at	135	P	0.037598	
264701_at	4687.2	P	0.000244	
264716_at	11.3	A	0.633789	
264715_at	191.2	P	0.018555	
264702_at	418.3	P	0.000244	
264698_at	718.4	P	0.000244	
264697_at	209.7	P	0.000244	
264696_at	252.2	P	0.00293	
264695_at	58	A	0.080566	
264694_at	121.8	P	0.000732	
264341_at	25.7	A	0.219482	
264340_at	383.8	P	0.000244	
264339_at	612.5	P	0.000244	
264338_at	201.7	P	0.001221	
264317_at	2501.6	P	0.000732	
264335_s_at	2064.3	P	0.000244	
264316_at	1664.3	P	0.000244	
264337_at	306.5	P	0.005859	
264336_at	161	P	0.030273	
264315_at	2865.9	P	0.001221	
264311_at	8.7	A	0.601074	
264313_at	2911.4	P	0.000244	
264314_at	549	P	0.000244	
264369_at	8.8	A	0.601074	
264312_at	21.3	A	0.601074	
260366_at	11.7	A	0.828613	
260332_at	112.8	P	0.000732	
260304_at	302	P	0.005859	
260305_at	3761.2	P	0.000244	
260333_at	13.2	A	0.72583	
260334_at	43.5	A	0.19458	
260303_at	456.5	P	0.000244	
260362_at	906.4	P	0.000244	
260306_at	6.9	A	0.943848	
260363_at	179.4	P	0.008057	
260364_at	148.4	P	0.00293	
260311_at	625.6	P	0.000244	
260309_at	867.4	P	0.00415	
260310_at	325.7	P	0.000244	
260308_at	440.4	P	0.000244	
260307_at	444.2	P	0.000244	
260365_at	104.4	A	0.149658	
260177_at	27.2	A	0.432373	
260180_at	1025.3	P	0.000244	
260208_s_at	456.4	P	0.01416	
260179_at	71.5	A	0.27417	
260205_at	422.6	P	0.008057	
260181_at	705.3	P	0.001221	
260178_at	76.1	A	0.432373	
260207_at	1762.9	P	0.000244	
260206_at	207.8	P	0.005859	
260182_at	169.4	A	0.27417	
262288_at	2357.6	P	0.000244	
262289_at	1688.6	P	0.000244	
262262_at	3014.2	P	0.000244	
262291_at	262.8	P	0.00415	
262314_at	1140.9	P	0.000244	
262309_at	2664.2	P	0.000244	
262312_at	1302	P	0.000732	
262310_at	16.5	A	0.432373	
262260_at	96.9	A	0.149658	
262300_at	24.2	A	0.432373	
262301_at	3.3	A	0.828613	
262304_at	1265.6	P	0.000732	
262261_at	125.8	P	0.037598	
262313_at	558.2	P	0.000244	
262302_at	124.9	A	0.129639	
262311_at	32.5	A	0.303711	
262303_at	40.7	A	0.5	
262263_at	773.2	P	0.000244	
262305_at	61.6	A	0.303711	
262306_s_at	476	P	0.000244	
262290_at	22.4	A	0.665527	
262315_at	45	P	0.030273	
262307_at	52.8	A	0.366211	
262308_at	735.5	P	0.000732	
259741_at	542.2	P	0.030273	
259751_at	1813.5	P	0.000244	
259752_at	2046.9	P	0.000244	
259753_at	376.8	P	0.00293	
259746_at	68.7	A	0.095215	
259755_at	402.5	P	0.001953	
259756_at	187.9	P	0.001953	
259754_at	1073.2	P	0.000244	
259749_at	279.4	P	0.037598	
259742_at	12.5	A	0.80542	
259750_at	336.2	P	0.000244	
259743_at	298	P	0.008057	
259744_at	20.4	A	0.334473	
259747_at	155.5	P	0.00293	
259748_at	187.9	P	0.046143	
259745_at	800.3	P	0.001953	
259898_at	81.8	P	0.046143	
259899_at	90.1	P	0.001221	
259936_at	853.6	P	0.000244	
259900_at	217.5	P	0.018555	
259935_at	63.6	A	0.27417	
259942_at	1138.2	P	0.000732	
259941_s_at	45	A	0.27417	
259940_at	13.9	A	0.466064	
259939_s_at	336.8	P	0.000732	
259938_at	427	P	0.01416	
259937_s_at	362.6	P	0.00293	
259934_at	172.7	P	0.000244	
259948_at	261.2	P	0.000732	
259897_at	57.5	A	0.219482	
259893_at	28.3	A	0.27417	
259952_at	151.9	P	0.005859	
259950_at	482.2	P	0.001953	
259949_at	61.4	P	0.037598	
259894_at	277.6	P	0.000732	
259895_at	268	P	0.01416	
259946_at	69.9	A	0.246094	
259945_at	171.5	P	0.005859	
259944_at	37.9	A	0.171387	
259943_at	715.5	P	0.000244	
259951_at	77.3	P	0.023926	
259896_at	4916	P	0.000244	
259947_at	4.4	A	0.962402	
261532_at	9.6	A	0.953857	
261533_at	118.6	A	0.27417	
261503_at	138.5	P	0.030273	
261504_at	58.9	A	0.129639	
261518_at	1999.3	P	0.000244	
261505_at	199.5	A	0.067627	
261506_at	462.7	P	0.00293	
261522_at	667.1	P	0.000732	
261507_at	1224.5	P	0.00293	
261508_at	739.8	P	0.00293	
261509_at	102	A	0.466064	
261516_at	208.2	P	0.018555	
261510_at	51.4	A	0.432373	
261511_at	74.8	P	0.030273	
261517_at	742.2	P	0.000244	
261512_at	471	P	0.030273	
261515_at	509.1	P	0.000732	
261519_at	620.9	P	0.000244	
261520_at	856.1	P	0.000244	
261521_at	154.6	P	0.00415	
261513_at	920.2	P	0.001953	
257487_at	137.4	P	0.000732	
261523_at	1027.9	P	0.000244	
261514_at	32.6	A	0.246094	
260143_at	1131.5	P	0.000732	
260170_at	104.4	A	0.129639	
260142_at	424.4	P	0.001953	
260171_at	216.4	P	0.00293	
260172_s_at	579	P	0.000244	
260173_at	83.3	A	0.095215	
260174_at	274.9	A	0.129639	
260176_at	1332.3	P	0.000244	
260144_at	105.6	A	0.171387	
260167_at	453.2	P	0.000732	
260168_at	969.3	P	0.000244	
260169_at	78.4	A	0.533936	
260175_at	35.8	A	0.5	
256342_at	5124.1	P	0.000244	
256336_at	954.5	P	0.005859	
256341_at	647.5	P	0.000244	
256344_at	720.6	P	0.001953	
256337_at	504.5	P	0.000244	
256340_at	87.9	A	0.303711	
256339_at	9.3	A	0.828613	
256343_at	698.7	P	0.000244	
256338_at	46.6	A	0.398926	
256335_at	7.9	A	0.72583	
256334_at	69.6	P	0.018555	
259829_at	37.6	A	0.398926	
259846_at	89	A	0.067627	
259803_at	5753	P	0.000244	
259804_at	2201.7	P	0.000244	
259847_at	1117.9	P	0.000732	
259800_at	423.5	P	0.000732	
259848_at	1697.9	P	0.000732	
259849_at	301	P	0.000244	
259854_at	7.7	A	0.5	
259828_at	17	A	0.432373	
259801_at	56.9	A	0.27417	
259850_at	165.8	P	0.023926	
259851_at	127.9	P	0.030273	
259802_at	66	A	0.129639	
259827_at	42.6	A	0.149658	
259852_at	162	P	0.001953	
259799_at	7.1	A	0.919434	
259853_at	171.4	P	0.001953	
260454_at	323.6	P	0.001221	
260398_at	286.5	P	0.000244	
260428_at	678.9	P	0.000244	
260452_at	2.2	A	0.870361	
260451_at	98.2	A	0.432373	
260426_at	11413.2	P	0.000244	
260450_at	26.6	A	0.219482	
260449_at	255.2	P	0.018555	
260448_at	304.6	P	0.030273	
260447_at	1.6	A	0.366211	
260446_at	260.5	P	0.000732	
260427_at	647.2	P	0.000244	
260425_at	381.4	P	0.000244	
260429_at	684.7	P	0.001221	
260424_at	161.4	A	0.080566	
260423_at	167.4	P	0.000732	
260457_at	476.4	P	0.000244	
260456_at	42.8	A	0.334473	
260455_at	526	P	0.000244	
260453_s_at	575.2	P	0.000244	
260399_at	164.6	A	0.111572	
257503_at	87	A	0.219482	
259921_at	60.5	A	0.171387	
259920_at	846.3	P	0.000244	
259919_at	314.5	P	0.000244	
259918_at	2.4	A	0.870361	
259917_at	12.7	A	0.432373	
259916_at	42.2	M	0.056152	
259892_at	23234.6	P	0.000244	
259863_at	327.7	P	0.000244	
259914_at	236.9	P	0.000244	
259862_at	354.8	P	0.00293	
259913_at	61.1	A	0.466064	
259912_at	138.7	A	0.219482	
259911_at	805.4	P	0.000244	
259910_at	605.6	P	0.000244	
259865_at	1792.8	P	0.000244	
259891_at	298.4	P	0.001953	
259924_at	277.9	P	0.023926	
259890_at	681.3	P	0.000244	
259923_at	53.9	A	0.533936	
259922_at	269	P	0.00415	
259915_at	162.6	P	0.046143	
259864_at	264.3	P	0.005859	
262380_at	299.4	P	0.000732	
262355_at	535.1	P	0.000244	
262378_at	152.5	P	0.046143	
262362_at	88	A	0.366211	
262363_at	91.9	P	0.00415	
262364_at	90	A	0.095215	
262365_at	142.9	M	0.056152	
262366_at	218.2	P	0.001221	
262381_at	377.9	P	0.001953	
262382_at	120.5	P	0.001953	
262374_s_at	3950.7	P	0.000244	
262383_at	167.7	P	0.01416	
262384_at	18.1	A	0.366211	
262385_at	3.5	A	0.870361	
262376_at	854.9	P	0.000244	
262351_at	242.6	P	0.00415	
262356_at	45.4	A	0.303711	
262369_at	74.7	A	0.149658	
262379_at	221.4	P	0.010742	
262367_at	1652.6	P	0.000244	
262357_at	46.1	A	0.398926	
262358_at	19.2	A	0.696289	
262368_at	2236.6	P	0.000244	
262359_at	48.1	A	0.303711	
262360_at	255.9	P	0.046143	
262370_at	355.6	P	0.00293	
262375_at	433.2	P	0.000732	
262377_at	725.6	P	0.008057	
262373_at	13.6	A	0.72583	
262372_at	106.8	A	0.171387	
262361_at	131	P	0.005859	
262371_at	3.9	A	0.850342	
260089_at	984	P	0.000244	
260100_at	227.6	P	0.000732	
260099_at	500.2	P	0.001953	
260088_at	12.9	A	0.696289	
260087_at	470.6	P	0.000244	
260097_at	3.1	A	0.969727	
260095_at	5053.5	P	0.000244	
260096_at	201.2	P	0.000244	
260094_at	368.6	P	0.023926	
260101_at	214.3	M	0.056152	
260093_at	0.5	A	0.753906	
260092_at	1.8	A	0.962891	
260091_at	0.6	A	0.998779	
257500_s_at	14.5	A	0.567627	
260090_at	75.2	P	0.00293	
260098_at	154.2	P	0.001953	
245736_at	184.4	P	0.00415	
245728_at	5.8	A	0.80542	
245727_at	232.6	P	0.008057	
245726_at	135.4	P	0.00415	
245725_at	191.8	P	0.001953	
245733_at	260	P	0.001953	
245724_at	493.5	P	0.000244	
245723_at	145.9	P	0.046143	
245735_at	39.4	A	0.27417	
245722_at	313.3	P	0.010742	
245732_at	249.4	P	0.000244	
245721_s_at	265.1	P	0.000244	
245730_at	853.1	P	0.000244	
245734_at	1045.2	P	0.000244	
245729_at	1507	P	0.000244	
245731_at	386.8	P	0.000244	
245779_at	26.3	A	0.432373	
245778_at	1132.3	P	0.000244	
245777_at	178.8	P	0.000244	
259844_at	36.7	A	0.533936	
259843_at	77.5	A	0.27417	
259845_at	210.3	P	0.000244	
259842_at	7280	P	0.000244	
260066_at	63.4	M	0.056152	
260077_at	383.4	P	0.000732	
260076_at	291.8	P	0.000732	
260074_at	157.5	P	0.01416	
260072_at	1317.9	P	0.000244	
260044_at	3435.7	P	0.000244	
260073_at	283.4	P	0.00293	
260045_at	452.2	P	0.018555	
260060_at	376.2	P	0.005859	
260061_at	20.9	A	0.303711	
260075_at	56.7	A	0.149658	
260062_at	125.9	P	0.037598	
260063_at	441	P	0.001221	
260064_at	296.3	P	0.000732	
260047_at	249.6	P	0.030273	
260048_at	963.4	P	0.000244	
260065_at	494.8	P	0.000244	
260067_at	4.4	A	0.850342	
260078_at	218.9	P	0.000244	
260046_at	931	P	0.000732	
260068_at	423	P	0.001953	
260069_at	284.4	P	0.01416	
260070_at	124.9	P	0.010742	
260071_at	459.4	P	0.001221	
260382_at	20.2	A	0.27417	
260381_at	47.4	A	0.432373	
260380_at	110.3	M	0.056152	
260379_at	424.1	P	0.030273	
260378_at	50.2	A	0.171387	
260393_at	1663.6	P	0.000244	
260377_at	128.2	A	0.27417	
260390_at	446.4	P	0.000244	
260375_at	155	A	0.095215	
260374_at	512	P	0.000244	
260373_at	260.6	P	0.000244	
260372_at	557.1	P	0.001953	
260336_at	843.9	P	0.000244	
260335_at	62.3	A	0.466064	
260386_at	11.3	A	0.567627	
260391_at	267.4	P	0.00293	
260392_at	266.7	M	0.056152	
260384_at	370.7	P	0.001221	
260389_at	47.4	A	0.432373	
260383_s_at	5289.3	P	0.000244	
260388_at	426	P	0.00415	
260394_at	24.3	A	0.567627	
260385_at	2256.4	P	0.000244	
260387_at	2338.2	P	0.000244	
260376_at	5.9	A	0.981445	
259906_at	92.7	A	0.219482	
259905_s_at	70.1	A	0.067627	
259904_at	50.3	A	0.080566	
259903_at	165	P	0.00415	
259902_at	171.5	P	0.001953	
259901_at	91.8	P	0.046143	
260253_at	3.1	A	0.888428	
260247_at	136.6	P	0.018555	
260254_at	987.9	P	0.000732	
260246_at	34	A	0.398926	
260245_at	1235.6	P	0.001221	
260252_at	203.4	A	0.171387	
260251_at	262.1	P	0.000244	
260250_at	2032.9	P	0.000244	
260258_at	1852.7	P	0.000244	
260249_s_at	100.2	P	0.000732	
260259_at	87.1	A	0.080566	
260248_at	5.2	A	0.850342	
260244_at	413.2	P	0.00415	
260255_at	112	P	0.018555	
260257_at	912.6	P	0.000244	
260256_at	86.3	A	0.067627	
260239_at	297.7	P	0.000244	
260229_at	431.4	P	0.000244	
260222_at	558.2	P	0.018555	
260223_at	242.7	A	0.080566	
260224_at	103.5	P	0.037598	
260231_at	307.9	P	0.000732	
260210_at	95.7	A	0.19458	
260237_at	231.4	P	0.00293	
260211_at	899.3	P	0.000732	
260227_at	329.6	P	0.000244	
260234_at	65.1	A	0.095215	
260236_at	14823.2	P	0.000244	
260212_at	47.9	A	0.601074	
260213_at	40.7	A	0.5	
260230_at	30.3	A	0.665527	
260214_at	146.5	A	0.080566	
260238_at	1157.1	P	0.000244	
260215_at	484.9	P	0.000732	
260228_at	10.6	A	0.72583	
260233_at	115.1	M	0.056152	
260235_at	1494.1	P	0.000244	
260216_at	113.4	A	0.19458	
260225_at	318.6	P	0.046143	
260217_at	107	P	0.00415	
260218_at	40.3	M	0.056152	
260219_at	28	A	0.334473	
260232_at	2443.4	P	0.000244	
260220_at	65.6	A	0.219482	
260226_at	12.3	A	0.828613	
260221_at	3044.5	P	0.000244	
262223_at	564.5	P	0.001953	
262210_at	1024.7	P	0.000244	
262222_at	156.2	P	0.001953	
262177_at	1019.1	P	0.000244	
262209_at	397.7	P	0.001221	
262168_at	6251.6	P	0.000244	
262220_at	119.8	P	0.001953	
262219_at	228.2	P	0.00293	
262218_at	105.1	A	0.171387	
262217_at	1.4	A	0.998047	
262216_at	353.3	P	0.018555	
262215_at	518.4	P	0.005859	
262208_at	265.8	P	0.001953	
259953_at	117.8	P	0.00415	
262214_at	85.4	A	0.219482	
262166_at	863.9	P	0.000732	
262207_at	923.4	P	0.000732	
262169_at	247.6	P	0.037598	
262213_at	3.8	A	0.753906	
262175_at	1032.7	P	0.000244	
262212_at	202.4	P	0.018555	
262224_at	164.6	P	0.008057	
262174_at	1024.5	P	0.000732	
262173_at	2190.1	P	0.000244	
262211_at	111.8	A	0.129639	
262170_at	541.2	P	0.000244	
262171_at	692.3	P	0.000732	
262176_at	1835.1	P	0.000244	
262172_at	4258.6	P	0.000732	
262167_at	51.8	A	0.19458	
262221_at	406	P	0.005859	
262165_at	336.6	P	0.001221	
259987_at	106.7	P	0.001221	
259925_at	8795.1	P	0.000244	
259986_at	35.1	A	0.665527	
259955_s_at	1103.4	P	0.000244	
259926_at	150.6	P	0.00293	
259927_at	614.3	P	0.000244	
259956_at	3.1	A	0.976074	
259954_at	238.5	A	0.171387	
256508_at	556.3	P	0.000732	
256507_at	116.5	P	0.023926	
256506_at	28.8	A	0.533936	
256451_s_at	245.6	P	0.000244	
256456_at	506.6	P	0.000732	
256455_at	286.8	P	0.000244	
256505_at	210.5	A	0.067627	
256504_at	1238.5	P	0.000244	
256458_at	719.1	P	0.000244	
256457_at	342.7	A	0.149658	
256452_at	511.6	P	0.046143	
256503_at	95.9	P	0.037598	
256453_at	621.5	P	0.000244	
256454_at	2577.8	P	0.000244	
256450_at	9.1	A	0.72583	
256509_at	84.8	A	0.219482	
261117_at	249.7	P	0.01416	
261122_at	1618.2	P	0.000244	
261121_at	333.4	P	0.010742	
261119_at	7830.7	P	0.000244	
261115_at	8.3	A	0.98584	
261116_at	1260.6	P	0.00293	
261114_at	45.2	A	0.466064	
261113_at	194.8	A	0.129639	
261120_at	527.7	P	0.000732	
261112_at	310	P	0.00415	
261111_at	39.5	A	0.5	
261110_at	197.8	P	0.000244	
261109_at	112.6	A	0.067627	
261118_at	3149.2	P	0.000244	
257461_at	111.6	M	0.056152	
262977_at	88.2	A	0.366211	
262951_at	2553.5	P	0.000244	
262950_at	398.4	P	0.000244	
262976_at	71	A	0.246094	
262975_at	550.6	P	0.018555	
262974_at	38.7	A	0.696289	
262948_at	943.4	P	0.000244	
257460_at	78.2	M	0.056152	
262981_at	16.5	A	0.696289	
262973_at	8.5	A	0.665527	
262979_s_at	0.2	A	0.991943	
262972_at	113.8	A	0.366211	
262924_s_at	3671.1	P	0.000244	
262971_at	81.1	P	0.023926	
262923_at	604.3	P	0.023926	
262953_at	311.3	P	0.000732	
262980_at	2052.9	P	0.000244	
262970_at	6439.3	P	0.000244	
262969_at	416.8	P	0.001953	
262968_at	60.2	A	0.149658	
262967_at	235.7	P	0.046143	
262947_at	1196.8	P	0.000732	
262966_at	579.9	P	0.000244	
262952_at	124.4	A	0.095215	
262978_at	491.5	P	0.000244	
262949_at	33.5	A	0.696289	
262727_at	1551.6	P	0.000244	
262678_at	175.9	P	0.00293	
262728_at	1196.4	P	0.001221	
262679_at	3.1	A	0.80542	
262729_at	390.7	P	0.001953	
262695_at	162.3	P	0.000244	
262677_at	462.8	P	0.000244	
262696_at	45.5	A	0.303711	
262680_at	39.3	A	0.219482	
262681_at	13.9	A	0.533936	
262682_at	730.2	P	0.000244	
262674_at	48.5	A	0.27417	
262683_at	51	A	0.366211	
262675_at	12.4	A	0.80542	
262697_at	6.6	A	0.633789	
262676_at	6247.2	P	0.000244	
262698_at	116.8	P	0.00415	
262699_at	281.7	P	0.008057	
262686_at	802.9	P	0.000244	
262685_at	1840.9	P	0.000244	
262700_at	617	P	0.000732	
262684_s_at	5277.5	P	0.000244	
262670_s_at	35.7	P	0.037598	
262671_at	111	P	0.005859	
262672_at	542.7	A	0.067627	
262673_at	99	A	0.080566	
261748_at	217.5	P	0.037598	
261751_at	7691.5	P	0.000244	
261727_at	657.4	P	0.000244	
261769_at	6087.2	P	0.000244	
261782_at	429.9	P	0.010742	
261750_at	106.3	P	0.01416	
261754_at	311.5	P	0.001953	
261770_at	1770.6	P	0.000244	
261771_at	1079.8	P	0.000244	
261728_at	1343.1	P	0.000244	
267397_at	125.6	P	0.046143	
261749_at	3674.9	P	0.000244	
261724_at	136	A	0.095215	
261776_at	94	P	0.01416	
261723_at	4131	P	0.000244	
261777_at	10.6	A	0.72583	
261778_at	50.2	A	0.398926	
261779_at	1.4	A	0.72583	
261772_at	399.4	P	0.00415	
261773_at	10.6	A	0.780518	
261774_at	272	P	0.001953	
261726_at	126.5	M	0.056152	
261775_at	98.4	A	0.303711	
261752_at	20.7	A	0.665527	
261725_at	329.2	P	0.001221	
261780_at	219.1	P	0.005859	
261781_at	152.9	P	0.010742	
261753_at	286.8	P	0.01416	
259888_at	195.2	P	0.000244	
259887_at	412.1	P	0.000244	
259886_at	3.8	A	0.828613	
259885_at	221.6	P	0.01416	
259884_at	186.9	P	0.000732	
259883_at	1122	P	0.000732	
259889_at	535.4	P	0.000244	
259982_at	147.8	P	0.018555	
259972_at	66	A	0.149658	
259974_at	41.9	A	0.219482	
259981_at	2196	P	0.000244	
259984_at	302	P	0.001953	
259975_at	112.7	A	0.303711	
259983_at	2893.2	P	0.000732	
259966_at	110.7	A	0.149658	
259967_at	342.8	P	0.000732	
259980_at	2180.5	P	0.000244	
259968_at	103.6	P	0.010742	
259978_at	367.7	P	0.000244	
259969_at	466.7	P	0.001221	
259976_at	62	P	0.023926	
259970_at	286.7	P	0.000244	
259971_at	401.4	P	0.000732	
259977_at	446.6	P	0.000732	
259979_at	468.3	P	0.018555	
259985_at	213.3	P	0.000244	
259973_at	174.8	P	0.046143	
259866_at	5.9	A	0.780518	
259879_at	41.2	A	0.19458	
259874_at	161.9	P	0.00293	
259882_at	1800.9	P	0.000244	
259875_s_at	873.4	P	0.000244	
259876_at	468.1	P	0.00415	
259877_at	117.4	P	0.008057	
259873_s_at	59.7	P	0.000732	
259880_at	1627.7	P	0.000244	
259867_at	87	P	0.037598	
259868_at	190.1	P	0.000244	
259869_at	20.7	A	0.246094	
259870_at	32.5	P	0.046143	
259878_at	668.8	P	0.000732	
259871_at	230.1	P	0.010742	
259872_at	540.3	P	0.000244	
259881_at	100.1	P	0.00415	
256329_at	969.2	P	0.001221	
256333_at	452.1	P	0.000732	
256330_at	62.7	P	0.008057	
256331_at	326.9	P	0.005859	
256332_at	257.4	P	0.000244	
264952_at	1356.8	P	0.001953	
264943_at	35.1	A	0.334473	
264955_at	657.2	P	0.000244	
264960_at	322.3	P	0.000244	
264944_at	429.4	P	0.000244	
264961_at	278.4	P	0.010742	
264958_at	1900.5	P	0.000244	
264951_at	333.3	P	0.008057	
264956_at	1096.8	P	0.000244	
264957_at	579.1	P	0.000244	
264946_at	47	A	0.111572	
264947_at	44.1	P	0.037598	
264948_at	218.9	P	0.046143	
264954_at	664.5	P	0.000732	
264945_at	263	P	0.047363	
264949_at	112	P	0.001221	
264959_at	1931.4	P	0.000244	
264950_at	85	P	0.01416	
264962_at	200	A	0.111572	
264953_at	225.3	P	0.000244	
264476_at	491.7	P	0.000732	
264487_at	298.3	P	0.001221	
264475_s_at	65.8	P	0.010742	
264486_at	1103.9	P	0.000732	
264481_at	43.9	A	0.665527	
264482_at	368.2	P	0.000244	
264485_at	214.8	P	0.001221	
264483_at	33.5	A	0.303711	
264477_at	18.2	A	0.219482	
257420_at	163.3	P	0.00293	
264484_at	522	P	0.00293	
264478_at	66.8	P	0.01416	
264479_at	95.6	P	0.018555	
264480_at	175.6	P	0.023926	
246413_at	86.4	P	0.018555	
246390_at	91	A	0.366211	
246414_at	22	A	0.466064	
246391_at	1021.6	P	0.000732	
246383_at	64.1	A	0.334473	
246384_at	1138.7	P	0.000244	
246389_at	106.1	A	0.466064	
246385_at	92	A	0.19458	
246387_at	80.6	A	0.219482	
246388_at	23.3	A	0.633789	
246386_at	130.7	P	0.018555	
259708_at	522.1	P	0.001953	
259712_at	1578.1	P	0.000244	
259705_at	34.7	A	0.366211	
259731_at	339.7	P	0.018555	
259732_at	317.2	P	0.000244	
259733_at	293.3	P	0.00293	
259707_at	1766.1	P	0.000244	
259734_at	142.8	P	0.037598	
259757_at	2816.7	P	0.000244	
259758_s_at	24.6	A	0.219482	
259706_at	397.8	P	0.001953	
259759_at	278.3	P	0.037598	
259711_at	52.9	A	0.111572	
259760_at	140.6	P	0.01416	
259761_at	621.9	P	0.000732	
259762_at	198.8	P	0.046143	
259713_at	914.5	P	0.000244	
259763_at	314.3	P	0.005859	
259729_at	37.3	A	0.27417	
259709_at	78.2	A	0.219482	
259730_at	86.7	A	0.067627	
259710_at	649.7	P	0.001953	
259704_at	244	P	0.00415	
259680_at	249.1	P	0.000732	
259674_at	152.2	A	0.129639	
259675_at	2074.3	P	0.000244	
259679_at	129.6	A	0.149658	
259676_at	3.2	A	0.870361	
259677_at	793.1	P	0.000244	
259678_at	857	P	0.001953	
259681_at	1858.9	P	0.000244	
259701_at	235.6	P	0.00415	
259702_at	47.9	A	0.27417	
259703_at	43.7	A	0.303711	
259673_at	364.9	P	0.00293	
262188_at	395.1	P	0.00415	
262191_at	4	A	0.888428	
262192_at	6.1	A	0.696289	
262193_at	862.3	P	0.000244	
262136_at	361.9	P	0.01416	
262178_at	102.4	A	0.219482	
262196_at	180.6	P	0.046143	
262182_at	30.2	P	0.037598	
262183_at	191.7	P	0.01416	
262184_at	13.8	A	0.366211	
262137_at	432.6	P	0.000732	
262194_at	966.8	P	0.000244	
262163_at	7176.6	P	0.000244	
262185_at	6.6	A	0.780518	
262186_at	91.2	A	0.27417	
262187_at	91	A	0.19458	
262179_at	52.8	A	0.366211	
262134_at	235.5	P	0.01416	
262133_at	157.9	P	0.030273	
262189_at	326.9	P	0.000732	
262162_at	1873.5	P	0.000244	
262190_at	70.8	A	0.111572	
262195_at	12306.6	P	0.000244	
262180_at	31.9	A	0.432373	
262181_at	575.6	P	0.000244	
262164_at	362.6	P	0.000244	
262135_at	903.3	P	0.000732	
260059_at	26.1	A	0.80542	
260058_at	195.3	P	0.000244	
257502_at	3.8	A	0.696289	
260053_at	82.8	A	0.27417	
260054_at	238.5	P	0.001953	
260056_at	1015.8	P	0.000244	
260055_at	883.6	P	0.000244	
260080_at	98.9	P	0.046143	
260081_at	482	P	0.000244	
260082_at	600.9	P	0.000732	
260057_at	674.4	P	0.000244	
260051_at	1369.6	P	0.000244	
260052_at	31.3	A	0.095215	
260800_at	919.8	P	0.001953	
260806_at	175.6	A	0.095215	
260799_at	166.7	P	0.018555	
260798_at	232.2	P	0.00415	
260774_at	404.8	P	0.000244	
260775_at	1756.6	P	0.000244	
260807_at	232.4	P	0.037598	
260805_at	55.5	A	0.149658	
260803_at	50.7	A	0.067627	
260796_at	39	A	0.398926	
260745_at	6972.2	P	0.000244	
260746_at	8794.1	P	0.000244	
260797_at	1.9	A	0.953857	
260802_at	46.9	A	0.665527	
260804_at	232.3	P	0.000244	
260747_at	468.7	P	0.000244	
260801_at	103.6	P	0.018555	
260773_at	96.7	A	0.129639	
263133_at	78.5	A	0.095215	
263126_at	1733.4	P	0.000244	
263125_at	7.6	A	0.850342	
263124_at	137.3	P	0.023926	
263120_at	1084.8	P	0.000244	
263123_at	10.8	A	0.533936	
263122_at	317.6	P	0.010742	
263121_at	51.1	A	0.080566	
263135_at	237.9	P	0.000244	
263132_at	467.8	P	0.000244	
263134_at	1325.3	P	0.000244	
263136_at	428	P	0.000244	
263128_at	1452.7	P	0.000244	
263127_at	246.6	P	0.000244	
263129_at	1521.9	P	0.000244	
263131_at	8693.3	P	0.000244	
263130_at	214.2	P	0.001953	
263137_at	348.4	P	0.000244	
264300_at	894.8	P	0.000732	
264250_at	1534	P	0.000244	
264298_at	403.9	P	0.005859	
264248_at	405.9	P	0.005859	
264297_at	51.1	A	0.466064	
264296_at	169	A	0.149658	
264295_at	104.3	A	0.334473	
264294_at	25.5	A	0.533936	
264293_at	209.8	P	0.018555	
264301_at	52.1	A	0.432373	
264292_at	228.9	P	0.001953	
264291_at	397.6	P	0.001221	
264290_at	208.5	P	0.01416	
264305_at	1.3	A	0.919434	
264279_s_at	5163.2	P	0.000244	
257424_at	86.8	P	0.023926	
264299_s_at	1836.5	P	0.000244	
264303_s_at	3435.7	P	0.000244	
264306_at	822.8	P	0.000244	
264304_at	347.7	P	0.00293	
264302_at	7128.9	P	0.000244	
264249_at	1428.1	P	0.000732	
264142_at	204.4	P	0.000732	
264139_at	37.5	A	0.19458	
264138_at	80.3	A	0.067627	
264137_at	214.7	A	0.080566	
