ID_REF	VALUE	ABS_CALL	Detection p-value
264168_at	1284.8	P	0.000244
264150_at	480.9	P	0.01416
264171_at	420	P	0.001953
264176_at	192.1	P	0.01416
264172_at	747.6	P	0.001221
264122_at	788.1	P	0.000732
264152_at	3253.1	P	0.000244
264177_at	3673.6	P	0.000244
264173_at	767.5	P	0.000244
264178_at	1033.2	P	0.000244
264179_at	392.4	P	0.010742
264180_at	31.3	A	0.366211
264147_at	159.5	P	0.046143
264146_at	596.5	P	0.00415
264148_at	91.8	A	0.080566
264174_s_at	96.1	A	0.19458
264149_at	61	A	0.246094
264170_at	341.3	P	0.000244
264123_at	944	P	0.000244
264121_at	1736.6	P	0.000244
259441_at	431.7	P	0.000244
259416_at	1832.5	P	0.000732
259442_at	117.4	A	0.129639
259413_at	20.9	A	0.633789
259415_at	405.8	P	0.000732
259417_at	5.8	A	0.601074
259443_at	117.3	A	0.171387
259444_at	139.9	A	0.219482
259418_at	120.3	P	0.00293
259445_at	70.3	A	0.095215
259446_at	661.1	P	0.000244
259414_at	130.8	P	0.037598
259447_s_at	33.7	A	0.303711
260904_at	391.2	P	0.000244
260903_at	109.9	P	0.046143
260933_at	94.7	A	0.633789
260916_at	1894	P	0.000244
260911_at	4.5	A	0.828613
260913_at	6445.9	P	0.000244
260932_s_at	18.7	A	0.533936
260906_at	4	A	0.981445
260931_at	22.5	A	0.696289
260912_at	5493.4	P	0.000244
260907_at	80.4	A	0.129639
260908_at	12.1	A	0.72583
260930_at	171.6	A	0.246094
260914_at	156.3	A	0.091553
260915_at	147.1	P	0.005859
260909_at	27.9	A	0.888428
260929_at	270	P	0.018555
260910_at	112.9	P	0.008057
260917_at	56.9	A	0.5
260905_at	34.9	A	0.303711
260928_at	180.6	A	0.303711
262109_at	1007.8	P	0.001953
262108_at	101.5	A	0.246094
262107_at	320.8	P	0.00415
262117_at	12598.8	P	0.000244
262122_at	21.4	A	0.567627
262121_at	44.1	A	0.5
262105_at	20.1	A	0.5
262115_at	15.4	A	0.633789
262116_at	250.1	P	0.01416
262113_at	370.3	P	0.01416
262132_at	51.9	A	0.149658
262110_at	1083.2	P	0.000244
262118_at	246.1	P	0.001953
262114_at	267.2	P	0.023926
262112_at	756.6	P	0.001953
262130_at	417.5	P	0.000732
262131_at	119	A	0.219482
262104_at	565.4	P	0.008057
262119_s_at	13295.4	P	0.000244
262103_at	71.9	A	0.095215
262120_at	123.8	P	0.008057
262111_at	188.9	P	0.01416
262106_at	163.8	P	0.001953
262102_at	60	A	0.466064
263170_at	576.2	P	0.000732
263169_at	44	A	0.601074
263168_at	73.5	A	0.129639
263167_at	305.9	P	0.00293
263117_at	611.8	P	0.000732
263166_at	4.7	A	0.969727
263115_at	113.3	A	0.171387
263165_at	442.2	P	0.00293
263164_at	333.6	P	0.018555
263112_at	180.5	P	0.000244
263118_at	336.8	P	0.030273
263143_at	84.8	P	0.01416
263119_at	313.2	P	0.001953
263114_at	12293.4	P	0.000244
263116_s_at	1038.4	P	0.000244
263113_at	430.6	P	0.000244
263163_at	847.4	P	0.000244
264363_at	12.6	A	0.828613
264358_at	128.2	A	0.080566
264356_at	139.9	P	0.001221
264355_at	1109.2	P	0.001953
264365_s_at	791.9	P	0.000244
264354_s_at	78.1	P	0.001221
264366_at	444.2	P	0.000244
264353_at	172.7	P	0.046143
264352_at	99.2	M	0.056152
264368_at	309.2	P	0.001221
264362_at	584.7	P	0.001953
264361_at	171.2	P	0.037598
264360_at	1420.5	P	0.000244
264359_at	31.4	A	0.533936
264364_at	1347.3	P	0.001221
264367_at	506.6	P	0.000244
264357_at	302.2	P	0.00293
264351_at	655.6	P	0.000244
264828_at	566.2	P	0.001953
264827_at	10.4	A	0.567627
264843_at	1142.5	P	0.000244
264826_at	78.4	A	0.27417
264824_at	693.1	P	0.000244
264838_at	580.5	P	0.000244
264840_at	356.6	P	0.00293
264823_at	107.8	A	0.567627
264822_at	95.2	A	0.080566
264821_at	13	A	0.633789
264820_at	2792	P	0.000244
264829_at	10.9	A	0.601074
265091_s_at	58.8	A	0.246094
264819_at	60.8	A	0.129639
264844_at	193.7	P	0.00415
264818_at	248.2	P	0.000244
264817_at	89.9	A	0.466064
264835_at	223.5	P	0.000732
264816_at	86.9	A	0.095215
264833_at	365.6	P	0.010742
264837_at	9624.5	P	0.000244
264836_at	586.7	P	0.000732
264815_at	112	A	0.19458
264839_at	5803.4	P	0.000244
264832_at	183.4	A	0.219482
264845_at	10465.1	P	0.000244
264831_at	139.5	P	0.01416
264842_at	7.8	A	0.72583
264830_at	29.4	A	0.665527
264825_at	7	A	0.828613
264834_at	540	P	0.005859
264841_at	448.9	P	0.001221
265088_at	87.7	P	0.037598
265087_at	155.1	P	0.046143
265086_at	65.2	A	0.219482
265085_at	115.4	P	0.030273
265084_at	83.3	A	0.533936
265083_at	406.3	P	0.018555
265082_at	51.7	A	0.533936
265081_at	55.8	A	0.567627
265067_at	954.8	P	0.000244
265037_at	1812.4	P	0.000244
265066_at	1040.4	P	0.001221
265095_at	50.6	A	0.27417
265094_at	7.2	A	0.366211
265043_at	1828.6	P	0.000244
265093_at	44	A	0.696289
265092_at	1133.4	P	0.001221
265038_at	69.1	P	0.037598
265045_s_at	390.4	P	0.001953
265044_at	233.6	P	0.00415
265090_at	181	P	0.023926
265040_at	286.7	P	0.010742
265065_at	94.4	A	0.19458
265099_at	77.6	A	0.432373
265039_at	129.3	A	0.095215
265098_at	177.5	A	0.129639
265097_at	324.1	P	0.008057
265096_at	75	A	0.27417
265042_at	1225.7	P	0.001221
257404_at	76.6	P	0.001953
265089_at	15.6	A	0.601074
265041_at	108	P	0.030273
265036_at	1077.4	P	0.000244
264320_at	13	A	0.567627
264328_at	116.9	A	0.219482
264319_at	259.2	P	0.000244
264330_at	253.1	P	0.000244
264331_at	136.2	A	0.129639
264329_at	1593.7	P	0.018555
264325_at	106.8	P	0.001221
264324_at	70.2	A	0.149658
264327_at	3287	P	0.000244
264323_at	14.3	A	0.567627
264322_at	765.7	P	0.000244
264321_at	326.5	P	0.01416
264318_at	87.4	A	0.366211
264326_at	219.1	P	0.000244
263656_at	333.3	P	0.001221
263664_at	347.2	P	0.000244
263660_at	408.1	P	0.000732
263667_at	12381.7	P	0.000244
263661_at	294.6	P	0.000732
263654_at	675.1	P	0.000244
263653_at	70	A	0.171387
263652_at	3.5	A	0.932373
263651_at	531.4	P	0.000244
263668_at	659.2	P	0.000732
263650_at	7.7	A	0.696289
263649_at	76	A	0.129639
263648_at	14.7	A	0.72583
263669_at	3554.8	P	0.000244
263663_at	11841.1	P	0.000244
263678_at	1153.2	P	0.00293
263662_at	2000.3	P	0.000244
263657_at	504.6	P	0.01416
263659_at	11	A	0.828613
263665_at	3947.7	P	0.000244
263658_at	11.6	A	0.850342
263655_at	47	A	0.219482
263666_at	1168.9	P	0.000732
263677_at	302.4	P	0.023926
264609_at	1622.8	P	0.000732
264601_at	58.5	A	0.303711
264605_at	160.6	P	0.000244
264612_at	50.9	A	0.334473
264614_s_at	96.6	A	0.466064
264615_at	150.8	P	0.001953
264599_at	68.9	P	0.030273
264598_at	152.3	P	0.046143
264597_at	577.4	P	0.000244
264596_at	17.8	A	0.533936
264613_at	1112	P	0.000732
264610_at	17.4	A	0.80542
264604_at	81.7	A	0.129639
264606_at	22.4	A	0.533936
264603_at	5.6	A	0.904785
264611_at	2109.9	P	0.000244
264607_at	3248.5	P	0.000244
264602_at	60.1	P	0.008057
264608_at	373.3	M	0.056152
264600_at	221.6	P	0.001953
264595_at	1715.8	P	0.000244
261178_at	241.7	P	0.001953
261177_at	1109	P	0.000244
261176_at	660	P	0.001953
261127_at	387.1	P	0.001953
261175_at	461.3	P	0.000732
261174_at	830	P	0.000244
261129_at	4389.9	P	0.000244
261173_at	338.3	P	0.023926
261172_at	43.6	A	0.533936
261153_at	828.9	P	0.000732
261128_at	1007.8	P	0.010742
261130_at	880.6	P	0.000244
261171_at	84.8	A	0.19458
261124_at	195	P	0.018555
261170_at	725.6	P	0.010742
261169_at	113.1	A	0.19458
261152_at	175	A	0.149658
261168_at	124.8	A	0.149658
261126_at	347	P	0.000732
261155_at	395.6	P	0.023926
261154_at	929.4	P	0.000244
261167_at	593.2	P	0.000732
261179_at	305.3	P	0.000244
261125_at	592.2	P	0.000244
265214_at	116.3	A	0.111572
265194_at	3755.8	P	0.000244
265213_at	94.5	M	0.056152
265212_at	669.7	P	0.008057
265215_at	11.4	A	0.533936
265218_at	331.2	P	0.018555
265192_at	604.1	P	0.00293
265193_at	434.2	P	0.008057
265217_s_at	277.5	P	0.010742
265216_at	9.6	A	0.870361
265191_at	407.8	P	0.005859
264569_at	112.8	M	0.056152
264584_at	1507.4	P	0.000244
264568_at	499.3	P	0.008057
264586_at	224.9	P	0.01416
264583_at	228.8	A	0.111572
264585_at	969.7	P	0.000244
264575_at	7809.8	P	0.000244
264587_at	620.1	P	0.000244
264579_at	397.4	P	0.01416
264581_at	364.3	A	0.111572
264582_at	436	P	0.001221
264567_s_at	117.9	M	0.056152
264577_at	84	A	0.334473
264566_at	257.9	P	0.001953
264565_at	2.2	A	0.533936
264564_at	5.6	A	0.870361
264574_at	230.6	P	0.005859
264573_at	75	M	0.056152
264572_at	177.9	P	0.008057
264571_at	69.1	A	0.533936
264580_at	95.8	P	0.005859
264570_at	429.4	P	0.001953
264576_at	342	P	0.01416
264578_at	12.4	A	0.932373
261383_at	611.5	P	0.000244
261388_at	1031.2	P	0.00415
261380_at	20.4	A	0.466064
261387_at	170.3	P	0.000732
261386_at	657.6	P	0.000244
261384_at	81.9	A	0.171387
261385_at	35.7	A	0.171387
261381_at	74.1	P	0.046143
261382_at	112.2	A	0.19458
263204_at	26	A	0.466064
263203_at	25.5	A	0.601074
263205_at	429.2	P	0.000244
263175_at	12.8	A	0.904785
263185_at	788.1	P	0.000732
263176_at	34.3	A	0.080566
263177_at	217.4	A	0.080566
263178_at	98.5	A	0.149658
263184_at	101.8	P	0.005859
263183_at	1341.2	P	0.000732
263182_at	132.7	P	0.000244
263233_at	7.1	A	0.962402
263199_at	102.1	P	0.046143
263200_at	197.4	P	0.023926
263201_at	41.8	A	0.095215
263180_at	329.9	P	0.000244
263202_at	236.4	P	0.001953
263229_s_at	11.1	A	0.780518
263230_at	80.2	P	0.005859
263231_at	11.3	A	0.696289
257451_at	195.7	A	0.080566
263232_at	75.3	A	0.246094
263179_at	119.7	P	0.030273
263181_at	903.6	P	0.000244
257452_at	71.6	A	0.27417
261310_at	138.9	A	0.303711
261256_at	122.5	P	0.018555
261311_at	9.4	A	0.932373
261312_at	518.6	P	0.00415
261278_at	11.7	A	0.633789
261254_at	1189.2	P	0.000244
261252_at	179.7	P	0.001953
261253_at	426.8	P	0.000244
261279_at	5851.7	P	0.000244
261280_at	142.1	A	0.149658
261249_at	115.6	A	0.246094
261250_at	256.7	P	0.001953
261255_at	98.2	A	0.19458
261257_at	258.3	A	0.171387
261251_at	11.8	A	0.828613
260927_at	1539.8	P	0.001221
260945_at	40.6	A	0.601074
260961_at	469.3	P	0.000244
260960_at	11.5	A	0.696289
260955_at	734.7	P	0.000732
260946_at	337.5	P	0.005859
260947_at	14.8	A	0.567627
260956_at	5076.5	P	0.000244
260959_at	266.7	P	0.001953
260958_at	434.2	P	0.001221
260953_at	367.3	P	0.00293
260957_at	169.4	P	0.00415
260948_at	173.9	P	0.01416
260949_at	489.1	P	0.000244
260950_s_at	52.2	A	0.27417
260954_at	352.5	P	0.000244
260952_at	59.2	A	0.27417
260951_at	90.2	A	0.111572
260783_at	124.6	A	0.19458
257491_at	33.7	A	0.5
260784_at	76.2	P	0.010742
260793_at	1527.4	P	0.000244
260785_at	1001.6	P	0.000732
260794_at	319.2	P	0.001953
260786_s_at	952.3	P	0.000732
260795_at	16.9	A	0.601074
260787_at	580.6	P	0.00415
260790_at	385.2	P	0.01416
260791_at	42.5	P	0.046143
260788_at	65.1	A	0.398926
260792_at	23.6	A	0.696289
260789_s_at	1491	P	0.000244
259419_at	8.1	A	0.633789
259389_at	23.1	A	0.5
259390_at	40.2	A	0.601074
259391_s_at	824.1	P	0.000244
259392_at	186.5	P	0.030273
259396_at	514.8	P	0.000244
259395_at	651.4	P	0.00293
259393_at	760.5	P	0.000244
259394_at	23.6	A	0.72583
262626_at	702.6	P	0.001953
262625_at	35.6	A	0.696289
262624_at	185.3	P	0.01416
262629_at	7161.9	P	0.000244
262623_at	738.9	P	0.00293
262628_at	152.4	P	0.008057
262631_at	233.2	P	0.00415
262622_at	342.1	P	0.001953
262630_at	70.2	A	0.246094
262621_at	996.1	P	0.000244
262620_at	10.7	A	0.533936
262619_at	264.9	P	0.01416
262618_at	362.4	P	0.000732
262635_at	309.9	P	0.01416
262627_at	10.2	A	0.850342
262617_at	177.1	P	0.037598
262616_at	79.1	M	0.056152
262633_at	275.5	P	0.000732
262637_at	1113.6	P	0.000732
262638_at	1259.2	P	0.000244
262636_at	399.7	P	0.001953
262632_at	25097.1	P	0.000244
262634_at	1245.7	P	0.000244
260835_at	909.1	P	0.000732
260826_at	47.4	A	0.219482
260824_at	309	P	0.000244
260834_at	153.7	P	0.00415
260827_at	172.5	A	0.095215
260828_at	3.4	A	0.991943
260830_at	2032.2	P	0.000244
260823_at	130.7	P	0.037598
260832_at	258.9	P	0.001953
260822_at	356.5	P	0.005859
260833_at	18	A	0.533936
260825_at	58.3	A	0.129639
260821_at	494.8	P	0.001221
260831_at	829.2	P	0.000732
260820_at	183.3	A	0.129639
260819_at	173	P	0.01416
260829_s_at	2219	P	0.000244
260818_at	954.4	P	0.001221
260817_at	662.4	P	0.000732
260816_at	301.9	P	0.046143
260815_at	1937.7	P	0.000244
256052_at	377.2	P	0.023926
256051_at	37.2	A	0.334473
256066_at	68	A	0.398926
256059_at	3.8	A	0.72583
256050_at	712.8	P	0.00415
256049_at	662.5	P	0.00293
256064_at	311	P	0.000244
256048_at	14.4	A	0.870361
256055_at	239.8	P	0.010742
256061_at	558.8	P	0.01416
256060_at	1432.6	P	0.000244
256047_at	20.9	A	0.432373
256065_at	716.8	P	0.000732
256034_at	1674.6	P	0.000244
256062_at	341.7	P	0.00415
256036_at	2369.7	P	0.000244
256054_at	3.4	A	0.919434
256063_at	52.7	A	0.466064
256046_at	209.2	P	0.030273
256035_at	5672.5	P	0.000244
256045_at	33.9	A	0.129639
256044_at	14.5	A	0.932373
256067_at	483.2	P	0.001953
256057_at	830.7	P	0.001953
256056_at	20.1	A	0.665527
256043_at	381.6	P	0.000732
256042_at	131.8	P	0.010742
256041_at	465.9	P	0.001221
256058_at	583.4	P	0.00293
256033_at	618.3	P	0.001953
256053_at	5.7	A	0.601074
256040_at	111.6	M	0.056152
261075_at	1676.2	P	0.000732
261074_at	17.5	A	0.398926
261073_at	62.1	A	0.171387
261083_at	1154.7	P	0.000732
261078_at	8471.7	P	0.000244
257489_at	68.7	A	0.366211
261072_at	78.1	A	0.129639
261081_at	342.1	P	0.001953
261082_at	1047.4	P	0.000732
261080_at	747.9	P	0.000732
261071_at	186.9	P	0.018555
261070_at	198.1	P	0.023926
261069_at	58.9	A	0.19458
261076_at	1062.5	P	0.00415
261077_at	42.1	A	0.303711
261084_at	988.9	P	0.000244
261068_at	120	P	0.046143
261067_at	80.9	A	0.366211
261079_s_at	800.1	P	0.000732
261066_at	22.7	A	0.27417
261065_at	11.1	A	0.72583
261064_at	203.7	P	0.037598
261063_at	102.9	A	0.111572
261062_at	396.2	P	0.046143
261061_at	12.4	A	0.870361
261091_at	100.7	P	0.01416
261090_at	41.5	A	0.398926
261089_at	134.6	A	0.219482
261088_at	104	A	0.129639
261438_at	26691.1	P	0.000244
261410_at	2631.7	P	0.00293
261435_at	9.2	A	0.567627
261413_at	383	P	0.000244
261409_at	505.7	P	0.000244
261434_at	634	P	0.000244
261433_s_at	949.3	P	0.001953
261432_at	24.2	A	0.665527
261466_at	9.1	A	0.919434
261417_at	2178.9	P	0.000244
261465_at	467.2	P	0.008057
261420_at	321.8	P	0.000732
261464_at	25.1	A	0.5
261463_at	37.3	A	0.080566
261437_at	37.2	A	0.366211
261415_at	719.6	P	0.000244
261416_at	8591.9	P	0.000244
261411_at	871.4	P	0.000244
261414_at	119.5	A	0.19458
261408_s_at	804	P	0.000244
261418_at	537.4	P	0.00415
261419_at	251.8	A	0.080566
261462_at	13.1	A	0.601074
261461_at	26.7	A	0.398926
261436_at	121.9	M	0.056152
261460_at	7.2	A	0.932373
261412_at	11772.5	P	0.000732
260677_at	273.4	P	0.01416
257495_at	745	P	0.000732
260678_at	556.5	P	0.00415
260622_at	127.7	P	0.046143
260679_at	355.7	P	0.001221
260680_s_at	168.5	P	0.046143
260681_at	18.9	A	0.366211
260647_at	230.4	A	0.095215
260626_at	326.7	P	0.000732
260648_at	149.8	A	0.149658
260625_at	300.5	A	0.171387
260621_at	36.5	A	0.5
260620_at	104.1	A	0.466064
260649_at	7.6	A	0.850342
260623_at	132.1	A	0.398926
260624_at	9.4	A	0.904785
260619_at	1384.2	P	0.000244
261810_at	500.2	P	0.000244
261816_at	43.9	A	0.149658
261755_at	15.8	A	0.633789
261817_at	75.2	M	0.056152
261783_at	581.1	P	0.000732
261757_at	484.5	P	0.005859
261784_at	166.6	P	0.008057
261785_at	48.3	A	0.303711
261758_at	144.6	A	0.067627
261811_at	46.9	A	0.067627
261812_at	1.3	A	0.870361
261813_at	279.6	M	0.056152
261814_at	4.1	A	0.696289
261756_at	342.6	P	0.000732
261815_at	12.6	A	0.932373
261809_at	104.6	P	0.010742
261747_at	192.7	P	0.001953
261694_at	5010.1	P	0.000244
261693_at	612.3	P	0.000732
261746_at	27139.3	P	0.000244
261742_at	149.8	P	0.01416
261743_s_at	200.5	P	0.000732
257481_at	3.1	A	0.943848
261692_at	3861	P	0.000244
261720_at	927.5	P	0.000244
261696_at	558.9	P	0.010742
261721_at	1335.1	P	0.000732
261744_at	894.7	P	0.00415
261745_at	128.8	A	0.095215
261722_at	1594.8	P	0.000732
261695_at	4432	P	0.000244
264781_at	1531.1	P	0.001953
264799_at	3214.2	P	0.000244
264802_at	810.8	P	0.000732
264779_at	1224.5	P	0.010742
264803_at	497.6	P	0.001221
264804_at	96.6	A	0.129639
264805_at	120.3	P	0.008057
264806_at	328.5	P	0.001953
264792_at	438.3	P	0.000244
264777_at	31.9	A	0.533936
264811_at	3577.1	P	0.000244
264783_at	867.8	P	0.018555
264793_at	477.9	P	0.001221
264794_at	2.5	A	0.567627
264795_at	147.8	A	0.067627
264796_at	498.1	P	0.001221
264807_at	466.8	P	0.000732
264797_at	110.4	A	0.111572
264780_at	158.6	A	0.067627
264798_at	87.8	A	0.149658
264810_at	511.4	P	0.000244
264808_at	512.2	P	0.010742
264778_at	380.3	P	0.001953
264800_at	121.4	P	0.008057
264782_at	174	P	0.01416
264809_at	4593.8	P	0.000244
264801_at	318	P	0.001221
264646_at	7.1	A	0.870361
264651_at	1783.2	P	0.000244
264654_s_at	540.9	P	0.001221
264652_at	334.3	P	0.000244
264624_at	4997.1	P	0.000244
264645_at	108	P	0.00293
264644_at	255.8	P	0.000732
264650_at	926.5	P	0.001953
264653_at	788	P	0.001953
264643_at	6.2	A	0.753906
264623_at	114.7	A	0.129639
264656_at	775.2	P	0.000244
264625_at	431.9	P	0.001953
264642_at	7.5	A	0.850342
264649_at	659.4	P	0.000244
264655_at	2939.2	P	0.00293
264648_at	128.8	P	0.000732
264647_at	3.8	A	0.888428
264657_at	190.8	P	0.000732
264641_at	3005.6	P	0.001953
264255_at	323.9	P	0.010742
264254_at	675.7	P	0.000732
264263_at	16.3	A	0.601074
264266_at	297.6	P	0.001221
264253_at	33	A	0.432373
264252_at	109.5	A	0.19458
264251_at	3.3	A	0.919434
264262_at	2010.2	P	0.000244
264260_at	4387.5	P	0.000244
264258_at	44.3	A	0.219482
264257_at	198.6	P	0.005859
264261_at	333.5	P	0.000732
264264_at	251.6	A	0.129639
264256_at	808.5	P	0.000244
264265_at	392.6	A	0.080566
264259_at	80	A	0.19458
263707_at	138.2	A	0.219482
263709_at	11458.8	P	0.000732
263708_at	152	P	0.023926
263710_at	1362.2	P	0.000244
263676_at	13565.2	P	0.000244
264511_at	198	A	0.111572
264555_at	10.3	A	0.904785
264500_at	7.8	A	0.870361
264505_at	166	P	0.046143
264501_at	381.5	P	0.000244
264502_at	23.3	A	0.533936
264503_at	22.1	A	0.567627
264507_at	298.3	P	0.00293
264513_at	120.7	A	0.27417
264504_at	1294.1	P	0.000244
264549_at	77	A	0.219482
264550_at	138.3	P	0.01416
264551_at	116.4	A	0.129639
264552_at	10.9	A	0.888428
264553_s_at	277.6	P	0.001221
264514_at	62.2	A	0.665527
264554_at	132.3	A	0.171387
264509_at	545	P	0.046143
264510_at	87.3	A	0.303711
264556_at	75.3	A	0.171387
264557_at	11.1	A	0.466064
264506_at	2310.7	P	0.000244
264508_at	497.8	P	0.001953
264512_at	102.9	A	0.398926
264558_at	60.5	A	0.095215
264559_at	29.7	A	0.219482
264705_at	1788.2	P	0.000732
264669_at	971.3	P	0.000244
264670_s_at	10837.1	P	0.000244
264664_at	306	P	0.000244
264665_at	417.5	P	0.005859
264666_at	270.7	A	0.219482
264679_s_at	2375.2	P	0.000244
264677_at	63.5	M	0.056152
264706_at	90.8	P	0.030273
264707_at	407.3	P	0.001221
264708_at	222.5	P	0.001953
264672_at	6940.2	P	0.000244
264678_at	793.7	P	0.000244
264709_at	770.5	P	0.005859
264668_at	4609.8	P	0.000244
264710_at	151.7	P	0.018555
264673_at	962.3	P	0.000732
264711_at	379.5	P	0.046143
264712_at	210	P	0.018555
264674_at	696.2	P	0.000732
264713_at	76.1	P	0.037598
264675_at	696.7	P	0.000732
264686_at	590.5	P	0.000244
264687_at	552.8	P	0.000732
264676_at	502.1	P	0.000244
264688_at	102.9	A	0.171387
264689_at	764.5	P	0.000244
264658_at	257.5	P	0.001953
264671_at	633.6	P	0.000732
264659_at	22.9	A	0.567627
264660_at	302.6	P	0.010742
264661_at	23.3	A	0.533936
264662_at	150.7	A	0.067627
264663_at	1130	P	0.000244
264667_s_at	709.8	P	0.000244
264518_at	121	P	0.008057
264519_at	163.4	P	0.001953
264520_at	18.7	A	0.633789
264521_at	322.7	P	0.046143
264523_at	636	P	0.000244
264522_at	112.6	M	0.056152
264525_at	519.3	P	0.010742
264524_at	209.7	P	0.000244
264515_at	999.3	P	0.000244
264516_at	419.3	P	0.00415
257417_at	66.8	A	0.665527
264517_at	103.1	A	0.19458
264526_at	365.6	P	0.000732
264467_at	194.8	P	0.000732
264463_at	467.2	P	0.000244
264459_at	247.5	A	0.111572
264460_at	352.6	P	0.00415
264407_at	518.1	P	0.001221
264462_at	2078.6	P	0.000244
264405_at	239.9	P	0.046143
264465_at	342.8	P	0.046143
264408_at	215.1	P	0.037598
264450_s_at	138.5	A	0.067627
264451_s_at	18.5	A	0.72583
264452_at	214.8	P	0.030273
264406_at	524.6	P	0.001221
264453_at	55.8	A	0.366211
264468_at	602.2	P	0.000244
264454_at	129.3	P	0.00415
264455_at	153.6	A	0.334473
264434_at	712.6	P	0.00293
264464_at	293.2	P	0.001221
264435_at	694.5	P	0.000244
264436_at	251.1	P	0.001953
264466_at	139.7	A	0.067627
264456_at	396.4	P	0.001221
264457_at	9	A	0.888428
264458_at	517	P	0.010742
263234_at	4.2	A	0.888428
263235_at	646	P	0.001953
263211_at	16.4	A	0.633789
263236_at	2349.6	P	0.001953
263208_at	70.2	A	0.219482
263255_at	620	P	0.00415
263256_at	2090.8	P	0.000732
263212_at	647.4	P	0.000244
263257_at	4.2	A	0.919434
263209_at	1457.7	P	0.000244
257450_at	11.9	A	0.601074
263258_at	68.4	A	0.303711
263207_at	6.7	A	0.398926
263259_at	99	A	0.398926
263260_at	166.4	P	0.046143
263261_at	314.8	P	0.010742
263210_at	16.9	A	0.5
263206_at	2632.9	P	0.000244
263237_at	104.9	P	0.018555
261830_at	10.4	A	0.932373
261831_at	3241.4	P	0.000244
261834_at	284.3	P	0.023926
261832_at	342.8	P	0.000732
257477_at	358.5	P	0.000732
261833_at	3361.4	P	0.000244
261829_at	7.2	A	0.989258
262788_at	120.5	A	0.303711
262762_at	587	P	0.00293
262792_at	131.4	P	0.046143
262761_at	252.3	P	0.000244
262787_at	149.3	A	0.080566
262786_at	414.8	P	0.001953
262785_at	114.4	A	0.171387
262784_at	4998.9	P	0.000244
262760_at	47.9	A	0.334473
262758_at	245.9	P	0.018555
262759_at	79.9	A	0.19458
262789_at	6.6	A	0.72583
262791_at	624	P	0.000244
262790_at	1574.6	P	0.000244
262783_at	260.6	P	0.000244
260469_at	366.8	P	0.037598
260473_at	44.6	A	0.303711
260467_at	105.3	P	0.046143
