ID_REF	VALUE	ABS_CALL	Detection p-value
261652_at	274.2	P	0.023926
261653_at	249.8	P	0.005859
261627_at	1197.7	P	0.000244
261654_at	81.6	A	0.067627
261625_at	206.4	P	0.001953
261655_at	342.6	P	0.005859
261656_at	219.4	P	0.01416
261621_at	1079.9	P	0.000244
261622_at	974.9	P	0.000244
261623_at	3.2	A	0.976074
261626_at	355.9	P	0.01416
261624_at	139.6	P	0.018555
264169_at	276	P	0.008057
264175_at	75.3	A	0.398926
264167_at	57.8	A	0.149658
264151_at	45.8	A	0.27417
264168_at	1020.4	P	0.000244
264150_at	393.2	P	0.010742
264171_at	418.4	P	0.001221
264176_at	157.3	P	0.001953
264172_at	885.7	P	0.000732
264122_at	561	P	0.000244
264152_at	2593.1	P	0.000244
264177_at	2962.2	P	0.000244
264173_at	842.3	P	0.000244
264178_at	999.6	P	0.000244
264179_at	324.1	P	0.00415
264180_at	2.1	A	0.665527
264147_at	397	M	0.056152
264146_at	595	P	0.000732
264148_at	74.4	P	0.00415
264174_s_at	51.9	A	0.303711
264149_at	48.7	M	0.056152
264170_at	450.9	P	0.000244
264123_at	845.7	P	0.000244
264121_at	2279.4	P	0.000244
259441_at	555.8	P	0.000244
259416_at	2064.2	P	0.000244
259442_at	96.8	P	0.030273
259413_at	4	A	0.80542
259415_at	398.2	P	0.000244
259417_at	25.7	A	0.466064
259443_at	126.1	A	0.080566
259444_at	162	A	0.095215
259418_at	200.3	P	0.000732
259445_at	133.2	P	0.037598
259446_at	851.9	P	0.000244
259414_at	33.9	A	0.171387
259447_s_at	55	P	0.018555
260904_at	611.4	P	0.000732
260903_at	139	P	0.018555
260933_at	142.1	A	0.398926
260916_at	2572.7	P	0.000244
260911_at	6.3	A	0.932373
260913_at	5462.4	P	0.000244
260932_s_at	14.5	A	0.432373
260906_at	11	A	0.601074
260931_at	11.4	A	0.72583
260912_at	4930.4	P	0.000244
260907_at	67.8	A	0.171387
260908_at	5.4	A	0.828613
260930_at	131.7	A	0.171387
260914_at	198.4	P	0.046143
260915_at	166.2	P	0.000732
260909_at	17.3	A	0.5
260929_at	297.4	P	0.001953
260910_at	181.5	P	0.005859
260917_at	17.1	A	0.466064
260905_at	18.6	A	0.601074
260928_at	247.1	A	0.27417
262109_at	840.4	P	0.000732
262108_at	86.8	A	0.246094
262107_at	299.2	P	0.00415
262117_at	10816.1	P	0.000244
262122_at	24.9	A	0.398926
262121_at	123.4	A	0.303711
262105_at	46.8	A	0.246094
262115_at	77.1	A	0.27417
262116_at	419.3	P	0.00415
262113_at	277.6	P	0.023926
262132_at	54.5	A	0.080566
262110_at	918.6	P	0.000244
262118_at	281.3	P	0.001953
262114_at	188.2	P	0.023926
262112_at	726.4	P	0.001953
262130_at	346.3	P	0.000732
262131_at	98.8	A	0.111572
262104_at	958.2	P	0.001953
262119_s_at	11729.8	P	0.000244
262103_at	58.5	A	0.095215
262120_at	67.8	P	0.005859
262111_at	274.5	P	0.000732
262106_at	172.2	P	0.000244
262102_at	66.3	A	0.334473
263170_at	535.1	P	0.000732
263169_at	9.1	A	0.870361
263168_at	73.8	A	0.067627
263167_at	227.9	P	0.00293
263117_at	509.7	P	0.000244
263166_at	4.3	A	0.870361
263115_at	144.5	A	0.19458
263165_at	407.1	P	0.001953
263164_at	195.7	P	0.008057
263112_at	143.2	P	0.00293
263118_at	210.5	P	0.008057
263143_at	47.6	P	0.037598
263119_at	345.2	P	0.005859
263114_at	11943.1	P	0.000244
263116_s_at	1007.2	P	0.000244
263113_at	407.3	P	0.000244
263163_at	767.6	P	0.000244
264363_at	18.2	A	0.72583
264358_at	77.9	A	0.111572
264356_at	117.4	P	0.00293
264355_at	1128.3	P	0.001953
264365_s_at	1502.1	P	0.000244
264354_s_at	52.6	P	0.010742
264366_at	357.4	P	0.000244
264353_at	206.1	P	0.023926
264352_at	93.6	P	0.001221
264368_at	340.5	P	0.000732
264362_at	507.9	P	0.000244
264361_at	84.6	P	0.000732
264360_at	1201.7	P	0.000244
264359_at	47.3	A	0.533936
264364_at	1168.8	P	0.000244
264367_at	491.6	P	0.000732
264357_at	260.9	P	0.00415
264351_at	545.7	P	0.000244
264828_at	540.5	P	0.001221
264827_at	31.3	A	0.466064
264843_at	1285	P	0.000244
264826_at	158.2	P	0.037598
264824_at	644.1	P	0.000244
264838_at	716	P	0.000244
264840_at	273.2	P	0.00415
264823_at	106.8	A	0.601074
264822_at	80.2	P	0.018555
264821_at	81.6	A	0.398926
264820_at	2344.1	P	0.000244
264829_at	3.3	A	0.665527
265091_s_at	53.4	A	0.466064
264819_at	63.2	A	0.067627
264844_at	173.7	P	0.000244
264818_at	257.2	P	0.000244
264817_at	8.3	A	0.780518
264835_at	154.9	P	0.000732
264816_at	99.1	P	0.046143
264833_at	230.6	P	0.01416
264837_at	8839	P	0.000244
264836_at	638.7	P	0.000244
264815_at	119.8	A	0.067627
264839_at	5126.2	P	0.000244
264832_at	176.2	A	0.129639
264845_at	9977.9	P	0.000244
264831_at	192.1	P	0.030273
264842_at	4.3	A	0.696289
264830_at	11.8	A	0.753906
264825_at	4.9	A	0.981445
264834_at	521	P	0.001221
264841_at	486.5	P	0.000732
265088_at	111.8	P	0.008057
265087_at	114.5	P	0.01416
265086_at	44.4	A	0.303711
265085_at	125.1	P	0.030273
265084_at	19	A	0.696289
265083_at	437.1	P	0.001953
265082_at	59.3	A	0.5
265081_at	30.5	A	0.665527
265067_at	1117.5	P	0.000244
265037_at	1760.3	P	0.000244
265066_at	923.3	P	0.001953
265095_at	27.1	A	0.129639
265094_at	29.9	A	0.466064
265043_at	1831.2	P	0.000244
265093_at	83	A	0.5
265092_at	992.9	P	0.000732
265038_at	62.7	A	0.080566
265045_s_at	418.5	P	0.000244
265044_at	286.3	P	0.000244
265090_at	138.6	P	0.001953
265040_at	262.2	P	0.005859
265065_at	106.7	P	0.037598
265099_at	85.7	A	0.149658
265039_at	101.4	A	0.067627
265098_at	142	A	0.111572
265097_at	228.3	P	0.010742
265096_at	87.3	P	0.030273
265042_at	1436.4	P	0.000732
257404_at	32.2	A	0.171387
265089_at	8.2	A	0.633789
265041_at	100.7	P	0.001221
265036_at	961.1	P	0.000244
264320_at	64.4	A	0.080566
264328_at	201.6	A	0.095215
264319_at	251.2	P	0.000244
264330_at	278.5	P	0.000244
264331_at	184.7	A	0.095215
264329_at	1415.4	P	0.00415
264325_at	100.1	P	0.00293
264324_at	154.3	P	0.008057
264327_at	2812.3	P	0.000244
264323_at	7	A	0.780518
264322_at	695.9	P	0.000244
264321_at	318.9	P	0.005859
264318_at	69.7	A	0.366211
264326_at	282	P	0.000244
263656_at	203.3	P	0.000244
263664_at	628.3	P	0.000244
263660_at	705	P	0.000244
263667_at	12696.4	P	0.000244
263661_at	404.6	P	0.000244
263654_at	683.2	P	0.000244
263653_at	76.2	A	0.246094
263652_at	4.8	A	0.932373
263651_at	568.3	P	0.000244
263668_at	865.5	P	0.000244
263650_at	88.2	A	0.219482
263649_at	42	A	0.366211
263648_at	9.1	A	0.665527
263669_at	3131.4	P	0.000244
263663_at	14074.6	P	0.000244
263678_at	1204.8	P	0.001221
263662_at	1766.4	P	0.000244
263657_at	468.4	P	0.01416
263659_at	26.8	A	0.696289
263665_at	5221.5	P	0.000244
263658_at	5.9	A	0.932373
263655_at	48.1	A	0.171387
263666_at	1044.9	P	0.000244
263677_at	220.8	P	0.023926
264609_at	1777.2	P	0.000244
264601_at	62	A	0.398926
264605_at	298.4	P	0.000244
264612_at	56.7	A	0.303711
264614_s_at	12	A	0.72583
264615_at	340.1	P	0.00293
264599_at	113.5	P	0.030273
264598_at	88.9	P	0.046143
264597_at	495.6	P	0.000244
264596_at	3.6	A	0.850342
264613_at	1279.6	P	0.000244
264610_at	44.3	A	0.633789
264604_at	83.5	P	0.030273
264606_at	9.7	A	0.533936
264603_at	8.7	A	0.633789
264611_at	1908.1	P	0.000244
264607_at	3320.8	P	0.000244
264602_at	35.7	P	0.037598
264608_at	364.9	P	0.023926
264600_at	207.7	P	0.000732
264595_at	3095.9	P	0.000244
261178_at	163.8	P	0.008057
261177_at	913.8	P	0.000244
261176_at	624.1	P	0.001221
261127_at	402	P	0.001221
261175_at	797.7	P	0.000244
261174_at	871.5	P	0.000244
261129_at	3381.3	P	0.000244
261173_at	396.8	P	0.008057
261172_at	10	A	0.633789
261153_at	775.8	P	0.000244
261128_at	700.7	P	0.010742
261130_at	793	P	0.000244
261171_at	84.7	A	0.19458
261124_at	143.8	P	0.01416
261170_at	641.3	P	0.00415
261169_at	99.7	A	0.111572
261152_at	129.8	A	0.149658
261168_at	161.2	A	0.067627
261126_at	270.2	P	0.000732
261155_at	388.6	P	0.010742
261154_at	856.6	P	0.000244
261167_at	529.8	P	0.000244
261179_at	301.6	P	0.000244
261125_at	632.7	P	0.000244
265214_at	135.7	A	0.067627
265194_at	4721.6	P	0.000244
265213_at	99.9	P	0.046143
265212_at	652.9	P	0.000732
265215_at	7.8	A	0.665527
265218_at	371.7	P	0.005859
265192_at	545.5	P	0.005859
265193_at	615.5	P	0.00293
265217_s_at	315.4	P	0.005859
265216_at	6.4	A	0.870361
265191_at	260.9	P	0.008057
264569_at	80.2	A	0.067627
264584_at	1312.8	P	0.000244
264568_at	445	P	0.005859
264586_at	231.1	P	0.010742
264583_at	258.4	P	0.046143
264585_at	844.7	P	0.000244
264575_at	7703	P	0.000244
264587_at	528.2	P	0.000732
264579_at	433.9	P	0.010742
264581_at	314	A	0.111572
264582_at	389.6	P	0.00415
264567_s_at	112.6	P	0.01416
264577_at	76.3	A	0.219482
264566_at	201.8	P	0.001221
264565_at	31.6	A	0.432373
264564_at	4.5	A	0.696289
264574_at	135.4	P	0.010742
264573_at	107.4	P	0.01416
264572_at	230.6	P	0.001953
264571_at	22.3	A	0.5
264580_at	114.4	P	0.01416
264570_at	439.9	P	0.000244
264576_at	351	P	0.008057
264578_at	18.1	A	0.780518
261383_at	511.3	P	0.000244
261388_at	1066.8	P	0.001221
261380_at	112.8	A	0.19458
261387_at	144.8	P	0.001221
261386_at	675.6	P	0.000244
261384_at	59.8	A	0.095215
261385_at	69.8	P	0.005859
261381_at	102	A	0.080566
261382_at	51.5	A	0.19458
263204_at	47	A	0.246094
263203_at	50.4	A	0.466064
263205_at	349.8	P	0.000244
263175_at	13.8	A	0.828613
263185_at	636	P	0.000732
263176_at	30.9	A	0.19458
263177_at	224	A	0.095215
263178_at	78.1	A	0.171387
263184_at	90.4	P	0.000244
263183_at	1759.8	P	0.000732
263182_at	181.6	P	0.000244
263233_at	2.5	A	0.980713
263199_at	90.6	A	0.129639
263200_at	215.6	P	0.037598
263201_at	35.6	A	0.149658
263180_at	351.3	P	0.000244
263202_at	264.8	P	0.000732
263229_s_at	1.8	A	0.98584
263230_at	29.3	P	0.046143
263231_at	2.6	A	0.904785
257451_at	211.7	A	0.067627
263232_at	35.2	A	0.111572
263179_at	152.1	P	0.000732
263181_at	868.9	P	0.000244
257452_at	38.6	A	0.19458
261310_at	88.8	A	0.334473
261256_at	114.7	P	0.001221
261311_at	8.2	A	0.932373
261312_at	523.4	P	0.00415
261278_at	23.2	A	0.633789
261254_at	1025.6	P	0.000244
261252_at	340.1	P	0.001953
261253_at	431.1	P	0.000244
261279_at	7901.2	P	0.000244
261280_at	100.3	A	0.067627
261249_at	170.1	P	0.046143
261250_at	218.4	P	0.001221
261255_at	218	A	0.095215
261257_at	287.9	A	0.129639
261251_at	11.6	A	0.72583
260927_at	1521.4	P	0.000732
260945_at	20.9	A	0.696289
260961_at	441.2	P	0.000244
260960_at	25.4	A	0.303711
260955_at	522.1	P	0.000732
260946_at	234.8	P	0.000732
260947_at	5.1	A	0.665527
260956_at	4306.6	P	0.000244
260959_at	341.3	P	0.000732
260958_at	379.2	P	0.000732
260953_at	371.7	P	0.000732
260957_at	150.5	P	0.000732
260948_at	219.6	P	0.001953
260949_at	736.2	P	0.000244
260950_s_at	9.9	A	0.466064
260954_at	354.1	P	0.000244
260952_at	76.7	A	0.27417
260951_at	78.1	A	0.095215
260783_at	106.3	A	0.129639
257491_at	1.7	A	0.753906
260784_at	180.2	P	0.00415
260793_at	1320.5	P	0.000244
260785_at	1644.5	P	0.000244
260794_at	356.9	P	0.000732
260786_s_at	751.9	P	0.000244
260795_at	7.1	A	0.850342
260787_at	252.4	P	0.000244
260790_at	386	P	0.001221
260791_at	59.2	P	0.023926
260788_at	110.5	A	0.246094
260792_at	9.8	A	0.904785
260789_s_at	1830.7	P	0.000244
259419_at	34.4	A	0.219482
259389_at	127.3	A	0.303711
259390_at	9.3	A	0.696289
259391_s_at	763.4	P	0.000244
259392_at	184	P	0.023926
259396_at	570.4	P	0.000244
259395_at	732.8	P	0.00293
259393_at	887.2	P	0.000244
259394_at	4.1	A	0.953857
262626_at	784.3	P	0.000732
262625_at	47.7	A	0.466064
262624_at	136.7	P	0.00415
262629_at	7254.5	P	0.000244
262623_at	515.6	P	0.001221
262628_at	123.2	P	0.018555
262631_at	176.1	P	0.00415
262622_at	455.9	P	0.000244
262630_at	45.5	A	0.366211
262621_at	1008.5	P	0.000244
262620_at	8.6	A	0.5
262619_at	335.5	P	0.00293
262618_at	369.4	P	0.000244
262635_at	370.3	P	0.018555
262627_at	5.6	A	0.753906
262617_at	172.5	P	0.01416
262616_at	106	P	0.030273
262633_at	357.5	P	0.00293
262637_at	1168.4	P	0.000244
262638_at	1473.6	P	0.000732
262636_at	417.1	P	0.000244
262632_at	21467.8	P	0.000244
262634_at	1160.2	P	0.000244
260835_at	905.2	P	0.000732
260826_at	80.9	A	0.080566
260824_at	366.2	P	0.000732
260834_at	131.6	P	0.00415
260827_at	190.9	A	0.111572
260828_at	6.5	A	0.943848
260830_at	1820.5	P	0.000244
260823_at	129.5	P	0.023926
260832_at	243.8	P	0.000244
260822_at	449.9	P	0.018555
260833_at	27.7	A	0.334473
260825_at	66.9	A	0.080566
260821_at	486.3	P	0.000244
260831_at	630.5	P	0.000244
260820_at	149.3	A	0.219482
260819_at	221.9	P	0.00293
260829_s_at	1953.9	P	0.000244
260818_at	962.1	P	0.000244
260817_at	489.7	P	0.000732
260816_at	187.4	P	0.018555
260815_at	1980.8	P	0.000244
256052_at	335.5	P	0.037598
256051_at	11.6	A	0.466064
256066_at	89.5	A	0.303711
256059_at	5.1	A	0.80542
256050_at	837.2	P	0.001953
256049_at	696.8	P	0.000244
256064_at	300.9	P	0.000732
256048_at	55	A	0.665527
256055_at	257.9	P	0.005859
256061_at	445.8	P	0.000244
256060_at	1451.3	P	0.000244
256047_at	6.2	A	0.466064
256065_at	780.8	P	0.000244
256034_at	1962.2	P	0.000244
256062_at	300	P	0.00415
256036_at	2288.8	P	0.000244
256054_at	1.7	A	0.904785
256063_at	10.5	A	0.432373
256046_at	122	P	0.037598
256035_at	4746.3	P	0.000244
256045_at	33.8	A	0.129639
256044_at	23.9	A	0.943848
256067_at	369.3	P	0.000732
256057_at	703.6	P	0.00293
256056_at	3	A	0.601074
256043_at	350.9	P	0.000244
256042_at	330.8	P	0.01416
256041_at	814.2	P	0.000244
256058_at	490.1	P	0.000732
256033_at	933.8	P	0.001221
256053_at	37.6	A	0.567627
256040_at	87.1	P	0.008057
261075_at	2721	P	0.000244
261074_at	7.3	A	0.567627
261073_at	122.9	A	0.080566
261083_at	956.6	P	0.000244
261078_at	6556.8	P	0.000244
257489_at	31.6	A	0.567627
261072_at	54.2	A	0.303711
261081_at	414	P	0.000244
261082_at	882.8	P	0.000244
261080_at	804.5	P	0.001221
261071_at	181.8	P	0.00293
261070_at	185	P	0.023926
261069_at	37.6	A	0.19458
261076_at	1115.3	P	0.001221
261077_at	79.8	P	0.046143
261084_at	1200.1	P	0.000244
261068_at	81.1	M	0.056152
261067_at	26.2	A	0.567627
261079_s_at	850.9	P	0.000244
261066_at	17.8	A	0.601074
261065_at	48	A	0.334473
261064_at	210.7	P	0.030273
261063_at	123.3	A	0.246094
261062_at	353.1	P	0.030273
261061_at	4.2	A	0.953857
261091_at	14	A	0.246094
261090_at	77.7	M	0.056152
261089_at	136.6	A	0.219482
261088_at	67	A	0.067627
261438_at	22697.8	P	0.000244
261410_at	2267.2	P	0.000977
261435_at	60.2	A	0.246094
261413_at	396.3	P	0.000244
261409_at	413.7	P	0.000732
261434_at	866.7	P	0.000244
261433_s_at	802.6	P	0.000732
261432_at	5.8	A	0.72583
261466_at	9.1	A	0.633789
261417_at	2075.4	P	0.000244
261465_at	457	P	0.001953
261420_at	241.4	P	0.00293
261464_at	60.6	A	0.398926
261463_at	40.6	M	0.056152
261437_at	15.4	A	0.633789
261415_at	720.4	P	0.000244
261416_at	8426	P	0.000244
261411_at	844.4	P	0.000244
261414_at	84.7	A	0.5
261408_s_at	766.8	P	0.000244
261418_at	491.4	P	0.000244
261419_at	192.5	M	0.056152
261462_at	6.1	A	0.753906
261461_at	3.3	A	0.943848
261436_at	147	A	0.067627
261460_at	7.6	A	0.665527
261412_at	11154.6	P	0.000244
260677_at	196.7	P	0.037598
257495_at	654.6	P	0.000244
260678_at	403.2	P	0.00293
260622_at	142.7	M	0.056152
260679_at	441	P	0.001953
260680_s_at	189.1	P	0.005859
260681_at	66.6	M	0.056152
260647_at	271.7	P	0.030273
260626_at	478.6	P	0.000244
260648_at	190.2	A	0.080566
260625_at	370.4	A	0.129639
260621_at	72.4	A	0.246094
260620_at	81.3	A	0.27417
260649_at	62.8	A	0.633789
260623_at	62.9	A	0.27417
260624_at	3.5	A	0.981445
260619_at	1184.4	P	0.000244
261810_at	366.3	P	0.000244
261816_at	65.4	P	0.018555
261755_at	50.5	A	0.398926
261817_at	84.8	P	0.023926
261783_at	725.1	P	0.000244
261757_at	450.1	P	0.00415
261784_at	166.6	P	0.046143
261785_at	166.1	P	0.005859
261758_at	144.3	P	0.037598
261811_at	123.2	P	0.010742
261812_at	25.7	A	0.334473
261813_at	134.5	P	0.037598
261814_at	47.9	A	0.432373
261756_at	353.6	P	0.000244
261815_at	11	A	0.962402
261809_at	116.1	M	0.056152
261747_at	204.9	P	0.000244
261694_at	4642.4	P	0.000244
261693_at	609.8	P	0.000244
261746_at	24740.1	P	0.000244
261742_at	316.5	P	0.005859
261743_s_at	204.3	P	0.000244
257481_at	2	A	0.870361
261692_at	3424.9	P	0.000244
261720_at	834.6	P	0.000244
261696_at	685.7	P	0.00293
261721_at	1713.4	P	0.000244
261744_at	651.4	P	0.000732
261745_at	122.6	A	0.129639
261722_at	1601.5	P	0.000732
261695_at	3548.5	P	0.000244
264781_at	1216.9	P	0.000732
264799_at	2680.1	P	0.000244
264802_at	643.8	P	0.000244
264779_at	1199	P	0.00415
264803_at	538.1	P	0.000244
264804_at	152.2	A	0.171387
264805_at	128.8	P	0.001953
264806_at	261.8	P	0.001953
264792_at	379.4	P	0.000244
264777_at	86.5	A	0.219482
264811_at	2985.4	P	0.000244
264783_at	959.3	P	0.005859
264793_at	388.1	P	0.000244
264794_at	11.6	A	0.466064
264795_at	155.6	A	0.067627
264796_at	476.4	P	0.000244
264807_at	419.3	P	0.000732
264797_at	86.2	M	0.056152
264780_at	267.3	P	0.00293
264798_at	82.2	A	0.149658
264810_at	804	P	0.000244
264808_at	492.9	P	0.005859
264778_at	239.5	P	0.000244
264800_at	135.8	P	0.01416
264782_at	267.5	P	0.001953
264809_at	4867.5	P	0.000244
264801_at	218.6	P	0.000732
264646_at	5.7	A	0.888428
264651_at	1419.6	P	0.000244
264654_s_at	636.9	P	0.00415
264652_at	398.3	P	0.000244
264624_at	4272.3	P	0.000244
264645_at	117.4	P	0.00293
264644_at	323.7	P	0.000244
264650_at	836.6	P	0.000244
264653_at	1318.4	P	0.000244
264643_at	11.1	A	0.432373
264623_at	74.8	A	0.129639
264656_at	870.6	P	0.000244
264625_at	475.3	P	0.001953
264642_at	3	A	0.870361
264649_at	481.8	P	0.000244
264655_at	3108.3	P	0.001953
264648_at	138.4	P	0.000244
264647_at	9.5	A	0.780518
264657_at	226.8	P	0.000732
264641_at	2810.3	P	0.000244
264255_at	531.9	P	0.01416
264254_at	683.8	P	0.001221
264263_at	5	A	0.633789
264266_at	258.5	P	0.001221
264253_at	70.4	A	0.246094
264252_at	16.7	A	0.466064
264251_at	34.3	A	0.533936
264262_at	2324.8	P	0.000244
264260_at	4158.1	P	0.000244
264258_at	21	A	0.601074
264257_at	160.2	P	0.008057
264261_at	355	P	0.000244
264264_at	174	P	0.023926
264256_at	720.2	P	0.000244
264265_at	386.1	P	0.010742
264259_at	96	A	0.171387
263707_at	185.4	A	0.067627
263709_at	10655	P	0.000244
263708_at	145.9	P	0.00293
263710_at	1363	P	0.000244
263676_at	10929.6	P	0.000244
264511_at	166.7	P	0.046143
264555_at	7.9	A	0.919434
264500_at	1.7	A	0.962402
264505_at	105.2	P	0.037598
264501_at	406.9	P	0.000244
264502_at	39.3	A	0.633789
264503_at	29.5	A	0.567627
264507_at	275	P	0.000244
264513_at	135.8	A	0.111572
264504_at	1483.1	P	0.000244
264549_at	61.1	A	0.27417
264550_at	149.4	P	0.00415
264551_at	86.5	A	0.129639
264552_at	10.4	A	0.780518
264553_s_at	315.2	P	0.001221
264514_at	8.9	A	0.828613
264554_at	95.8	A	0.129639
264509_at	399.4	P	0.037598
264510_at	154.5	P	0.046143
264556_at	95.8	A	0.095215
264557_at	62.9	A	0.5
264506_at	1989	P	0.000244
264508_at	412.2	P	0.000244
264512_at	129	A	0.149658
264558_at	73.4	A	0.067627
264559_at	2.5	A	0.533936
264705_at	1881.7	P	0.000244
264669_at	769.7	P	0.000244
264670_s_at	8354.9	P	0.000244
264664_at	290.2	P	0.000244
264665_at	397.4	P	0.001221
264666_at	78.7	A	0.149658
264679_s_at	4013	P	0.000244
264677_at	39.1	P	0.030273
264706_at	34.2	A	0.149658
264707_at	379.6	P	0.001953
264708_at	215.4	P	0.001953
264672_at	8037.7	P	0.000244
264678_at	709.4	P	0.000244
264709_at	692	P	0.001953
264668_at	3499.4	P	0.000244
264710_at	127.4	P	0.018555
264673_at	990.9	P	0.000244
264711_at	273.9	P	0.046143
264712_at	177.2	P	0.005859
264674_at	594.2	P	0.000244
264713_at	76.2	P	0.037598
264675_at	602.8	P	0.001953
264686_at	605	P	0.000244
264687_at	799.6	P	0.000244
264676_at	599.9	P	0.000244
264688_at	115	A	0.171387
264689_at	704.3	P	0.000244
264658_at	312	P	0.000732
264671_at	637	P	0.000244
264659_at	30.2	A	0.567627
264660_at	283.7	P	0.018555
264661_at	7.6	A	0.665527
264662_at	141.5	P	0.018555
264663_at	1105.5	P	0.000244
264667_s_at	700.9	P	0.000244
264518_at	59.3	P	0.010742
264519_at	95.4	P	0.00415
264520_at	23	A	0.567627
264521_at	288.5	M	0.056152
264523_at	802.7	P	0.000244
264522_at	94.4	P	0.023926
264525_at	425.3	P	0.018555
264524_at	232.8	P	0.000244
264515_at	871.6	P	0.000244
264516_at	311.4	P	0.001953
257417_at	82	A	0.601074
264517_at	194.4	A	0.080566
264526_at	349	P	0.000244
264467_at	290.2	P	0.001221
264463_at	577.8	P	0.000244
264459_at	216	P	0.046143
264460_at	418.4	P	0.001953
264407_at	466.2	P	0.000732
264462_at	2693	P	0.000244
264405_at	235.9	P	0.037598
264465_at	299.1	P	0.037598
264408_at	177	P	0.018555
264450_s_at	151.8	P	0.023926
264451_s_at	5.9	A	0.80542
264452_at	214.3	P	0.001953
264406_at	724.7	P	0.000244
264453_at	24.6	A	0.72583
264468_at	718.5	P	0.000244
264454_at	91	P	0.010742
264455_at	146.9	A	0.366211
264434_at	895	P	0.001953
264464_at	407.1	P	0.001953
264435_at	954	P	0.000244
264436_at	380.1	P	0.000244
264466_at	164.9	P	0.01416
264456_at	372.3	P	0.000732
264457_at	7.2	A	0.828613
264458_at	620.2	P	0.001221
263234_at	2.8	A	0.696289
263235_at	589	P	0.000244
263211_at	10	A	0.366211
263236_at	2238.4	P	0.00415
263208_at	101	P	0.037598
263255_at	564.6	P	0.001221
263256_at	2217.4	P	0.000732
263212_at	468.8	P	0.000244
263257_at	3.3	A	0.976074
263209_at	1125.9	P	0.000244
257450_at	2.5	A	0.665527
263258_at	125.2	A	0.095215
263207_at	5.1	A	0.27417
263259_at	118.5	A	0.19458
263260_at	220.5	P	0.005859
263261_at	298.3	P	0.005859
263210_at	33	A	0.27417
263206_at	2500.8	P	0.000244
263237_at	83.9	P	0.046143
261830_at	2.8	A	0.976074
261831_at	2694.7	P	0.000244
261834_at	399.6	P	0.023926
261832_at	305.1	P	0.000732
257477_at	301.2	P	0.000244
261833_at	3039.3	P	0.000244
261829_at	4.5	A	0.989258
262788_at	146.2	A	0.27417
262762_at	592.8	P	0.001953
262792_at	78.8	P	0.046143
262761_at	295	P	0.000244
262787_at	195.3	P	0.037598
262786_at	375	P	0.001221
262785_at	58.4	A	0.246094
262784_at	5105.6	P	0.000244
262760_at	66.5	A	0.219482
262758_at	214.9	A	0.095215
262759_at	62	A	0.303711
262789_at	28.1	A	0.696289
262791_at	830	P	0.000732
262790_at	1529.9	P	0.000244
262783_at	262.1	P	0.000244
260469_at	243.9	A	0.095215
260473_at	47.5	A	0.5
260467_at	76.5	A	0.080566
260466_at	381.3	P	0.000244
260465_at	658.5	P	0.000244
