ID_REF	VALUE	ABS_CALL	Detection p-value
260907_at	56.2	A	0.149658
260908_at	15.8	A	0.665527
260930_at	100	A	0.219482
260914_at	389.7	P	0.005859
260915_at	210.9	P	0.000244
260909_at	4.4	A	0.888428
260929_at	298	P	0.010742
260910_at	160.7	P	0.018555
260917_at	26.7	A	0.533936
260905_at	30.9	A	0.466064
260928_at	204.7	A	0.246094
262109_at	756	P	0.000244
262108_at	191.7	A	0.129639
262107_at	305.2	P	0.001953
262117_at	9821.8	P	0.000244
262122_at	28.3	A	0.567627
262121_at	28.4	A	0.601074
262105_at	27.9	A	0.27417
262115_at	46.5	A	0.219482
262116_at	427	P	0.010742
262113_at	520.2	P	0.001953
262132_at	67.1	P	0.037598
262110_at	897.5	P	0.000244
262118_at	175.8	P	0.00293
262114_at	356.5	P	0.008057
262112_at	805.5	P	0.00293
262130_at	429.4	P	0.000732
262131_at	49.7	A	0.27417
262104_at	549.6	P	0.00415
262119_s_at	2388.5	P	0.000244
262103_at	27	A	0.27417
262120_at	106	P	0.046143
262111_at	307.8	P	0.001221
262106_at	159.8	P	0.000244
262102_at	40.4	A	0.72583
263170_at	703.7	P	0.001221
263169_at	61.4	A	0.533936
263168_at	79.3	A	0.095215
263167_at	239.1	P	0.023926
263117_at	364.3	P	0.00293
263166_at	5.9	A	0.80542
263115_at	135.7	A	0.149658
263165_at	330.3	P	0.008057
263164_at	258.3	P	0.01416
263112_at	106.7	P	0.001221
263118_at	359.8	P	0.00415
263143_at	79.9	P	0.005859
263119_at	340.2	P	0.001221
263114_at	13350	P	0.000244
263116_s_at	1224.3	P	0.000244
263113_at	425.4	P	0.000244
263163_at	559.7	P	0.000244
264363_at	7.6	A	0.828613
264358_at	40.5	A	0.366211
264356_at	137	P	0.046143
264355_at	721.5	P	0.001953
264365_s_at	1881.5	P	0.000244
264354_s_at	84.6	P	0.008057
264366_at	405.5	P	0.000244
264353_at	120	P	0.008057
264352_at	81.7	P	0.008057
264368_at	334.3	P	0.01416
264362_at	236.8	P	0.000244
264361_at	87.7	P	0.000732
264360_at	1541.4	P	0.000244
264359_at	37.9	A	0.398926
264364_at	1152.3	P	0.000244
264367_at	540.8	P	0.000244
264357_at	271.4	P	0.023926
264351_at	388.3	P	0.000244
264828_at	791.7	P	0.001221
264827_at	17.3	A	0.533936
264843_at	1023.9	P	0.000244
264826_at	111.6	P	0.046143
264824_at	908.5	P	0.000244
264838_at	531.7	P	0.000244
264840_at	398.3	P	0.00415
264823_at	174.1	A	0.398926
264822_at	55.7	A	0.27417
264821_at	58.1	A	0.366211
264820_at	2049.9	P	0.000244
264829_at	19.2	A	0.432373
265091_s_at	107.7	A	0.171387
264819_at	43.9	A	0.219482
264844_at	269.7	P	0.000244
264818_at	235.6	P	0.000244
264817_at	14	A	0.633789
264835_at	202.9	P	0.005859
264816_at	80.3	P	0.005859
264833_at	321.7	P	0.00415
264837_at	11474.3	P	0.000244
264836_at	716	P	0.000244
264815_at	84.8	A	0.149658
264839_at	5718.3	P	0.000244
264832_at	98.9	A	0.398926
264845_at	9826.8	P	0.000244
264831_at	129.3	A	0.171387
264842_at	9.1	A	0.633789
264830_at	28.6	A	0.633789
264825_at	6.6	A	0.870361
264834_at	872.8	P	0.001221
264841_at	310.4	P	0.000732
265088_at	64.2	P	0.030273
265087_at	109.7	P	0.037598
265086_at	5.2	A	0.633789
265085_at	63.9	A	0.171387
265084_at	27	A	0.633789
265083_at	371.1	P	0.000244
265082_at	54.8	A	0.432373
265081_at	13.6	A	0.870361
265067_at	260.8	P	0.000732
265037_at	1299	P	0.000244
265066_at	1232.6	P	0.000732
265095_at	9.8	A	0.398926
265094_at	12	A	0.567627
265043_at	1429.5	P	0.000244
265093_at	47.1	A	0.567627
265092_at	1067	P	0.000732
265038_at	61.7	P	0.001953
265045_s_at	402.9	P	0.000732
265044_at	259.7	P	0.001953
265090_at	136.9	P	0.01416
265040_at	332.5	P	0.005859
265065_at	64.1	A	0.111572
265099_at	49.6	A	0.219482
265039_at	180	A	0.067627
265098_at	135.5	A	0.19458
265097_at	310.9	P	0.005859
265096_at	66.3	A	0.111572
265042_at	1672.3	P	0.000732
257404_at	25	A	0.080566
265089_at	22.8	A	0.5
265041_at	93.8	A	0.067627
265036_at	1066.5	P	0.000244
264320_at	52	A	0.095215
264328_at	192.5	A	0.111572
264319_at	269.9	P	0.000732
264330_at	294.2	P	0.000244
264331_at	120.2	A	0.067627
264329_at	1518.2	P	0.005859
264325_at	61.4	P	0.008057
264324_at	121.8	P	0.001953
264327_at	2596.6	P	0.000244
264323_at	8	A	0.850342
264322_at	665.3	P	0.000244
264321_at	170.5	P	0.01416
264318_at	54.1	A	0.366211
264326_at	290.8	P	0.000244
263656_at	211.3	P	0.000244
263664_at	1074.1	P	0.000244
263660_at	493	P	0.000244
263667_at	11032	P	0.000244
263661_at	388.6	P	0.000732
263654_at	640.4	P	0.000244
263653_at	86.9	A	0.095215
263652_at	2.4	A	0.943848
263651_at	566	P	0.000244
263668_at	1028.1	P	0.000244
263650_at	108.1	A	0.095215
263649_at	46.6	A	0.111572
263648_at	57.8	A	0.601074
263669_at	3771	P	0.000244
263663_at	13278.5	P	0.000244
263678_at	1540.6	P	0.000732
263662_at	1871.6	P	0.000244
263657_at	442.3	P	0.010742
263659_at	3.6	A	0.80542
263665_at	5652.4	P	0.000244
263658_at	3	A	0.904785
263655_at	33	A	0.398926
263666_at	922.2	P	0.000244
263677_at	313.3	P	0.005859
264609_at	1309.5	P	0.000244
264601_at	131.1	A	0.366211
264605_at	220.6	P	0.000244
264612_at	105.1	A	0.334473
264614_s_at	10.4	A	0.850342
264615_at	370.9	P	0.001221
264599_at	53	A	0.149658
264598_at	100.1	A	0.095215
264597_at	455.3	P	0.000732
264596_at	23.7	A	0.601074
264613_at	1240.2	P	0.000244
264610_at	55.7	A	0.171387
264604_at	94.8	P	0.030273
264606_at	83.3	A	0.398926
264603_at	10	A	0.567627
264611_at	2596.3	P	0.000244
264607_at	2970.5	P	0.000244
264602_at	127.1	P	0.008057
264608_at	315.4	P	0.046143
264600_at	206	P	0.000732
264595_at	1528	P	0.000244
261178_at	143.6	P	0.00415
261177_at	882.7	P	0.000244
261176_at	573.6	P	0.000732
261127_at	319.2	P	0.000244
261175_at	1194.3	P	0.000244
261174_at	1078.6	P	0.000244
261129_at	3134.3	P	0.000244
261173_at	472	P	0.008057
261172_at	4	A	0.850342
261153_at	641.6	P	0.000244
261128_at	653.7	P	0.00293
261130_at	644.6	P	0.000244
261171_at	33	A	0.366211
261124_at	196.1	P	0.030273
261170_at	734.6	P	0.005859
261169_at	107.9	A	0.219482
261152_at	140.7	A	0.067627
261168_at	148	A	0.095215
261126_at	389.2	P	0.000732
261155_at	473	P	0.023926
261154_at	945.2	P	0.000244
261167_at	172.7	P	0.000732
261179_at	506.5	P	0.000244
261125_at	374.9	P	0.000244
265214_at	92.1	A	0.149658
265194_at	2840.8	P	0.000244
265213_at	139	A	0.080566
265212_at	689.2	P	0.001221
265215_at	2.8	A	0.780518
265218_at	336.4	P	0.008057
265192_at	450.7	P	0.005859
265193_at	471.3	P	0.005859
265217_s_at	255.1	P	0.00415
265216_at	10.1	A	0.828613
265191_at	302.9	P	0.008057
264569_at	66.2	P	0.010742
264584_at	2109	P	0.000244
264568_at	319.3	P	0.010742
264586_at	297.8	P	0.001221
264583_at	197.8	A	0.149658
264585_at	623.9	P	0.000244
264575_at	8613	P	0.000244
264587_at	667.1	P	0.001221
264579_at	439.4	P	0.001953
264581_at	354.1	A	0.067627
264582_at	372	P	0.001953
264567_s_at	99.3	P	0.010742
264577_at	29.4	A	0.533936
264566_at	212.6	P	0.018555
264565_at	49.1	A	0.27417
264564_at	11	A	0.633789
264574_at	105.5	A	0.303711
264573_at	138.4	P	0.010742
264572_at	306.7	P	0.001221
264571_at	11	A	0.567627
264580_at	63.2	A	0.567627
264570_at	296.6	P	0.000244
264576_at	400.5	P	0.000732
264578_at	21.9	A	0.696289
261383_at	505.4	P	0.000244
261388_at	1089.6	P	0.00415
261380_at	17.7	A	0.665527
261387_at	104.8	P	0.001953
261386_at	720.8	P	0.000244
261384_at	89.5	A	0.27417
261385_at	52.1	A	0.129639
261381_at	109.7	P	0.037598
261382_at	82.6	A	0.166016
263204_at	21.5	A	0.423828
263203_at	9	A	0.633789
263205_at	373.9	P	0.001953
263175_at	13.4	A	0.828613
263185_at	632.7	P	0.000244
263176_at	1.7	A	0.976074
263177_at	222.2	P	0.037598
263178_at	86.1	A	0.27417
263184_at	112.8	P	0.001953
263183_at	832.4	P	0.001953
263182_at	143	P	0.001221
263233_at	7	A	0.904785
263199_at	170.7	P	0.00415
263200_at	228.8	P	0.030273
263201_at	31.3	A	0.334473
263180_at	345.4	P	0.000244
263202_at	207.4	P	0.00293
263229_s_at	30.4	A	0.466064
263230_at	36.1	A	0.171387
263231_at	64.2	A	0.5
257451_at	180.9	P	0.037598
263232_at	43.9	A	0.080566
263179_at	160.6	P	0.000732
263181_at	789.2	P	0.000244
257452_at	25.5	A	0.398926
261310_at	95.7	A	0.334473
261256_at	191.1	P	0.005859
261311_at	13.2	A	0.780518
261312_at	512.4	P	0.005859
261278_at	25.3	A	0.567627
261254_at	1138.8	P	0.000244
261252_at	188.6	P	0.005859
261253_at	414.7	P	0.000732
261279_at	8952.3	P	0.000244
261280_at	139.2	P	0.046143
261249_at	54.3	A	0.27417
261250_at	93.6	P	0.037598
261255_at	159.5	P	0.046143
261257_at	290.5	A	0.129639
261251_at	9.6	A	0.72583
260927_at	1496.3	P	0.000732
260945_at	11.2	A	0.780518
260961_at	398.4	P	0.000244
260960_at	47.6	A	0.095215
260955_at	538.7	P	0.001953
260946_at	353.2	P	0.000244
260947_at	55.7	A	0.5
260956_at	5166.2	P	0.000244
260959_at	187	P	0.00415
260958_at	514.6	P	0.000732
260953_at	405	P	0.001221
260957_at	371.6	P	0.001221
260948_at	210.8	P	0.001953
260949_at	754	P	0.000244
260950_s_at	62.1	A	0.171387
260954_at	275.2	P	0.000732
260952_at	72.7	A	0.366211
260951_at	82.7	A	0.19458
260783_at	145.6	A	0.067627
257491_at	13.1	A	0.72583
260784_at	112.1	P	0.01416
260793_at	1493.8	P	0.000244
260785_at	1776.6	P	0.000244
260794_at	371.4	P	0.00293
260786_s_at	829.6	P	0.000244
260795_at	13.1	A	0.533936
260787_at	351.9	P	0.000244
260790_at	315.5	P	0.00293
260791_at	73.2	P	0.037598
260788_at	31.8	A	0.567627
260792_at	12.3	A	0.601074
260789_s_at	1298.3	P	0.000244
259419_at	14.5	A	0.432373
259389_at	83	A	0.27417
259390_at	6.9	A	0.870361
259391_s_at	770.8	P	0.000244
259392_at	259.5	P	0.00415
259396_at	450.9	P	0.000244
259395_at	764.9	P	0.001221
259393_at	1049.2	P	0.000244
259394_at	7.2	A	0.888428
262626_at	979.2	P	0.000732
262625_at	32.6	A	0.5
262624_at	99.1	P	0.000244
262629_at	7900.3	P	0.000244
262623_at	589.2	P	0.000732
262628_at	174	P	0.010742
262631_at	250.2	P	0.00415
262622_at	345.2	P	0.000732
262630_at	50.1	A	0.171387
262621_at	956.3	P	0.000244
262620_at	6.4	A	0.753906
262619_at	287.5	P	0.000732
262618_at	291.7	P	0.000732
262635_at	652.1	P	0.00293
262627_at	5.8	A	0.72583
262617_at	146.6	A	0.095215
262616_at	70.5	A	0.171387
262633_at	312.9	P	0.000244
262637_at	1408.1	P	0.000244
262638_at	1122.2	P	0.000244
262636_at	536.4	P	0.000732
262632_at	22105	P	0.000244
262634_at	1300	P	0.000244
260835_at	1008.5	P	0.000732
260826_at	65.4	A	0.246094
260824_at	253.2	P	0.000732
260834_at	203.9	P	0.001221
260827_at	208.1	A	0.080566
260828_at	7.1	A	0.753906
260830_at	2241.8	P	0.000244
260823_at	57.7	A	0.149658
260832_at	285.5	P	0.000732
260822_at	342.3	P	0.00293
260833_at	16.6	A	0.533936
260825_at	73.1	A	0.19458
260821_at	668.6	P	0.000244
260831_at	502.7	P	0.000244
260820_at	173.4	A	0.149658
260819_at	235.9	P	0.008057
260829_s_at	1592.1	P	0.000244
260818_at	966.9	P	0.000244
260817_at	734.4	P	0.000244
260816_at	229	M	0.056152
260815_at	1660.8	P	0.000244
256052_at	401.9	P	0.01416
256051_at	6	A	0.665527
256066_at	81.8	P	0.046143
256059_at	2.6	A	0.870361
256050_at	316.5	P	0.030273
256049_at	934.9	P	0.000244
256064_at	342	P	0.000732
256048_at	20.5	A	0.696289
256055_at	249.2	P	0.010742
256061_at	578.9	P	0.018555
256060_at	718	P	0.000244
256047_at	12.2	A	0.398926
256065_at	659.5	P	0.000244
256034_at	2110.8	P	0.000244
256062_at	291.6	P	0.001953
256036_at	2929	P	0.000244
256054_at	1.8	A	0.969727
256063_at	45.7	A	0.398926
256046_at	183.1	P	0.00415
256035_at	4244	P	0.000244
256045_at	24.3	A	0.398926
256044_at	10.3	A	0.969727
256067_at	460	P	0.000732
256057_at	1089.5	P	0.001221
256056_at	1.8	A	0.828613
256043_at	299.4	P	0.000244
256042_at	185.9	P	0.01416
256041_at	683.9	P	0.000732
256058_at	455.9	P	0.001953
256033_at	1243.8	P	0.000244
256053_at	15.8	A	0.601074
256040_at	48.8	A	0.149658
261075_at	2568.2	P	0.000244
261074_at	22.6	A	0.567627
261073_at	93.3	A	0.111572
261083_at	1018.7	P	0.000244
261078_at	8557.1	P	0.000244
257489_at	35.6	A	0.27417
261072_at	86.5	A	0.19458
261081_at	399.2	P	0.000244
261082_at	882.8	P	0.000244
261080_at	886.5	P	0.001221
261071_at	184	P	0.010742
261070_at	135.8	P	0.023926
261069_at	71.6	A	0.111572
261076_at	1281.2	P	0.001221
261077_at	30.3	P	0.037598
261084_at	1668.2	P	0.000244
261068_at	97.1	P	0.010742
261067_at	4.4	A	0.850342
261079_s_at	707.7	P	0.000244
261066_at	4.8	A	0.601074
261065_at	10	A	0.665527
261064_at	231.8	A	0.111572
261063_at	103.6	A	0.27417
261062_at	339.9	P	0.023926
261061_at	4.3	A	0.904785
261091_at	68.3	P	0.037598
261090_at	74.9	A	0.165527
261089_at	194	P	0.018555
261088_at	63.8	A	0.334473
261438_at	22844.4	P	0.000244
261410_at	3035.8	P	0.000977
261435_at	38.7	A	0.432373
261413_at	286.4	P	0.000244
261409_at	355.5	P	0.000732
261434_at	836.7	P	0.000244
261433_s_at	659.8	P	0.000732
261432_at	6.3	A	0.904785
261466_at	31	A	0.5
261417_at	1766.4	P	0.000244
261465_at	483.1	P	0.001953
261420_at	335.9	P	0.00293
261464_at	16.1	A	0.5
261463_at	53.5	A	0.366211
261437_at	70.2	A	0.398926
261415_at	777.5	P	0.000244
261416_at	8956.8	P	0.000244
261411_at	671.5	P	0.000244
261414_at	22.5	A	0.5
261408_s_at	948.8	P	0.000244
261418_at	339	P	0.005859
261419_at	160.9	A	0.067627
261462_at	32.2	A	0.533936
261461_at	5.6	A	0.932373
261436_at	186.3	P	0.023926
261460_at	14.3	A	0.633789
261412_at	10187.7	P	0.000244
260677_at	218.4	P	0.018555
257495_at	464.1	P	0.000244
260678_at	479	P	0.001221
260622_at	90.6	P	0.018555
260679_at	278.8	P	0.000244
260680_s_at	138.6	P	0.01416
260681_at	50	P	0.037598
260647_at	278.7	P	0.023926
260626_at	627	P	0.000732
260648_at	21.8	A	0.665527
260625_at	374.3	A	0.067627
260621_at	29.9	A	0.334473
260620_at	56	A	0.398926
260649_at	13.2	A	0.753906
260623_at	100.1	A	0.398926
260624_at	5.5	A	0.943848
260619_at	1435.4	P	0.000244
261810_at	397.2	P	0.000244
261816_at	71.9	P	0.030273
261755_at	44.3	A	0.366211
261817_at	95.7	A	0.067627
261783_at	1020.6	P	0.000244
261757_at	491.8	P	0.001953
261784_at	169	P	0.023926
261785_at	162.2	P	0.008057
261758_at	223.4	P	0.005859
261811_at	61.3	M	0.056152
261812_at	24.3	A	0.219482
261813_at	174.7	P	0.046143
261814_at	35.9	A	0.432373
261756_at	330.4	P	0.001221
261815_at	15	A	0.943848
261809_at	84.7	P	0.010742
261747_at	139.3	P	0.000244
261694_at	4226.1	P	0.000244
261693_at	513.6	P	0.000244
261746_at	24902.1	P	0.000244
261742_at	316.2	P	0.001953
261743_s_at	134.7	P	0.000244
257481_at	5.2	A	0.888428
261692_at	1021.4	P	0.000244
261720_at	759.6	P	0.000244
261696_at	564.9	P	0.001221
261721_at	1307.1	P	0.000244
261744_at	730.1	P	0.000732
261745_at	110.2	A	0.067627
261722_at	2260	P	0.000732
261695_at	4881.5	P	0.000244
264781_at	1296.6	P	0.000244
264799_at	3355.3	P	0.000244
264802_at	506.7	P	0.000244
264779_at	1694.7	P	0.005859
264803_at	666.4	P	0.001953
264804_at	135.9	A	0.080566
264805_at	214.1	P	0.001221
264806_at	250.4	P	0.030273
264792_at	385.1	P	0.000244
264777_at	70.2	A	0.149658
264811_at	2828.5	P	0.000244
264783_at	829.1	P	0.023926
264793_at	407.2	P	0.000732
264794_at	32.7	A	0.27417
264795_at	188.7	A	0.067627
264796_at	469.2	P	0.000244
264807_at	476.7	P	0.000244
264797_at	46.9	A	0.171387
264780_at	213.4	P	0.008057
264798_at	105.8	A	0.129639
264810_at	917.1	P	0.000732
264808_at	464	P	0.005859
264778_at	363.8	P	0.00293
264800_at	127	P	0.010742
264782_at	411.9	P	0.001221
264809_at	5031.6	P	0.000244
264801_at	261.3	P	0.001221
264646_at	4.4	A	0.919434
264651_at	1673.1	P	0.000244
264654_s_at	596.5	P	0.00293
264652_at	793	P	0.000244
264624_at	2968.3	P	0.000244
264645_at	110.9	P	0.010742
264644_at	232.3	P	0.000244
264650_at	820.9	P	0.000732
264653_at	1495.1	P	0.000244
264643_at	3.1	A	0.633789
264623_at	77.4	A	0.246094
264656_at	912.3	P	0.000244
264625_at	476.8	P	0.001953
264642_at	7.8	A	0.753906
264649_at	581.2	P	0.000732
264655_at	2704.5	P	0.001953
264648_at	34.6	A	0.19458
264647_at	3.2	A	0.80542
264657_at	301.9	P	0.000732
264641_at	2900.8	P	0.000244
264255_at	465.3	P	0.030273
264254_at	654.2	P	0.000244
264263_at	45	A	0.334473
264266_at	372.2	P	0.000244
264253_at	74.6	P	0.046143
264252_at	95.3	A	0.366211
264251_at	7.6	A	0.870361
264262_at	2295.6	P	0.000244
264260_at	2745.7	P	0.000244
264258_at	10.3	A	0.753906
264257_at	298.8	P	0.00415
264261_at	392.6	P	0.000244
264264_at	269.3	P	0.030273
264256_at	738.9	P	0.000244
264265_at	418	P	0.00415
264259_at	54.6	A	0.149658
263707_at	211.5	P	0.023926
263709_at	13089.9	P	0.000244
263708_at	112.4	P	0.00415
263710_at	1188.7	P	0.000244
263676_at	14427.1	P	0.000244
264511_at	432.1	P	0.001953
264555_at	11.7	A	0.80542
264500_at	2.5	A	0.799561
264505_at	85.3	P	0.008057
264501_at	560.1	P	0.000244
264502_at	12.7	A	0.80542
264503_at	7.6	A	0.601074
264507_at	239.1	P	0.000244
264513_at	79.8	A	0.27417
264504_at	1288.2	P	0.000244
264549_at	99.9	A	0.149658
264550_at	130.1	P	0.005859
264551_at	68.6	A	0.129639
264552_at	12.4	A	0.850342
264553_s_at	383.2	P	0.000244
264514_at	22.9	A	0.633789
264554_at	96.8	A	0.067627
264509_at	523.2	P	0.046143
264510_at	140.9	P	0.018555
264556_at	104.5	A	0.171387
264557_at	64.8	A	0.432373
264506_at	901.1	P	0.000244
264508_at	613.6	P	0.000244
264512_at	105.8	A	0.246094
264558_at	62.1	A	0.067627
264559_at	53.2	A	0.303711
264705_at	1292.2	P	0.000244
264669_at	619.6	P	0.000244
264670_s_at	9004.9	P	0.000244
264664_at	183.1	P	0.000244
264665_at	400.5	P	0.001221
264666_at	92.4	A	0.303711
264679_s_at	3566.3	P	0.000244
264677_at	53.7	P	0.005859
264706_at	37.8	A	0.219482
264707_at	331.6	P	0.00293
264708_at	190.8	P	0.000244
264672_at	10721.5	P	0.000244
264678_at	871.9	P	0.000244
264709_at	480.5	P	0.001953
264668_at	3114.2	P	0.000244
264710_at	101.7	P	0.018555
264673_at	924.9	P	0.000244
264711_at	271.6	A	0.080566
264712_at	103.8	P	0.018555
264674_at	581.5	P	0.000244
264713_at	140.1	P	0.023926
264675_at	429.1	P	0.000244
264686_at	681.4	P	0.000244
264687_at	743.9	P	0.000244
264676_at	523.2	P	0.000244
264688_at	136.9	A	0.129639
264689_at	827.2	P	0.000244
264658_at	255.1	P	0.000244
264671_at	661.1	P	0.000244
264659_at	19.2	A	0.665527
264660_at	255.6	P	0.023926
264661_at	4.1	A	0.633789
264662_at	110.4	P	0.023926
264663_at	377.3	P	0.000244
264667_s_at	771.1	P	0.000244
264518_at	48	M	0.056152
264519_at	143.8	P	0.001953
264520_at	7.8	A	0.80542
264521_at	421.8	P	0.018555
264523_at	865.8	P	0.000244
264522_at	50.7	M	0.056152
264525_at	670.5	P	0.00293
264524_at	202.8	P	0.001953
264515_at	1007.7	P	0.000244
264516_at	357.7	P	0.008057
257417_at	79.9	A	0.533936
264517_at	107.2	P	0.030273
264526_at	382.2	P	0.001953
264467_at	255.5	P	0.000244
264463_at	818.5	P	0.000244
264459_at	180.8	A	0.19458
264460_at	302.5	P	0.005859
264407_at	441.9	P	0.000244
264462_at	2515.2	P	0.000244
264405_at	220	P	0.030273
264465_at	253	P	0.030273
264408_at	302.8	P	0.00293
264450_s_at	120.2	P	0.005859
264451_s_at	12.9	A	0.870361
264452_at	139.8	P	0.023926
264406_at	543.8	P	0.000244
264453_at	3.5	A	0.932373
264468_at	661.6	P	0.000244
264454_at	108.1	P	0.001953
264455_at	162.5	A	0.27417
264434_at	126.7	A	0.19458
264464_at	540	P	0.001953
264435_at	922.6	P	0.000244
264436_at	887.2	P	0.000244
264466_at	213.7	P	0.00293
264456_at	480	P	0.000244
264457_at	6	A	0.870361
264458_at	398.1	P	0.00415
263234_at	4.6	A	0.72583
263235_at	433.5	P	0.000244
263211_at	11.6	A	0.432373
263236_at	2386.1	P	0.008057
263208_at	110.1	P	0.037598
263255_at	384.1	P	0.000244
263256_at	2340.7	P	0.000244
263212_at	691.2	P	0.000244
263257_at	7.8	A	0.904785
263209_at	1111.6	P	0.000244
257450_at	13.3	A	0.533936
263258_at	84.9	A	0.27417
263207_at	28	A	0.366211
263259_at	145.9	A	0.219482
263260_at	288.7	P	0.010742
263261_at	342.1	P	0.001221
263210_at	52.5	A	0.111572
263206_at	1801	P	0.000244
263237_at	63.8	P	0.000244
261830_at	3.8	A	0.943848
261831_at	2527.3	P	0.000244
261834_at	406.8	P	0.018555
261832_at	289.1	P	0.001953
257477_at	268.8	P	0.000244
261833_at	3851.6	P	0.000244
261829_at	4.2	A	0.99585
262788_at	94.1	A	0.466064
262762_at	604	P	0.001953
262792_at	39.9	A	0.27417
262761_at	277.6	P	0.000244
262787_at	147.2	P	0.046143
262786_at	474.5	P	0.000244
262785_at	96.6	A	0.219482
262784_at	5344.2	P	0.000244
262760_at	75.7	A	0.080566
262758_at	214	P	0.010742
262759_at	47.4	A	0.129639
262789_at	10	A	0.72583
262791_at	958.4	P	0.000244
262790_at	1538.9	P	0.000244
262783_at	286.4	P	0.000244
260469_at	300.6	P	0.01416
260473_at	30.5	A	0.303711
260467_at	118.1	P	0.037598
260466_at	506.6	P	0.000244
260465_at	984.8	P	0.000244
