ID_REF	VALUE	ABS_CALL	Detection p-value
262122_at	24.1	A	0.466064
262121_at	98.5	A	0.27417
262105_at	40.2	A	0.334473
262115_at	57.4	A	0.19458
262116_at	340.6	P	0.005859
262113_at	236.6	P	0.01416
262132_at	64	A	0.111572
262110_at	1015.1	P	0.000244
262118_at	414.9	P	0.001953
262114_at	199.4	P	0.046143
262112_at	677.2	P	0.00415
262130_at	356.6	P	0.000732
262131_at	12.7	A	0.601074
262104_at	634.4	P	0.00415
262119_s_at	11957.1	P	0.000244
262103_at	32.8	A	0.080566
262120_at	97.5	P	0.001221
262111_at	302.4	P	0.005859
262106_at	214.3	P	0.001221
262102_at	13.1	A	0.665527
263170_at	683.4	P	0.00293
263169_at	7.5	A	0.870361
263168_at	86.6	P	0.030273
263167_at	131.6	P	0.018555
263117_at	324	P	0.000732
263166_at	3.9	A	0.828613
263115_at	256.1	A	0.246094
263165_at	496.9	P	0.00415
263164_at	303.5	P	0.005859
263112_at	83.9	P	0.030273
263118_at	252.8	P	0.018555
263143_at	82.9	P	0.005859
263119_at	309.8	P	0.008057
263114_at	12120.6	P	0.000244
263116_s_at	1294.7	P	0.000244
263113_at	337.5	P	0.000244
263163_at	439.8	P	0.000244
264363_at	8	A	0.969727
264358_at	51.9	A	0.219482
264356_at	114.4	P	0.00293
264355_at	923.8	P	0.001953
264365_s_at	774.5	P	0.000244
264354_s_at	37.7	A	0.067627
264366_at	411.8	P	0.000244
264353_at	278.7	P	0.01416
264352_at	142	M	0.056152
264368_at	346.3	P	0.00415
264362_at	351	P	0.001953
264361_at	75.9	P	0.030273
264360_at	1596	P	0.000244
264359_at	11.8	A	0.696289
264364_at	1134.8	P	0.000244
264367_at	640.3	P	0.000244
264357_at	319.4	P	0.00415
264351_at	356.4	P	0.000244
264828_at	426.5	P	0.001953
264827_at	3	A	0.962402
264843_at	1497.2	P	0.000244
264826_at	34.1	A	0.219482
264824_at	567.4	P	0.000244
264838_at	511.5	P	0.000244
264840_at	385.6	P	0.00293
264823_at	37.2	A	0.696289
264822_at	94.7	M	0.056152
264821_at	75.5	A	0.219482
264820_at	2081.5	P	0.000244
264829_at	3.5	A	0.828613
265091_s_at	88.4	A	0.246094
264819_at	67.5	P	0.023926
264844_at	216.3	P	0.001953
264818_at	276.2	P	0.001953
264817_at	9.2	A	0.828613
264835_at	265.6	P	0.001221
264816_at	104	A	0.067627
264833_at	267.6	P	0.037598
264837_at	10273.6	P	0.000244
264836_at	562.9	P	0.000244
264815_at	139.3	A	0.129639
264839_at	7979.1	P	0.000244
264832_at	206.6	A	0.111572
264845_at	11321.2	P	0.000244
264831_at	158.1	A	0.095215
264842_at	6	A	0.780518
264830_at	7.3	A	0.828613
264825_at	8.5	A	0.932373
264834_at	677.8	P	0.000732
264841_at	255.5	P	0.00415
265088_at	63.2	A	0.091553
265087_at	92.2	P	0.018555
265086_at	4.9	A	0.80542
265085_at	145	A	0.149658
265084_at	15.6	A	0.696289
265083_at	532.7	P	0.001221
265082_at	43.7	A	0.567627
265081_at	15.4	A	0.72583
265067_at	414.9	P	0.000732
265037_at	2049.2	P	0.000244
265066_at	1079.2	P	0.001953
265095_at	62.3	A	0.080566
265094_at	40.8	A	0.432373
265043_at	957	P	0.000244
265093_at	20.7	A	0.72583
265092_at	922.8	P	0.001221
265038_at	53.9	P	0.008057
265045_s_at	539.7	P	0.001953
265044_at	322.2	P	0.010742
265090_at	140.1	P	0.00293
265040_at	194.9	P	0.023926
265065_at	107.5	P	0.046143
265099_at	66.9	A	0.27417
265039_at	308.3	P	0.030273
265098_at	171.8	A	0.067627
265097_at	312.7	P	0.01416
265096_at	36.9	A	0.219482
265042_at	1682.6	P	0.000732
257404_at	73.8	A	0.095215
265089_at	16.2	A	0.665527
265041_at	142	P	0.010742
265036_at	1141.5	P	0.000244
264320_at	69.3	A	0.567627
264328_at	158.4	A	0.19458
264319_at	352.7	P	0.000244
264330_at	363.2	P	0.000244
264331_at	116.4	A	0.080566
264329_at	1901.6	P	0.00293
264325_at	122.2	P	0.00293
264324_at	69.3	M	0.056152
264327_at	1826.8	P	0.000244
264323_at	4.7	A	0.953857
264322_at	781.9	P	0.000244
264321_at	231.9	P	0.037598
264318_at	29.9	A	0.466064
264326_at	397.9	P	0.000732
263656_at	94.6	P	0.01416
263664_at	557	P	0.000244
263660_at	606.5	P	0.000244
263667_at	16074.2	P	0.000244
263661_at	435.4	P	0.000732
263654_at	448.2	P	0.000244
263653_at	104.4	A	0.219482
263652_at	5.8	A	0.780518
263651_at	684.6	P	0.000244
263668_at	882.5	P	0.000732
263650_at	90.9	A	0.366211
263649_at	45.8	A	0.366211
263648_at	18.3	A	0.753906
263669_at	2192	P	0.000244
263663_at	18392	P	0.000244
263678_at	885.9	P	0.010742
263662_at	1986	P	0.000732
263657_at	454.5	P	0.010742
263659_at	8.7	A	0.850342
263665_at	6935.2	P	0.000244
263658_at	12.2	A	0.665527
263655_at	36.7	A	0.398926
263666_at	878.5	P	0.000732
263677_at	242.9	P	0.01416
264609_at	1107.7	P	0.000244
264601_at	28.8	A	0.533936
264605_at	326.8	P	0.001221
264612_at	130.9	A	0.080566
264614_s_at	5.9	A	0.780518
264615_at	359.1	P	0.008057
264599_at	103.3	P	0.018555
264598_at	203.4	P	0.037598
264597_at	424.3	P	0.001221
264596_at	14.2	A	0.665527
264613_at	1352.2	P	0.000244
264610_at	8.3	A	0.953857
264604_at	59	A	0.334473
264606_at	21.9	A	0.432373
264603_at	50.4	A	0.334473
264611_at	2379.7	P	0.000244
264607_at	2941.2	P	0.000244
264602_at	41.4	A	0.080566
264608_at	268.1	A	0.080566
264600_at	177.8	P	0.001953
264595_at	2084.7	P	0.000244
261178_at	163	P	0.010742
261177_at	407.8	P	0.000244
261176_at	586.7	P	0.001221
261127_at	237.6	P	0.000732
261175_at	684.3	P	0.000244
261174_at	1046.8	P	0.000244
261129_at	4038.7	P	0.000244
261173_at	329.6	P	0.018555
261172_at	22.8	A	0.567627
261153_at	900.4	P	0.000244
261128_at	547.5	P	0.01416
261130_at	597.6	P	0.000244
261171_at	34.9	A	0.27417
261124_at	269.1	P	0.01416
261170_at	407.1	P	0.008057
261169_at	49.4	A	0.27417
261152_at	141.5	A	0.246094
261168_at	72.5	A	0.219482
261126_at	267.3	P	0.000732
261155_at	346.4	P	0.023926
261154_at	1054.2	P	0.000244
261167_at	404.4	P	0.000732
261179_at	422.5	P	0.000732
261125_at	618	P	0.000244
265214_at	95.9	A	0.095215
265194_at	2991.9	P	0.000244
265213_at	129.6	P	0.030273
265212_at	742.4	P	0.001221
265215_at	47.7	A	0.432373
265218_at	439.2	P	0.000732
265192_at	262.2	P	0.018555
265193_at	337.4	P	0.00293
265217_s_at	188.1	P	0.030273
265216_at	8.6	A	0.870361
265191_at	264.9	P	0.010742
264569_at	73.2	P	0.030273
264584_at	1862	P	0.000244
264568_at	339.6	P	0.008057
264586_at	386.2	P	0.00415
264583_at	239.3	P	0.037598
264585_at	1002.2	P	0.000244
264575_at	9100.1	P	0.000244
264587_at	494.7	P	0.000244
264579_at	288.7	P	0.018555
264581_at	350.2	A	0.111572
264582_at	318.1	P	0.00293
264567_s_at	120	A	0.095215
264577_at	14.2	A	0.72583
264566_at	341.7	P	0.01416
264565_at	53.6	A	0.334473
264564_at	7.3	A	0.567627
264574_at	206.9	P	0.037598
264573_at	88.5	P	0.010742
264572_at	259.5	P	0.010742
264571_at	54.9	A	0.27417
264580_at	89.5	A	0.149658
264570_at	413.3	P	0.001953
264576_at	289.4	P	0.01416
264578_at	16.7	A	0.665527
261383_at	775.3	P	0.000244
261388_at	839.7	P	0.001953
261380_at	32.5	A	0.533936
261387_at	83.4	P	0.005859
261386_at	598	P	0.000732
261384_at	54.5	A	0.219482
261385_at	63.3	A	0.149658
261381_at	66.6	P	0.030273
261382_at	97.4	A	0.129639
263204_at	56.5	A	0.466064
263203_at	8.9	A	0.432373
263205_at	463.2	P	0.000244
263175_at	12.9	A	0.932373
263185_at	532.8	P	0.000244
263176_at	5.2	A	0.696289
263177_at	209.9	A	0.067627
263178_at	84.8	A	0.095215
263184_at	91.3	P	0.001953
263183_at	942.6	P	0.000732
263182_at	96.8	P	0.037598
263233_at	6	A	0.919434
263199_at	209.5	P	0.008057
263200_at	166.3	P	0.023926
263201_at	32.6	A	0.27417
263180_at	538.6	P	0.000244
263202_at	220.8	P	0.000244
263229_s_at	26	A	0.432373
263230_at	13.7	A	0.366211
263231_at	13.4	A	0.72583
257451_at	280.1	A	0.067627
263232_at	53.1	A	0.149658
263179_at	130.9	P	0.000732
263181_at	579.5	P	0.001221
257452_at	64.4	A	0.303711
261310_at	214	A	0.149658
261256_at	220	P	0.001953
261311_at	26.4	A	0.919434
261312_at	468.4	P	0.008057
261278_at	37.7	A	0.466064
261254_at	979.6	P	0.000244
261252_at	150.7	P	0.00415
261253_at	455.6	P	0.000244
261279_at	8664.2	P	0.000244
261280_at	8.5	A	0.665527
261249_at	79	P	0.046143
261250_at	285.8	P	0.00293
261255_at	143	A	0.080566
261257_at	520	A	0.129639
261251_at	11.1	A	0.466064
260927_at	1840.9	P	0.000732
260945_at	23.1	A	0.665527
260961_at	476	P	0.000244
260960_at	2.8	A	0.753906
260955_at	516.7	P	0.001953
260946_at	344.2	P	0.000732
260947_at	16.9	A	0.601074
260956_at	3810.5	P	0.000244
260959_at	319.2	P	0.001953
260958_at	307.5	P	0.000732
260953_at	502.1	P	0.001953
260957_at	118.4	P	0.000244
260948_at	276.8	P	0.005859
260949_at	730.7	P	0.000244
260950_s_at	93.9	A	0.080566
260954_at	304.5	P	0.000244
260952_at	77.5	A	0.432373
260951_at	10.7	A	0.72583
260783_at	49.3	A	0.219482
257491_at	3.8	A	0.932373
260784_at	131.3	P	0.010742
260793_at	1502.8	P	0.000244
260785_at	1037.7	P	0.000732
260794_at	165.4	P	0.008057
260786_s_at	879	P	0.000244
260795_at	34.8	A	0.432373
260787_at	227.5	P	0.001221
260790_at	375.9	P	0.001953
260791_at	20.6	A	0.753906
260788_at	64	A	0.334473
260792_at	43.8	A	0.753906
260789_s_at	956.8	P	0.000244
259419_at	30.9	A	0.171387
259389_at	135.9	A	0.334473
259390_at	23.9	A	0.633789
259391_s_at	781.3	P	0.000244
259392_at	232.9	P	0.037598
259396_at	474.3	P	0.000244
259395_at	760.4	P	0.00415
259393_at	1177.4	P	0.000732
259394_at	3	A	0.904785
262626_at	1084.4	P	0.000732
262625_at	12.3	A	0.696289
262624_at	70.1	P	0.030273
262629_at	10546.5	P	0.000244
262623_at	823.7	P	0.001221
262628_at	107.3	M	0.056152
262631_at	135.4	M	0.056152
262622_at	226.2	P	0.001953
262630_at	72.9	A	0.171387
262621_at	1450.3	P	0.000244
262620_at	7.4	A	0.567627
262619_at	165.8	P	0.001953
262618_at	314.7	P	0.000244
262635_at	640.5	P	0.008057
262627_at	7.4	A	0.72583
262617_at	124.1	A	0.095215
262616_at	111.9	P	0.037598
262633_at	299.1	P	0.001221
262637_at	1365.1	P	0.000732
262638_at	1560.9	P	0.000244
262636_at	535.7	P	0.000732
262632_at	27071.4	P	0.000244
262634_at	1337	P	0.000244
260835_at	981.6	P	0.001221
260826_at	50.7	A	0.111572
260824_at	255.9	P	0.001953
260834_at	185.5	P	0.001221
260827_at	223.7	A	0.171387
260828_at	4.5	A	0.969727
260830_at	2442.8	P	0.000244
260823_at	92.8	P	0.037598
260832_at	188.9	P	0.00293
260822_at	263	P	0.010742
260833_at	48.8	A	0.111572
260825_at	42.3	A	0.27417
260821_at	440.8	P	0.001953
260831_at	580.1	P	0.000244
260820_at	218.5	A	0.19458
260819_at	202.4	P	0.008057
260829_s_at	1985	P	0.000244
260818_at	1078.5	P	0.000244
260817_at	817.1	P	0.000244
260816_at	201.5	P	0.037598
260815_at	1546.3	P	0.000244
256052_at	283.4	P	0.046143
256051_at	30.9	A	0.398926
256066_at	146.6	M	0.056152
256059_at	5.3	A	0.753906
256050_at	421.5	P	0.008057
256049_at	1094.9	P	0.000244
256064_at	329.5	P	0.000732
256048_at	14	A	0.80542
256055_at	394.2	P	0.00293
256061_at	399.6	P	0.000732
256060_at	1667.4	P	0.000244
256047_at	29.6	A	0.432373
256065_at	650.7	P	0.000244
256034_at	1516.6	P	0.000244
256062_at	167.9	P	0.00415
256036_at	927.5	P	0.000244
256054_at	30	A	0.219482
256063_at	11.7	A	0.665527
256046_at	147.3	P	0.037598
256035_at	4248.2	P	0.000244
256045_at	67.9	A	0.095215
256044_at	7.9	A	0.981445
256067_at	459.5	P	0.001221
256057_at	463.7	P	0.00293
256056_at	1.6	A	0.780518
256043_at	203.3	P	0.000244
256042_at	128.3	P	0.030273
256041_at	749.4	P	0.000244
256058_at	387	P	0.001221
256033_at	511.8	P	0.00293
256053_at	13.3	A	0.601074
256040_at	72.1	P	0.001953
261075_at	1776.7	P	0.000244
261074_at	11.3	A	0.696289
261073_at	89.9	A	0.111572
261083_at	803.6	P	0.000244
261078_at	6655.6	P	0.000244
257489_at	44.7	A	0.601074
261072_at	19.7	A	0.45752
261081_at	527.1	P	0.000244
261082_at	705.5	P	0.000732
261080_at	411.4	P	0.00293
261071_at	165.6	P	0.008057
261070_at	140.8	P	0.037598
261069_at	36.5	A	0.466064
261076_at	1173.1	P	0.001221
261077_at	40	A	0.149658
261084_at	1897	P	0.000244
261068_at	157.5	P	0.018555
261067_at	18.4	A	0.533936
261079_s_at	1116	P	0.000244
261066_at	4.2	A	0.696289
261065_at	4.8	A	0.969727
261064_at	224.2	P	0.01416
261063_at	127.4	A	0.334473
261062_at	282.2	P	0.030273
261061_at	17.3	A	0.72583
261091_at	28.7	A	0.27417
261090_at	108.1	A	0.129639
261089_at	188.5	A	0.129639
261088_at	37.4	A	0.149658
261438_at	28318.6	P	0.000244
261410_at	2160.1	P	0.000977
261435_at	114.4	A	0.219482
261413_at	363	P	0.000244
261409_at	397.2	P	0.001953
261434_at	930.8	P	0.000244
261433_s_at	650.5	P	0.001953
261432_at	7.9	A	0.80542
261466_at	5.9	A	0.953857
261417_at	3094.5	P	0.000244
261465_at	739.3	P	0.001221
261420_at	328.7	P	0.001953
261464_at	52.4	A	0.5
261463_at	51.9	A	0.219482
261437_at	6.1	A	0.665527
261415_at	635.7	P	0.000244
261416_at	10455.2	P	0.000244
261411_at	633.5	P	0.000244
261414_at	71.4	A	0.567627
261408_s_at	815.8	P	0.000732
261418_at	175.3	P	0.005859
261419_at	152.6	A	0.095215
261462_at	15.1	A	0.533936
261461_at	20.4	A	0.72583
261436_at	121.9	P	0.001953
261460_at	25.5	A	0.665527
261412_at	9586.5	P	0.000244
260677_at	382.7	P	0.005859
257495_at	539.7	P	0.000244
260678_at	547.7	P	0.001953
260622_at	94	A	0.149658
260679_at	334.6	P	0.000732
260680_s_at	199.2	P	0.030273
260681_at	66.7	A	0.129639
260647_at	229.5	P	0.046143
260626_at	453.6	P	0.001953
260648_at	104.8	A	0.246094
260625_at	461.8	A	0.095215
260621_at	39.9	A	0.466064
260620_at	27.4	A	0.601074
260649_at	90.5	A	0.5
260623_at	46.2	A	0.601074
260624_at	7.9	A	0.850342
260619_at	1340.5	P	0.000244
261810_at	431.2	P	0.000732
261816_at	92.2	M	0.056152
261755_at	43.8	A	0.398926
261817_at	85.6	A	0.111572
261783_at	937.8	P	0.001221
261757_at	519.9	P	0.00415
261784_at	164.1	P	0.037598
261785_at	144.3	P	0.037598
261758_at	217.6	P	0.037598
261811_at	90.2	P	0.046143
261812_at	52.6	A	0.27417
261813_at	262.7	A	0.067627
261814_at	53.8	A	0.665527
261756_at	295.1	P	0.000732
261815_at	20.5	A	0.932373
261809_at	69.6	A	0.080566
261747_at	215.1	P	0.000732
261694_at	3416	P	0.000244
261693_at	383.5	P	0.000244
261746_at	33259.8	P	0.000244
261742_at	301.3	P	0.018555
261743_s_at	162.5	P	0.000732
257481_at	3.5	A	0.753906
261692_at	2454.1	P	0.000244
261720_at	931.5	P	0.000244
261696_at	543.8	P	0.001953
261721_at	1748	P	0.000732
261744_at	568.2	P	0.000244
261745_at	139.6	A	0.19458
261722_at	1181.3	P	0.000244
261695_at	4235.9	P	0.000244
264781_at	1061.7	P	0.000244
264799_at	3265.8	P	0.000244
264802_at	802.5	P	0.000244
264779_at	1121	P	0.008057
264803_at	644.7	P	0.000244
264804_at	254	A	0.149658
264805_at	130.7	P	0.005859
264806_at	147	P	0.001953
264792_at	552.2	P	0.000244
264777_at	146.7	A	0.149658
264811_at	2378.4	P	0.000244
264783_at	1288.3	P	0.010742
264793_at	385.3	P	0.000244
264794_at	32.5	A	0.27417
264795_at	158.3	M	0.056152
264796_at	346.7	P	0.000244
264807_at	606	P	0.001221
264797_at	156	P	0.023926
264780_at	428.4	P	0.01416
264798_at	118.1	A	0.129639
264810_at	996.3	P	0.001221
264808_at	304.1	P	0.010742
264778_at	349.5	P	0.001953
264800_at	190.6	P	0.037598
264782_at	298.9	P	0.001953
264809_at	5900.1	P	0.000244
264801_at	216.5	P	0.000244
264646_at	10.8	A	0.888428
264651_at	1609.4	P	0.000244
264654_s_at	461.6	P	0.00415
264652_at	380.4	P	0.000732
264624_at	4657	P	0.000244
264645_at	171.5	P	0.001221
264644_at	300.9	P	0.000732
264650_at	942	P	0.000732
264653_at	951.6	P	0.000732
264643_at	4.3	A	0.888428
264623_at	105.6	A	0.111572
264656_at	861	P	0.000244
264625_at	429.8	P	0.00415
264642_at	1.9	A	0.932373
264649_at	457.8	P	0.000244
264655_at	3728.8	P	0.00293
264648_at	47.9	P	0.001221
264647_at	2.3	A	0.696289
264657_at	461.8	P	0.000732
264641_at	1320.4	P	0.000244
264255_at	615.5	P	0.030273
264254_at	393.5	P	0.000244
264263_at	10.8	A	0.601074
264266_at	374.6	P	0.001221
264253_at	37	A	0.398926
264252_at	142.1	A	0.19458
264251_at	5.5	A	0.919434
264262_at	1915.8	P	0.000244
264260_at	3443	P	0.000244
264258_at	33.7	A	0.219482
264257_at	329.1	P	0.00293
264261_at	430	P	0.000244
264264_at	270.4	A	0.080566
264256_at	589.5	P	0.000244
264265_at	476.9	P	0.01416
264259_at	48.2	A	0.334473
263707_at	289.7	P	0.018555
263709_at	13664.7	P	0.000244
263708_at	159.9	P	0.01416
263710_at	1402.2	P	0.000244
263676_at	8748.7	P	0.000244
264511_at	42.9	A	0.19458
264555_at	14.6	A	0.80542
264500_at	5.4	A	0.72583
264505_at	77.6	P	0.037598
264501_at	367.2	P	0.000732
264502_at	6	A	0.888428
264503_at	2.6	A	0.932373
264507_at	155.7	P	0.000244
264513_at	58	A	0.19458
264504_at	1011.4	P	0.000244
264549_at	132	A	0.246094
264550_at	201.9	P	0.010742
264551_at	131.6	A	0.129639
264552_at	32.3	A	0.780518
264553_s_at	257.5	P	0.000244
264514_at	7.3	A	0.780518
264554_at	111	P	0.018555
264509_at	394.2	M	0.056152
264510_at	38.6	A	0.246094
264556_at	52	A	0.334473
264557_at	52.3	A	0.466064
264506_at	1990.5	P	0.000244
264508_at	236	P	0.000732
264512_at	126.2	A	0.303711
264558_at	34.7	A	0.149658
264559_at	9.8	A	0.633789
264705_at	2140.5	P	0.000244
264669_at	1016.4	P	0.000244
264670_s_at	9767.4	P	0.000244
264664_at	334.2	P	0.000244
264665_at	616.7	P	0.005859
264666_at	166.6	A	0.171387
264679_s_at	1855.1	P	0.000244
264677_at	44.5	P	0.018555
264706_at	23.9	A	0.334473
264707_at	342.7	P	0.001221
264708_at	167.3	P	0.00415
264672_at	10758.9	P	0.000244
264678_at	318	P	0.00293
264709_at	482.7	P	0.00415
264668_at	4026.6	P	0.000244
264710_at	223.9	M	0.056152
264673_at	759	P	0.000732
264711_at	260.1	A	0.067627
264712_at	134	P	0.023926
264674_at	776.7	P	0.000244
264713_at	85.1	P	0.023926
264675_at	334.7	P	0.001953
264686_at	427.8	P	0.000244
264687_at	649.5	P	0.000244
264676_at	628.7	P	0.000732
264688_at	98	A	0.095215
264689_at	1067.9	P	0.000244
264658_at	182	P	0.000244
264671_at	532.7	P	0.000244
264659_at	8.7	A	0.72583
264660_at	220.5	P	0.030273
264661_at	7.1	A	0.633789
264662_at	178.8	P	0.046143
264663_at	865.9	P	0.000244
264667_s_at	870.3	P	0.000244
264518_at	75	P	0.000732
264519_at	96.8	P	0.008057
264520_at	17.5	A	0.72583
264521_at	424.2	P	0.046143
264523_at	509.3	P	0.000244
264522_at	148	P	0.037598
264525_at	243.7	P	0.046143
264524_at	232.8	P	0.000244
264515_at	1243.7	P	0.000244
264516_at	405.2	P	0.001221
257417_at	7	A	0.753906
264517_at	103.4	A	0.111572
264526_at	403	P	0.000732
264467_at	252.9	P	0.000244
264463_at	562.2	P	0.000244
264459_at	231.4	A	0.171387
264460_at	586.4	P	0.005859
264407_at	364	P	0.000244
264462_at	2155.4	P	0.000244
264405_at	103.8	P	0.037598
264465_at	313.7	P	0.023926
264408_at	271.7	P	0.037598
264450_s_at	114.9	P	0.01416
264451_s_at	10.6	A	0.828613
264452_at	241.5	P	0.00415
264406_at	783.1	P	0.000244
264453_at	6.3	A	0.601074
264468_at	896.2	P	0.000732
264454_at	49.9	P	0.037598
264455_at	133.3	A	0.303711
264434_at	537.9	P	0.001953
264464_at	658.5	P	0.005859
264435_at	961.3	P	0.000244
264436_at	307.1	P	0.000244
264466_at	209.1	P	0.01416
264456_at	423.6	P	0.000732
264457_at	21.1	A	0.633789
264458_at	448.1	P	0.001953
263234_at	19.8	A	0.601074
263235_at	619.7	P	0.000244
263211_at	23.7	A	0.5
263236_at	1878.2	P	0.00293
263208_at	89.8	A	0.149658
263255_at	484.5	P	0.000732
263256_at	2683.9	P	0.000244
263212_at	480	P	0.000244
263257_at	6.3	A	0.976074
263209_at	1123.6	P	0.000244
257450_at	3.8	A	0.850342
263258_at	130.3	A	0.19458
263207_at	22.1	A	0.466064
263259_at	55.7	A	0.5
263260_at	162.4	P	0.005859
263261_at	243.8	P	0.00415
263210_at	18.7	A	0.466064
263206_at	1742.9	P	0.000244
263237_at	57.5	A	0.080566
261830_at	4.3	A	0.932373
261831_at	3709.5	P	0.000244
261834_at	332.7	P	0.01416
261832_at	183.2	P	0.008057
257477_at	230.2	P	0.001221
261833_at	3420	P	0.000244
261829_at	4.2	A	0.994141
262788_at	121.1	A	0.219482
262762_at	611.3	P	0.00293
262792_at	7.5	A	0.601074
262761_at	333.2	P	0.000244
262787_at	114	P	0.046143
262786_at	467.4	P	0.001221
262785_at	105	A	0.432373
262784_at	5356.7	P	0.000244
262760_at	14	A	0.567627
262758_at	177.9	A	0.19458
262759_at	13.3	A	0.334473
262789_at	30.9	A	0.696289
262791_at	616.8	P	0.000732
262790_at	2009.1	P	0.000244
262783_at	245.7	P	0.000244
260469_at	260.9	A	0.129639
260473_at	4.5	A	0.466064
260467_at	97.3	A	0.095215
260466_at	475.2	P	0.001221
