ID_REF	VALUE	ABS_CALL	Detection p-value	Normalized Value of Control	Shown on the paper
259440_at	2573.9	P	0.000244	3231.184	N
259428_at	395.8	P	0.001953	203.455	Y
259433_at	48.7	A	0.27416999999999997	71.406	N
259429_at	107.5	A	0.06762699999999999	122.42	N
259430_at	637.5	P	0.000244	528.801	N
259431_at	6574.2	P	0.000244	5652.962	N
261563_at	1565.9	P	0.001221	1206.425	N
261586_at	33.8	A	0.5	71.001	N
257484_at	890.8	P	0.001221	847.463	N
261587_at	56.3	A	0.303711	72.319	N
261588_at	116.0	A	0.095215	92.17	N
261589_at	88.7	A	0.334473	74.953	N
261590_at	18.6	A	0.5922850000000001	26.978	N
261560_at	606.0	P	0.000244	444.56	N
261564_at	159.1	P	0.001221	154.157	N
261535_at	230.9	P	0.001953	226.187	N
261561_at	488.8	P	0.000244	387.427	N
261591_at	172.4	P	0.008057	257.325	N
261562_at	6.9	A	0.72583	11.971	N
261592_at	6.7	A	0.9047850000000001	9.197	N
261558_at	232.7	P	0.001953	294.022	N
261559_at	165.6	P	0.00415	176.502	N
261536_at	2039.5	P	0.000244	2168.433	N
261537_at	1572.6	P	0.000244	1148.323	N
261534_at	1390.8	P	0.000244	982.32	N
261538_at	108.6	P	0.000244	137.98	N
261539_at	89.6	P	0.010742	86.72	N
261652_at	609.3	P	0.001953	443.296	N
261653_at	137.5	P	0.0058590000000000005	190.668	N
261627_at	1349.3	P	0.000244	1022.816	N
261654_at	91.3	A	0.080566	110.319	N
261625_at	270.7	P	0.00293	238.197	N
261655_at	333.2	P	0.00293	370.244	N
261656_at	208.7	P	0.001953	197.778	N
261621_at	1124.0	P	0.000244	903.592	N
261622_at	584.2	P	0.000244	838.906	N
261623_at	5.2	A	0.976074	6.885	N
261626_at	199.1	P	0.008057	281.117	N
261624_at	222.2	P	0.001953	176.739	N
264169_at	275.2	P	0.00415	242.188	N
264175_at	45.4	A	0.46606400000000003	39.931	N
264167_at	41.2	A	0.14965799999999999	51.908	N
264151_at	72.6	A	0.17138699999999998	45.765	N
264168_at	1391.4	P	0.000244	1127.008	N
264150_at	297.1	P	0.037598	314.958	N
264171_at	477.2	P	0.000732	327.246	N
264176_at	213.8	P	0.001221	181.681	N
264172_at	617.1	P	0.000732	785.429	N
264122_at	816.1	P	0.000244	637.053	N
264152_at	3325.9	P	0.000244	2551.307	N
264177_at	4563.0	P	0.000244	3021.536	N
264173_at	928.1	P	0.000244	955.764	N
264178_at	764.7	P	0.000244	641.358	N
264179_at	289.6	P	0.00415	309.344	N
264180_at	7.1	A	0.601074	29.257	N
264147_at	266.2	P	0.037598	369.417	N
264146_at	803.7	P	0.000732	670.323	N
264148_at	46.7	P	0.00415	37.416	Y
264174_s_at	54.7	A	0.17138699999999998	48.595	N
264149_at	45.5	P	0.046143	52.718	N
264170_at	376.1	P	0.000244	397.473	N
264123_at	1066.8	P	0.000244	956.325	N
264121_at	1933.8	P	0.000244	2164.117	N
259441_at	613.2	P	0.000244	497.962	N
259416_at	2288.4	P	0.000244	1724.907	N
259442_at	31.6	A	0.27416999999999997	70.304	N
259413_at	2.6	A	0.9438479999999999	16.058	N
259415_at	372.6	P	0.000244	433.846	N
259417_at	44.8	A	0.43237299999999995	38.25	N
259443_at	95.3	A	0.14965799999999999	17.886	N
259444_at	141.6	A	0.06762699999999999	138.338	N
259418_at	92.7	P	0.000244	111.387	N
259445_at	91.5	P	0.037598	92.537	N
259446_at	647.3	P	0.000244	671.976	N
259414_at	46.9	A	0.129639	66.296	N
259447_s_at	27.5	A	0.46606400000000003	40.019	N
260904_at	219.4	P	0.001953	71.189	Y
260903_at	68.3	P	0.010742	84.282	N
260933_at	147.7	A	0.43237299999999995	72.953	N
260916_at	1731.0	P	0.000244	1893.653	N
260911_at	1.5	A	0.9814450000000001	7.838	N
260913_at	4579.9	P	0.000244	4483.066	N
260932_s_at	18.7	A	0.46606400000000003	28.708	N
260906_at	5.9	A	0.72583	9.149	N
260931_at	56.4	A	0.46606400000000003	12.876	N
260912_at	6329.9	P	0.000244	4569.608	N
260907_at	10.8	A	0.5	40.503	N
260908_at	14.1	A	0.601074	14.625	N
260930_at	149.9	A	0.111572	122.888	N
260914_at	277.2	P	0.010742	326.465	N
260915_at	226.0	P	0.000244	202.238	N
260909_at	11.3	A	0.567627	25.863	N
260929_at	169.0	P	0.000244	246.206	N
260910_at	207.6	P	0.00293	189.82	N
260917_at	29.9	A	0.366211	30.551	N
260905_at	25.7	A	0.334473	15.924	N
260928_at	144.6	A	0.219482	200.587	N
262109_at	1032.9	P	0.000244	745.78	N
262108_at	49.8	A	0.095215	143.907	N
262107_at	215.3	P	0.001953	251.654	N
262117_at	10744.4	P	0.000244	9688.465	N
262122_at	3.1	A	0.6655270000000001	20.456	N
262121_at	129.8	A	0.111572	75.597	N
262105_at	42.8	A	0.303711	44.469	N
262115_at	34.3	A	0.219482	57.686	N
262116_at	280.6	P	0.00415	455.592	N
262113_at	289.7	P	0.001221	468.171	N
262132_at	33.1	A	0.111572	47.589	N
262110_at	1372.8	P	0.000244	942.13	N
262118_at	189.6	P	0.000244	195.015	N
262114_at	199.6	P	0.023926	311.348	N
262112_at	724.4	P	0.000244	669.073	N
262130_at	499.9	P	0.000244	433.003	N
262131_at	61.4	A	0.129639	72.195	N
262104_at	625.5	P	0.001221	770.121	N
262119_s_at	4645.0	P	0.000244	2485.525	Y
262103_at	16.5	A	0.27416999999999997	20.897	N
262120_at	157.2	P	0.000732	96.856	N
262111_at	382.4	P	0.000732	317.612	N
262106_at	129.5	P	0.000732	143.379	N
262102_at	51.2	A	0.246094	38.211	N
263170_at	721.2	P	0.00415	630.323	N
263169_at	32.3	A	0.72583	57.694	N
263168_at	91.9	P	0.030273	89.862	N
263167_at	245.5	P	0.00415	202.01	N
263117_at	348.7	P	0.000244	404.705	N
263166_at	5.8	A	0.8884280000000001	5.62	N
263115_at	135.7	A	0.095215	134.74	N
263165_at	395.2	P	0.001953	346.474	N
263164_at	252.1	P	0.0058590000000000005	277.185	N
263112_at	128.0	P	0.000732	137.265	N
263118_at	447.6	P	0.001953	376.593	N
263143_at	53.8	P	0.001221	78.943	N
263119_at	257.9	P	0.001953	298.929	N
263114_at	12799.3	P	0.000244	12403.746	N
263116_s_at	1282.4	P	0.000244	1055.387	N
263113_at	473.3	P	0.000244	374.639	N
263163_at	625.7	P	0.000244	618.779	N
264363_at	11.3	A	0.850342	18.626	N
264358_at	86.2	A	0.095215	80.668	N
264356_at	155.4	P	0.001221	136.07	N
264355_at	1035.0	P	0.001953	654.792	N
264365_s_at	489.5	P	0.000244	1349.829	N
264354_s_at	59.8	P	0.0058590000000000005	82.454	N
264366_at	455.3	P	0.000244	384.486	N
264353_at	171.1	P	0.000244	140.558	N
264352_at	114.9	P	0.023926	80.778	N
264368_at	431.1	P	0.000732	350.475	N
264362_at	285.5	P	0.000244	245.39	Y
264361_at	101.2	A	0.080566	94.056	N
264360_at	1552.7	P	0.000244	1298.931	N
264359_at	45.5	A	0.19458	45.405	N
264364_at	1410.5	P	0.000244	1079.721	N
264367_at	411.0	P	0.000244	416.118	N
264357_at	332.2	P	0.00293	232.793	N
264351_at	409.7	P	0.000244	362.694	N
264828_at	615.6	P	0.001221	622.372	N
264827_at	6.1	A	0.6655270000000001	19.75	N
264843_at	1185.3	P	0.000244	904.968	N
264826_at	57.1	A	0.219482	104.439	N
264824_at	626.0	P	0.000244	853.08	N
264838_at	517.2	P	0.000244	484.387	N
264840_at	350.2	P	0.000732	349.485	N
264823_at	117.9	A	0.46606400000000003	88.782	N
264822_at	38.8	A	0.111572	78.92	N
264821_at	80.0	A	0.219482	60.04	N
264820_at	2442.7	P	0.000244	1908.708	N
264829_at	4.7	A	0.46606400000000003	21.769	N
265091_s_at	68.7	A	0.17138699999999998	50.395	N
264819_at	95.0	P	0.0058590000000000005	53.42	N
264844_at	274.9	P	0.001221	261.811	N
264818_at	323.7	P	0.00293	244.474	N
264817_at	44.2	A	0.633789	51.648	N
264835_at	206.0	P	0.000244	156.162	N
264816_at	70.0	P	0.010742	82.322	N
264833_at	161.2	P	0.00293	277.8	N
264837_at	9752.8	P	0.000244	9453.275	N
264836_at	557.7	P	0.000244	707.344	N
264815_at	103.2	P	0.037598	104.938	N
264839_at	5931.0	P	0.000244	4703.393	N
264832_at	163.9	A	0.17138699999999998	74.307	Y
264845_at	10426.4	P	0.000244	8350.19	N
264831_at	109.6	P	0.037598	145.066	N
264842_at	4.1	A	0.80542	17.423	N
264830_at	9.5	A	0.780518	18.465	N
264825_at	4.7	A	0.976074	6.647	N
264834_at	595.8	P	0.000244	684.149	N
264841_at	353.7	P	0.000732	316.955	N
265088_at	75.8	P	0.014159999999999999	81.218	N
265087_at	160.7	P	0.0058590000000000005	110.65	N
265086_at	23.2	A	0.303711	20.704	N
265085_at	130.1	A	0.111572	91.136	N
265084_at	8.3	A	0.80542	21.668	N
265083_at	332.2	P	0.00293	365.888	N
265082_at	44.8	A	0.398926	61.74	N
265081_at	7.5	A	0.8286129999999999	10.338	N
265067_at	389.7	P	0.000244	177.968	Y
265037_at	1581.0	P	0.000244	1459.317	N
265066_at	960.8	P	0.000732	1324.403	N
265095_at	15.6	A	0.533936	9.381	N
265094_at	17.1	A	0.567627	12.147	N
265043_at	1408.9	P	0.000244	1366.171	N
265093_at	47.0	A	0.398926	54.858	N
265092_at	1157.0	P	0.000732	922.094	N
265038_at	66.7	P	0.046143	65.641	N
265045_s_at	413.3	P	0.000244	364.883	N
265044_at	320.0	P	0.001953	252.431	N
265090_at	92.8	P	0.00293	107.715	N
265040_at	359.2	P	0.0058590000000000005	278.12	N
265065_at	36.7	A	0.19458	67.922	N
265099_at	54.8	P	0.023926	50.579	N
265039_at	82.2	P	0.023926	141.781	N
265098_at	116.1	A	0.06762699999999999	147.346	N
265097_at	266.4	P	0.0058590000000000005	229.012	N
265096_at	69.5	A	0.080566	62.715	N
265042_at	1194.6	P	0.000732	1597.812	N
257404_at	52.3	P	0.014159999999999999	53.571	N
265089_at	6.2	A	0.696289	14.482	N
265041_at	93.5	P	0.001221	68.729	N
265036_at	1192.8	P	0.000244	963.957	N
264320_at	42.8	A	0.366211	57.663	N
264328_at	118.5	A	0.366211	193.741	N
264319_at	294.9	P	0.000244	247.002	N
264330_at	315.2	P	0.000244	264.816	N
264331_at	121.3	A	0.129639	115.956	N
264329_at	1331.2	P	0.001953	1363.064	N
264325_at	75.1	P	0.00415	72.736	N
264324_at	78.7	P	0.000244	110.187	N
264327_at	2779.5	P	0.000244	2499.573	N
264323_at	2.1	A	0.932373	7.882	N
264322_at	783.7	P	0.000244	617.893	N
264321_at	177.5	P	0.00415	225.386	N
264318_at	41.0	A	0.43237299999999995	48.806	N
264326_at	339.0	P	0.000244	254.586	N
263656_at	230.3	P	0.000732	363.858	Y
263664_at	599.8	P	0.000244	939.871	Y
263660_at	429.4	P	0.000244	506.68	N
263667_at	10240.5	P	0.000732	10004.102	N
263661_at	447.3	P	0.000732	319.041	N
263654_at	619.3	P	0.000244	586.862	N
263653_at	95.4	M	0.056152	93.43	N
263652_at	4.1	A	0.9047850000000001	6.481	N
263651_at	582.5	P	0.000244	487.914	N
263668_at	1063.2	P	0.000244	1027.746	N
263650_at	75.3	A	0.27416999999999997	72.905	N
263649_at	26.9	A	0.366211	60.273	N
263648_at	63.6	A	0.366211	58.942	N
263669_at	2507.4	P	0.000244	3232.207	N
263663_at	13010.6	P	0.000244	11772.453	N
263678_at	1230.5	P	0.000732	1320.374	N
263662_at	1738.5	P	0.000244	1872.751	N
263657_at	620.7	P	0.008057	480.238	N
263659_at	39.2	A	0.5	7.124	N
263665_at	4835.2	P	0.000244	4383.451	N
263658_at	4.1	A	0.976074	27.118	N
263655_at	17.2	A	0.46606400000000003	35.688	N
263666_at	1192.9	P	0.000732	872.677	N
263677_at	259.4	P	0.001953	252.828	N
264609_at	1552.9	P	0.000244	1512.134	N
264601_at	74.3	A	0.246094	61.91	N
264605_at	255.3	P	0.000244	224.248	N
264612_at	44.8	A	0.17138699999999998	76.001	N
264614_s_at	4.1	A	0.870361	9.096	N
264615_at	361.2	P	0.000244	335.426	N
264599_at	64.9	P	0.037598	62.213	N
264598_at	150.9	P	0.023926	90.877	N
264597_at	542.1	P	0.000244	392.375	N
264596_at	22.8	A	0.43237299999999995	24.462	N
264613_at	1067.1	P	0.000244	1111.186	N
264610_at	5.6	A	0.976074	27.748	N
264604_at	63.6	A	0.111572	82.713	N
264606_at	13.2	A	0.601074	60.088	N
264603_at	3.6	A	0.780518	13.169	N
264611_at	2316.6	P	0.000244	2177.853	N
264607_at	3188.6	P	0.000244	2825.664	N
264602_at	23.2	P	0.001953	67.698	N
264608_at	361.8	P	0.018555000000000002	303.551	N
264600_at	175.4	P	0.000732	174.775	N
264595_at	1467.9	P	0.000244	1916.504	N
261178_at	180.5	P	0.008057	168.214	N
261177_at	937.2	P	0.000244	729.946	N
261176_at	551.7	P	0.001221	579.551	N
261127_at	239.2	P	0.001221	295.482	N
261175_at	523.6	P	0.000244	950.142	N
261174_at	893.0	P	0.000244	870.332	N
261129_at	3680.0	P	0.000244	3139.658	N
261173_at	398.4	P	0.00415	425.4	N
261172_at	6.0	A	0.7539060000000001	45.329	N
261153_at	684.1	P	0.000244	682.611	N
261128_at	657.2	P	0.00293	511.189	N
261130_at	620.4	P	0.000244	634.533	N
261171_at	35.8	A	0.27416999999999997	54.204	N
261124_at	197.0	P	0.001953	162.044	N
261170_at	727.2	P	0.001953	642.481	N
261169_at	73.3	A	0.19458	91.862	N
261152_at	94.8	A	0.129639	128.177	N
261168_at	125.2	M	0.056152	118.496	N
261126_at	316.3	P	0.000732	361.998	N
261155_at	437.9	P	0.014159999999999999	396.511	N
261154_at	792.4	P	0.000244	845.927	N
261167_at	196.1	P	0.000244	196.987	Y
261179_at	388.0	P	0.000732	424.177	N
261125_at	466.9	P	0.000244	331.901	N
265214_at	79.9	A	0.095215	86.641	N
265194_at	3102.4	P	0.000244	2844.969	N
265213_at	125.3	P	0.030273	108.173	N
265212_at	558.9	P	0.000732	598.266	N
265215_at	8.2	A	0.633789	22.607	N
265218_at	332.5	P	0.0058590000000000005	351.838	N
265192_at	468.2	P	0.0058590000000000005	424.266	N
265193_at	486.7	P	0.001221	576.972	N
265217_s_at	326.6	P	0.0058590000000000005	267.801	N
265216_at	10.1	A	0.6655270000000001	10.129	N
265191_at	240.9	P	0.008057	239.433	N
264569_at	45.7	A	0.19458	70.129	N
264584_at	1398.7	P	0.000244	1507.65	N
264568_at	432.5	P	0.001953	408.086	N
264586_at	285.0	P	0.00293	238.59	N
264583_at	141.1	M	0.056152	219.675	N
264585_at	862.4	P	0.000244	617.393	N
264575_at	6699.4	P	0.000244	7074.701	N
264587_at	591.3	P	0.000244	527.663	N
264579_at	500.9	P	0.008057	386.526	N
264581_at	461.1	P	0.014159999999999999	341.625	N
264582_at	357.5	P	0.001221	342.226	N
264567_s_at	107.6	A	0.06762699999999999	78.335	N
264577_at	50.1	A	0.366211	49.508	N
264566_at	222.7	P	0.000244	222.86	N
264565_at	45.8	A	0.334473	35.919	N
264564_at	19.3	A	0.533936	14.077	N
264574_at	137.4	A	0.095215	107.731	N
264573_at	104.8	A	0.080566	96.164	N
264572_at	217.5	P	0.001221	386.244	N
264571_at	38.2	A	0.398926	28.161	N
264580_at	98.9	A	0.17138699999999998	61.811	Y
264570_at	415.3	P	0.000244	306.992	N
264576_at	324.7	P	0.001221	358.634	N
264578_at	17.3	A	0.7539060000000001	19.725	N
261383_at	584.5	P	0.000244	494.707	N
261388_at	659.5	P	0.000732	1158.318	N
261380_at	22.7	A	0.533936	28.484	N
261387_at	213.3	P	0.000244	126.138	N
261386_at	648.1	P	0.000244	656.265	N
261384_at	109.2	P	0.008057	82.303	N
261385_at	22.8	A	0.14965799999999999	44.952	N
261381_at	114.2	P	0.030273	95.805	N
261382_at	71.5	A	0.06762699999999999	68.989	N
263204_at	6.2	A	0.633789	40.68	N
263203_at	27.6	A	0.5	26.612	N
263205_at	385.4	P	0.000244	434.121	N
263175_at	8.3	A	0.9047850000000001	15.557	N
263185_at	734.2	P	0.000244	555.393	N
263176_at	23.3	A	0.533936	12.479	N
263177_at	219.1	M	0.056152	232.469	N
263178_at	102.0	A	0.06762699999999999	77.722	N
263184_at	114.1	P	0.00415	102.728	N
263183_at	1250.4	P	0.000732	782.596	Y
263182_at	144.7	P	0.000732	111.2	N
263233_at	2.9	A	0.99585	6.68	N
263199_at	150.1	P	0.018555000000000002	132.645	N
263200_at	227.8	P	0.030273	223.609	N
263201_at	33.7	A	0.17138699999999998	41.213	N
263180_at	408.1	P	0.000244	330.484	N
263202_at	157.0	P	0.000244	213.273	N
263229_s_at	13.3	A	0.601074	24.276	N
263230_at	62.7	P	0.037598	47.299	N
263231_at	2.9	A	0.953857	34.676	N
257451_at	249.5	A	0.129639	222.097	N
263232_at	8.2	A	0.46606400000000003	41.59	N
263179_at	210.7	P	0.000732	149.766	N
263181_at	850.1	P	0.000244	657.607	N
257452_at	72.0	A	0.080566	38.519	N
261310_at	114.4	A	0.17138699999999998	106.23	N
261256_at	188.8	P	0.000732	156.406	N
261311_at	9.6	A	0.8884280000000001	10.712	N
261312_at	510.4	P	0.0058590000000000005	456.224	N
261278_at	16.0	A	0.5	29.445	N
261254_at	1003.9	P	0.000244	1104.328	N
261252_at	162.6	P	0.00293	261.721	N
261253_at	520.4	P	0.000244	373.684	N
261279_at	8918.0	P	0.000244	7971.817	N
261280_at	138.2	A	0.080566	110.316	N
261249_at	61.4	A	0.080566	28.826	N
261250_at	241.9	P	0.001221	205.625	N
261255_at	122.2	P	0.010742	152.192	N
261257_at	340.4	A	0.129639	374.408	N
261251_at	7.5	A	0.8286129999999999	12.327	N
260927_at	1746.3	P	0.000732	1420.216	N
260945_at	20.9	A	0.6655270000000001	30.97	N
260961_at	439.7	P	0.000244	342.17	N
260960_at	1.8	A	0.601074	38.709	N
260955_at	672.4	P	0.000244	414.684	N
260946_at	339.4	P	0.000244	280.398	N
260947_at	5.6	A	0.8286129999999999	23.177	N
260956_at	5263.8	P	0.000244	4886.115	N
260959_at	308.5	P	0.000732	217.481	N
260958_at	426.6	P	0.000732	507.817	N
260953_at	481.7	P	0.001221	390.403	N
260957_at	260.7	P	0.000244	397.727	Y
260948_at	196.8	P	0.001221	151.529	N
260949_at	881.3	P	0.000244	730.888	N
260950_s_at	39.0	A	0.17138699999999998	64.387	N
260954_at	269.5	P	0.000244	282.295	N
260952_at	64.6	A	0.303711	68.68	N
260951_at	95.0	M	0.056152	82.47	N
260783_at	99.4	A	0.06762699999999999	114.318	N
257491_at	2.3	A	0.7539060000000001	22.149	N
260784_at	69.8	P	0.030273	121.491	N
260793_at	1603.1	P	0.000244	1382.895	N
260785_at	1751.0	P	0.000732	1527.646	N
260794_at	356.7	P	0.000732	322.059	N
260786_s_at	899.4	P	0.000244	748.442	N
260795_at	8.2	A	0.633789	20.798	N
260787_at	325.4	P	0.000244	295.921	N
260790_at	276.3	P	0.001221	321.257	N
260791_at	39.3	P	0.030273	56.608	N
260788_at	64.5	A	0.219482	70.876	N
260792_at	33.1	A	0.46606400000000003	22.165	N
260789_s_at	2079.4	P	0.000244	1317.024	N
259419_at	33.0	A	0.27416999999999997	51.644	N
259389_at	108.8	A	0.246094	90.504	N
259390_at	10.4	A	0.601074	9.488	N
259391_s_at	889.7	P	0.000244	701.716	N
259392_at	254.7	P	0.010742	192.549	N
259396_at	558.6	P	0.000244	507.738	N
259395_at	901.5	P	0.000732	729.949	N
259393_at	891.0	P	0.000244	937.237	N
259394_at	28.5	A	0.080566	15.771	N
262626_at	959.9	P	0.000732	842.666	N
262625_at	63.8	A	0.303711	40.545	N
262624_at	174.7	P	0.001953	118.773	N
262629_at	7265.1	P	0.000244	6518.9	N
262623_at	608.7	P	0.000244	494.779	N
262628_at	143.1	P	0.018555000000000002	146.915	N
262631_at	325.2	P	0.001221	231.027	N
262622_at	433.3	P	0.001953	341.289	N
262630_at	17.5	A	0.5	52.967	N
262621_at	1022.4	P	0.000244	868.154	N
262620_at	4.1	A	0.850342	19.389	N
262619_at	362.1	P	0.000244	287.49	N
262618_at	355.1	P	0.000244	289.623	N
262635_at	551.6	P	0.00293	581.783	N
262627_at	12.7	A	0.5	10.428	N
262617_at	115.1	P	0.030273	121.444	N
262616_at	66.2	A	0.095215	70.217	N
262633_at	252.9	P	0.000244	291.289	N
262637_at	1278.6	P	0.000244	1077.554	N
262638_at	1022.8	P	0.000244	1034.403	N
262636_at	495.0	P	0.000732	408.083	N
262632_at	19768.3	P	0.000244	20391.078	N
262634_at	1151.9	P	0.000244	1144.749	N
260835_at	1104.5	P	0.000244	1008.797	N
260826_at	97.7	P	0.0058590000000000005	59.544	N
260824_at	285.8	P	0.000244	212.262	N
260834_at	201.7	P	0.001221	193.982	N
260827_at	189.6	M	0.056152	200.838	N
260828_at	1.9	A	0.9858399999999999	6.696	N
260830_at	1938.2	P	0.000244	1988.465	N
260823_at	77.0	P	0.023926	70.313	N
260832_at	339.4	P	0.001221	247.526	N
260822_at	277.2	P	0.008057	358.492	N
260833_at	42.9	A	0.17138699999999998	24.666	N
260825_at	46.5	A	0.129639	57.372	N
260821_at	664.7	P	0.000244	587.442	N
260831_at	490.0	P	0.000244	529.027	N
260820_at	197.1	P	0.046143	158.653	N
260819_at	234.9	P	0.00415	224.811	N
260829_s_at	2270.1	P	0.000244	1429.598	N
260818_at	1008.3	P	0.000244	834.398	N
260817_at	659.9	P	0.000244	585.194	N
260816_at	114.4	P	0.037598	225.183	N
260815_at	1879.3	P	0.000244	1620.686	N
256052_at	325.1	P	0.037598	395.202	N
256051_at	23.3	A	0.303711	22.932	N
256066_at	107.4	A	0.129639	120.767	N
256059_at	5.9	A	0.633789	10.2	N
256050_at	589.1	P	0.0058590000000000005	245.561	Y
256049_at	930.1	P	0.000244	835.673	N
256064_at	303.4	P	0.000732	302.94	N
256048_at	37.4	A	0.601074	33.937	N
256055_at	284.7	P	0.008057	209.671	N
256061_at	404.9	P	0.000244	572.166	N
256060_at	1048.8	P	0.000244	483.832	Y
256047_at	26.3	A	0.334473	22.411	N
256065_at	814.7	P	0.000732	646.202	N
256034_at	1457.1	P	0.000244	2021.025	N
256062_at	285.2	P	0.000732	284.654	N
256036_at	2963.9	P	0.000244	2403.794	N
256054_at	2.6	A	0.969727	8.108	N
256063_at	64.5	A	0.111572	31.14	N
256046_at	123.5	P	0.018555000000000002	143.022	N
256035_at	3987.2	P	0.000244	3894.036	N
256045_at	71.9	P	0.037598	52.165	N
256044_at	9.3	A	0.953857	11.831	N
256067_at	455.2	P	0.001953	440.298	N
256057_at	714.7	P	0.001221	1005.053	N
256056_at	3.9	A	0.696289	11.366	N
256043_at	385.6	P	0.001221	301.132	N
256042_at	263.3	P	0.008057	216.339	N
256041_at	753.9	P	0.000244	728.519	N
256058_at	511.5	P	0.000732	443.528	N
256033_at	552.2	P	0.000244	1158.201	N
256053_at	34.5	A	0.303711	25.47	N
256040_at	48.4	P	0.030273	64.139	N
261075_at	2128.2	P	0.000244	2219.439	N
261074_at	27.8	A	0.567627	39.296	N
261073_at	117.8	P	0.046143	89.076	N
261083_at	730.1	P	0.000244	908.097	N
261078_at	8263.1	P	0.000244	7383.101	N
257489_at	17.4	A	0.46606400000000003	58.251	N
261072_at	51.3	A	0.43237299999999995	61.037	N
261081_at	472.7	P	0.000732	403.773	N
261082_at	944.2	P	0.000244	934.049	N
261080_at	678.9	P	0.000732	762.816	N
261071_at	196.1	P	0.001953	161.34	N
261070_at	165.6	P	0.023926	140.174	N
261069_at	38.2	A	0.219482	49.384	N
261076_at	1199.1	P	0.000732	1005.335	N
261077_at	34.0	A	0.129639	57.085	N
261084_at	1492.4	P	0.000244	1453.044	N
261068_at	51.1	P	0.001221	117.183	N
261067_at	8.4	A	0.567627	14.691	N
261079_s_at	995.8	P	0.000244	664.476	N
261066_at	15.5	A	0.246094	14.778	N
261065_at	6.9	A	0.533936	20.711	N
261064_at	274.6	P	0.0058590000000000005	217.739	N
261063_at	104.7	A	0.14965799999999999	69.494	N
261062_at	294.8	P	0.023926	301.426	N
261061_at	5.5	A	0.919434	5.37	N
261091_at	33.9	P	0.037598	44.124	N
261090_at	86.1	A	0.095215	67.748	N
261089_at	127.8	P	0.030273	181.546	N
261088_at	79.4	A	0.129639	55.545	N
261438_at	22297.0	P	0.000244	20713.613	N
261410_at	3274.2	P	0.000977	2342.589	N
261435_at	87.9	P	0.018555000000000002	45.044	N
261413_at	322.2	P	0.000244	252.074	N
261409_at	398.9	P	0.000244	341.041	N
261434_at	775.7	P	0.000244	743.883	N
261433_s_at	929.1	P	0.001953	663.622	N
261432_at	20.9	A	0.6655270000000001	8.057	N
261466_at	15.4	A	0.780518	16.27	N
261417_at	1837.1	P	0.000244	1904.123	N
261465_at	428.9	P	0.000732	404.535	N
261420_at	312.9	P	0.00415	369.809	N
261464_at	23.9	A	0.246094	35.45	N
261463_at	52.5	A	0.303711	49.907	N
261437_at	7.1	A	0.533936	52.069	N
261415_at	798.3	P	0.000244	727.152	N
261416_at	9041.3	P	0.000244	8234.623	N
261411_at	646.4	P	0.000244	864.718	N
261414_at	38.2	A	0.246094	81.514	N
