ID_REF	VALUE	ABS_CALL	Detection p-value	Normalized Value of Control	Shown on the paper
264152_at	2558.4	P	0.000244	2656.667	N
264177_at	2488.7	P	0.000244	3146.314	N
264173_at	1462.6	P	0.000244	995.234	N
264178_at	967.7	P	0.000244	667.844	N
264179_at	225.4	P	0.00415	322.119	N
264180_at	5.1	A	0.5	30.466	N
264147_at	289.7	P	0.037598	384.672	N
264146_at	549.1	P	0.000732	698.005	N
264148_at	117.3	P	0.000732	38.961	Y
264174_s_at	48.7	A	0.246094	50.602	N
264149_at	26.5	A	0.27416999999999997	54.895	N
264170_at	453.8	P	0.000244	413.887	N
264123_at	1197.1	P	0.000244	995.818	N
264121_at	2029.7	P	0.000244	2253.488	N
259441_at	590.7	P	0.000244	518.527	N
259416_at	2184.4	P	0.000244	1796.139	N
259442_at	45.0	P	0.023926	73.208	N
259413_at	5.1	A	0.72583	16.721	N
259415_at	481.4	P	0.000244	451.763	N
259417_at	2.6	A	0.850342	39.829	N
259443_at	94.1	A	0.129639	18.624	N
259444_at	160.2	P	0.030273	144.051	N
259418_at	210.2	P	0.000244	115.987	N
259445_at	122.6	P	0.030273	96.359	N
259446_at	666.8	P	0.000244	699.726	N
259414_at	72.0	A	0.111572	69.034	N
259447_s_at	77.3	P	0.046143	41.672	N
260904_at	792.0	P	0.000244	74.129	Y
260903_at	132.8	P	0.018555000000000002	87.762	N
260933_at	270.2	A	0.129639	75.966	N
260916_at	2362.2	P	0.000244	1971.855	N
260911_at	4.8	A	0.870361	8.162	N
260913_at	5187.6	P	0.000244	4668.201	N
260932_s_at	48.1	A	0.129639	29.894	N
260906_at	8.2	A	0.567627	9.527	N
260931_at	57.6	A	0.43237299999999995	13.408	N
260912_at	5855.3	P	0.000244	4758.317	N
260907_at	38.4	A	0.17138699999999998	42.176	N
260908_at	17.5	A	0.696289	15.229	N
260930_at	106.2	A	0.111572	127.963	N
260914_at	162.2	M	0.056152	339.947	N
260915_at	156.9	P	0.001953	210.59	N
260909_at	10.0	A	0.80542	26.931	N
260929_at	265.9	P	0.001953	256.374	N
260910_at	281.2	P	0.0058590000000000005	197.658	N
260917_at	10.8	A	0.633789	31.813	N
260905_at	51.3	A	0.366211	16.582	N
260928_at	177.7	A	0.246094	208.87	N
262109_at	881.7	P	0.000244	776.578	N
262108_at	142.8	A	0.17138699999999998	149.85	N
262107_at	378.6	P	0.001221	262.046	N
262117_at	10214.4	P	0.000244	10088.564	N
262122_at	33.5	A	0.5	21.301	N
262121_at	125.2	A	0.19458	78.718	N
262105_at	74.2	A	0.129639	46.306	N
262115_at	43.7	A	0.19458	60.068	N
262116_at	379.4	P	0.0058590000000000005	474.406	N
262113_at	290.2	P	0.008057	487.504	N
262132_at	46.5	A	0.06762699999999999	49.554	N
262110_at	1158.3	P	0.000244	981.037	N
262118_at	332.7	P	0.000244	203.069	N
262114_at	242.1	P	0.023926	324.205	N
262112_at	579.1	P	0.000244	696.703	N
262130_at	407.3	P	0.000244	450.885	N
262131_at	76.1	A	0.19458	75.176	N
262104_at	729.8	P	0.001221	801.924	N
262119_s_at	12308.7	P	0.000244	2588.169	Y
262103_at	53.7	P	0.037598	21.76	N
262120_at	95.6	P	0.014159999999999999	100.856	N
262111_at	277.5	P	0.00293	330.728	N
262106_at	136.1	P	0.000244	149.301	N
262102_at	5.6	A	0.780518	39.789	N
263170_at	628.1	P	0.000732	656.353	N
263169_at	8.9	A	0.8286129999999999	60.077	N
263168_at	70.6	A	0.111572	93.573	N
263167_at	367.4	P	0.000244	210.352	N
263117_at	589.9	P	0.000244	421.418	N
263166_at	2.7	A	0.919434	5.852	N
263115_at	96.2	A	0.17138699999999998	140.304	N
263165_at	414.1	P	0.0058590000000000005	360.782	N
263164_at	284.8	P	0.00415	288.632	N
263112_at	139.6	P	0.000732	142.933	N
263118_at	237.0	P	0.001221	392.145	N
263143_at	63.5	P	0.000732	82.203	N
263119_at	369.6	P	0.001221	311.274	N
263114_at	9038.5	P	0.000244	12915.978	N
263116_s_at	1292.3	P	0.000244	1098.971	N
263113_at	353.7	P	0.000244	390.11	N
263163_at	598.9	P	0.000244	644.332	N
264363_at	9.1	A	0.7539060000000001	19.395	N
264358_at	84.7	A	0.06762699999999999	83.999	N
264356_at	168.5	P	0.000244	141.689	N
264355_at	943.9	P	0.000732	681.833	N
264365_s_at	2165.2	P	0.000244	1405.572	N
264354_s_at	104.4	P	0.000732	85.859	N
264366_at	418.5	P	0.000244	400.364	N
264353_at	121.6	P	0.000244	146.362	N
264352_at	97.8	P	0.0058590000000000005	84.114	N
264368_at	449.1	P	0.001221	364.948	N
264362_at	576.3	P	0.000244	255.524	Y
264361_at	96.8	P	0.010742	97.94	N
264360_at	969.4	P	0.000244	1352.572	N
264359_at	76.6	A	0.334473	47.28	N
264364_at	1378.8	P	0.000244	1124.31	N
264367_at	587.2	P	0.000244	433.302	N
264357_at	289.0	P	0.00293	242.407	N
264351_at	579.2	P	0.000244	377.672	N
264828_at	562.7	P	0.000732	648.074	N
264827_at	28.7	A	0.5	20.565	N
264843_at	1284.4	P	0.000244	942.34	N
264826_at	87.3	A	0.095215	108.752	N
264824_at	649.4	P	0.000244	888.309	N
264838_at	688.7	P	0.000244	504.391	N
264840_at	268.7	P	0.00293	363.918	N
264823_at	97.2	A	0.5	92.448	N
264822_at	52.7	A	0.129639	82.179	N
264821_at	84.4	A	0.14965799999999999	62.52	N
264820_at	2314.9	P	0.000244	1987.531	N
264829_at	29.4	A	0.129639	22.668	N
265091_s_at	37.8	A	0.5	52.476	N
264819_at	83.5	M	0.056152	55.626	N
264844_at	193.3	P	0.000244	272.623	N
264818_at	273.7	P	0.000244	254.57	N
264817_at	57.7	A	0.696289	53.781	N
264835_at	224.7	P	0.000244	162.611	N
264816_at	90.8	P	0.037598	85.722	N
264833_at	286.0	P	0.010742	289.272	N
264837_at	7021.8	P	0.000244	9843.663	N
264836_at	597.6	P	0.000244	736.554	N
264815_at	133.8	P	0.030273	109.272	N
264839_at	4411.8	P	0.000244	4897.627	N
264832_at	322.7	P	0.014159999999999999	77.375	Y
264845_at	7481.1	P	0.000244	8695.024	N
264831_at	147.1	M	0.056152	151.057	N
264842_at	4.6	A	0.919434	18.143	N
264830_at	6.9	A	0.8286129999999999	19.227	N
264825_at	4.1	A	0.969727	6.922	N
264834_at	521.6	P	0.000244	712.402	N
264841_at	420.9	P	0.000732	330.044	N
265088_at	89.9	P	0.00415	84.572	N
265087_at	144.0	P	0.0058590000000000005	115.22	N
265086_at	36.9	A	0.19458	21.559	N
265085_at	174.8	P	0.046143	94.9	N
265084_at	30.5	A	0.601074	22.563	N
265083_at	484.7	P	0.000244	380.998	N
265082_at	127.5	A	0.19458	64.29	N
265081_at	6.1	A	0.8884280000000001	10.765	N
265067_at	1070.8	P	0.000244	185.317	Y
265037_at	1680.6	P	0.000244	1519.582	N
265066_at	1093.1	P	0.001953	1379.096	N
265095_at	20.3	A	0.5	9.769	N
265094_at	2.3	A	0.633789	12.649	N
265043_at	1787.5	P	0.000244	1422.589	N
265093_at	82.5	A	0.398926	57.124	N
265092_at	969.6	P	0.000732	960.174	N
265038_at	59.2	A	0.111572	68.352	N
265045_s_at	443.3	P	0.000732	379.951	N
265044_at	317.1	P	0.00415	262.855	N
265090_at	131.8	P	0.0058590000000000005	112.163	N
265040_at	256.4	P	0.018555000000000002	289.605	N
265065_at	99.0	P	0.030273	70.727	N
265099_at	66.7	A	0.19458	52.667	N
265039_at	132.0	P	0.046143	147.636	N
265098_at	149.9	P	0.037598	153.431	N
265097_at	248.1	P	0.0058590000000000005	238.469	N
265096_at	85.7	P	0.046143	65.304	N
265042_at	1157.6	P	0.000732	1663.796	N
257404_at	64.6	P	0.00415	55.783	N
265089_at	27.2	A	0.43237299999999995	15.08	N
265041_at	153.9	P	0.046143	71.567	N
265036_at	1024.1	P	0.000244	1003.765	N
264320_at	44.3	A	0.17138699999999998	60.045	N
264328_at	213.6	A	0.095215	201.742	N
264319_at	248.2	P	0.000244	257.203	N
264330_at	399.2	P	0.000244	275.752	N
264331_at	136.7	P	0.023926	120.745	N
264329_at	1155.0	P	0.00293	1419.354	N
264325_at	107.8	P	0.001221	75.739	N
264324_at	119.5	P	0.030273	114.737	N
264327_at	2612.6	P	0.000244	2602.796	N
264323_at	5.1	A	0.8884280000000001	8.207	N
264322_at	633.3	P	0.000244	643.41	N
264321_at	374.3	P	0.001221	234.693	N
264318_at	46.4	A	0.398926	50.821	N
264326_at	246.6	P	0.000244	265.099	N
263656_at	312.0	P	0.000244	378.884	Y
263664_at	484.6	P	0.000244	978.684	Y
263660_at	721.3	P	0.000244	527.604	N
263667_at	10013.2	P	0.000244	10417.236	N
263661_at	384.9	P	0.000732	332.216	N
263654_at	710.8	P	0.000244	611.097	N
263653_at	84.6	A	0.129639	97.288	N
263652_at	1.6	A	0.969727	6.749	N
263651_at	680.7	P	0.000244	508.064	N
263668_at	924.4	P	0.000244	1070.189	N
263650_at	58.3	A	0.366211	75.916	N
263649_at	66.5	A	0.246094	62.762	N
263648_at	54.9	A	0.43237299999999995	61.376	N
263669_at	3157.8	P	0.000244	3365.686	N
263663_at	13310.4	P	0.000244	12258.615	N
263678_at	1041.9	P	0.0058590000000000005	1374.901	N
263662_at	1505.1	P	0.000244	1950.089	N
263657_at	553.6	P	0.008057	500.07	N
263659_at	4.7	A	0.8286129999999999	7.418	N
263665_at	4013.3	P	0.000244	4564.473	N
263658_at	5.0	A	0.72583	28.238	N
263655_at	69.3	A	0.17138699999999998	37.161	N
263666_at	1079.3	P	0.000244	908.716	N
263677_at	221.8	P	0.0058590000000000005	263.269	N
264609_at	1737.5	P	0.000244	1574.58	N
264601_at	70.8	A	0.398926	64.467	N
264605_at	297.8	P	0.000244	233.508	N
264612_at	23.2	A	0.43237299999999995	79.14	N
264614_s_at	10.8	A	0.780518	9.472	N
264615_at	294.8	P	0.000732	349.278	N
264599_at	175.1	P	0.001953	64.783	N
264598_at	113.6	A	0.095215	94.63	N
264597_at	489.8	P	0.000244	408.578	N
264596_at	6.7	A	0.850342	25.473	N
264613_at	1211.7	P	0.000244	1157.074	N
264610_at	3.2	A	0.976074	28.894	N
264604_at	67.7	P	0.010742	86.129	N
264606_at	22.6	A	0.5	62.569	N
264603_at	45.8	A	0.398926	13.713	N
264611_at	1701.3	P	0.000244	2267.791	N
264607_at	3135.0	P	0.000244	2942.354	N
264602_at	43.9	P	0.008057	70.493	N
264608_at	332.1	P	0.018555000000000002	316.086	N
264600_at	175.9	P	0.000732	181.993	N
264595_at	2851.3	P	0.000244	1995.649	N
261178_at	192.6	P	0.001953	175.161	N
261177_at	686.4	P	0.000244	760.09	N
261176_at	650.7	P	0.001221	603.484	N
261127_at	339.6	P	0.000244	307.684	N
261175_at	661.8	P	0.000244	989.38	N
261174_at	893.4	P	0.000244	906.274	N
261129_at	2825.5	P	0.000244	3269.315	N
261173_at	356.6	P	0.010742	442.968	N
261172_at	43.3	A	0.366211	47.201	N
261153_at	971.4	P	0.000244	710.801	N
261128_at	701.5	P	0.001953	532.299	N
261130_at	736.3	P	0.000244	660.737	N
261171_at	68.4	A	0.334473	56.442	N
261124_at	255.5	P	0.0058590000000000005	168.736	N
261170_at	697.7	P	0.00415	669.013	N
261169_at	96.0	A	0.129639	95.655	N
261152_at	110.0	A	0.17138699999999998	133.47	N
261168_at	152.1	P	0.030273	123.39	N
261126_at	357.4	P	0.000732	376.947	N
261155_at	496.1	P	0.018555000000000002	412.886	N
261154_at	877.3	P	0.000244	880.861	N
261167_at	636.4	P	0.000244	205.122	Y
261179_at	504.1	P	0.000244	441.695	N
261125_at	719.7	P	0.000244	345.607	N
265214_at	165.6	P	0.018555000000000002	90.218	N
265194_at	4342.5	P	0.000244	2962.457	N
265213_at	99.9	P	0.037598	112.64	N
265212_at	621.7	P	0.001221	622.972	N
265215_at	2.2	A	0.567627	23.541	N
265218_at	405.9	P	0.00415	366.367	N
265192_at	561.9	P	0.001953	441.786	N
265193_at	486.0	P	0.001953	600.799	N
265217_s_at	291.0	P	0.001953	278.86	N
265216_at	13.2	A	0.633789	10.547	N
265191_at	284.4	P	0.00415	249.321	N
264569_at	39.9	A	0.080566	73.025	N
264584_at	1363.2	P	0.000244	1569.911	N
264568_at	511.4	P	0.00293	424.939	N
264586_at	237.6	P	0.010742	248.443	N
264583_at	250.7	P	0.0058590000000000005	228.747	N
264585_at	874.8	P	0.000244	642.889	N
264575_at	6677.6	P	0.000244	7366.861	N
264587_at	546.9	P	0.000732	549.453	N
264579_at	487.0	P	0.000244	402.488	N
264581_at	334.6	M	0.056152	355.733	N
264582_at	324.9	P	0.000244	356.359	N
264567_s_at	115.3	P	0.0058590000000000005	81.57	N
264577_at	62.3	A	0.19458	51.552	N
264566_at	179.3	P	0.000732	232.063	N
264565_at	17.3	A	0.567627	37.402	N
264564_at	17.1	A	0.43237299999999995	14.658	N
264574_at	107.7	M	0.056152	112.18	N
264573_at	58.7	A	0.06762699999999999	100.135	N
264572_at	474.8	P	0.008057	402.195	N
264571_at	52.8	A	0.398926	29.324	N
264580_at	264.8	P	0.000244	64.364	Y
264570_at	427.6	P	0.000244	319.67	N
264576_at	375.7	P	0.00293	373.445	N
264578_at	35.9	A	0.72583	20.54	N
261383_at	547.3	P	0.000244	515.136	N
261388_at	930.2	P	0.001953	1206.152	N
261380_at	20.6	A	0.7539060000000001	29.66	N
261387_at	192.7	P	0.001953	131.347	N
261386_at	654.3	P	0.000244	683.367	N
261384_at	117.0	A	0.095215	85.702	N
261385_at	39.9	A	0.303711	46.809	N
261381_at	97.6	A	0.17138699999999998	99.761	N
261382_at	87.5	P	0.037598	71.838	N
263204_at	37.6	A	0.334473	42.36	N
263203_at	47.5	A	0.219482	27.711	N
263205_at	374.6	P	0.000244	452.049	N
263175_at	9.7	A	0.919434	16.199	N
263185_at	679.7	P	0.000244	578.329	N
263176_at	6.1	A	0.72583	12.994	N
263177_at	220.5	A	0.080566	242.069	N
263178_at	63.6	A	0.080566	80.931	N
263184_at	92.8	P	0.000732	106.97	N
263183_at	1830.1	P	0.000244	814.914	Y
263182_at	229.6	P	0.000244	115.792	N
263233_at	6.3	A	0.870361	6.955	N
263199_at	120.7	P	0.00293	138.123	N
263200_at	215.6	P	0.014159999999999999	232.843	N
263201_at	37.4	P	0.046143	42.915	N
263180_at	346.9	P	0.000244	344.131	N
263202_at	344.4	P	0.000244	222.081	N
263229_s_at	24.5	A	0.5	25.279	N
263230_at	46.6	A	0.06762699999999999	49.253	N
263231_at	7.5	A	0.72583	36.108	N
257451_at	222.2	M	0.056152	231.269	N
263232_at	59.1	A	0.14965799999999999	43.307	N
263179_at	196.7	P	0.001221	155.951	N
263181_at	1071.3	P	0.000244	684.764	N
257452_at	44.4	A	0.111572	40.109	N
261310_at	113.5	A	0.14965799999999999	110.617	N
261256_at	180.4	P	0.000244	162.865	N
261311_at	7.9	A	0.780518	11.154	N
261312_at	470.3	P	0.00293	475.064	N
261278_at	21.9	A	0.398926	30.661	N
261254_at	949.0	P	0.000244	1149.932	N
261252_at	271.9	P	0.000244	272.529	N
261253_at	496.6	P	0.000244	389.116	N
261279_at	6527.6	P	0.000244	8301.025	N
261280_at	60.1	M	0.056152	114.872	N
261249_at	67.8	P	0.030273	30.017	N
261250_at	235.0	P	0.000732	214.117	N
261255_at	163.7	P	0.018555000000000002	158.477	N
261257_at	397.9	A	0.06762699999999999	389.87	N
261251_at	5.1	A	0.7539060000000001	12.837	N
260927_at	1475.9	P	0.000732	1478.866	N
260945_at	24.0	A	0.366211	32.249	N
260961_at	395.0	P	0.000244	356.301	N
260960_at	18.6	A	0.17138699999999998	40.308	N
260955_at	733.4	P	0.000732	431.809	N
260946_at	237.2	P	0.000244	291.978	N
260947_at	14.7	A	0.6655270000000001	24.135	N
260956_at	3802.4	P	0.000244	5087.895	N
260959_at	329.0	P	0.000244	226.462	N
260958_at	414.7	P	0.000244	528.788	N
260953_at	403.7	P	0.000244	406.525	N
260957_at	178.5	P	0.001221	414.152	Y
260948_at	166.5	P	0.001953	157.786	N
260949_at	825.1	P	0.000244	761.071	N
260950_s_at	62.3	A	0.219482	67.046	N
260954_at	388.0	P	0.000244	293.953	N
260952_at	90.7	A	0.219482	71.516	N
260951_at	105.0	A	0.111572	85.875	N
260783_at	108.6	A	0.080566	119.039	N
257491_at	2.2	A	0.8884280000000001	23.064	N
260784_at	155.4	P	0.008057	126.509	N
260793_at	1262.0	P	0.000244	1440.004	N
260785_at	1363.6	P	0.000244	1590.733	N
260794_at	361.0	P	0.000732	335.359	N
260786_s_at	865.3	P	0.000244	779.35	N
260795_at	17.6	A	0.533936	21.657	N
260787_at	378.4	P	0.001953	308.141	N
260790_at	368.3	P	0.001221	334.524	N
260791_at	24.8	A	0.14965799999999999	58.946	N
260788_at	114.9	A	0.17138699999999998	73.803	N
260792_at	86.9	A	0.334473	23.08	N
260789_s_at	1990.1	P	0.000244	1371.412	N
259419_at	46.0	A	0.19458	53.777	N
259389_at	35.5	A	0.398926	94.241	N
259390_at	11.9	A	0.398926	9.88	N
259391_s_at	770.7	P	0.000244	730.694	N
259392_at	192.5	P	0.010742	200.501	N
259396_at	606.7	P	0.000244	528.706	N
259395_at	807.5	P	0.000732	760.094	N
259393_at	1088.4	P	0.000244	975.942	N
259394_at	49.9	A	0.334473	16.423	N
262626_at	928.7	P	0.000244	877.466	N
262625_at	63.1	A	0.334473	42.219	N
262624_at	151.6	P	0.001953	123.678	N
262629_at	6328.3	P	0.000244	6788.108	N
262623_at	477.9	P	0.000244	515.212	N
262628_at	125.1	P	0.001953	152.982	N
262631_at	248.7	P	0.000244	240.567	N
262622_at	486.9	P	0.000244	355.383	N
262630_at	88.9	A	0.19458	55.155	N
262621_at	1115.6	P	0.000244	904.006	N
262620_at	2.3	A	0.8884280000000001	20.19	N
262619_at	186.9	P	0.000244	299.363	N
262618_at	294.9	P	0.000244	301.584	N
262635_at	497.8	P	0.0058590000000000005	605.809	N
262627_at	8.0	A	0.696289	10.859	N
262617_at	132.2	P	0.030273	126.46	N
262616_at	97.2	P	0.018555000000000002	73.117	N
262633_at	380.8	P	0.000244	303.318	N
262637_at	1139.5	P	0.000244	1122.053	N
262638_at	1522.4	P	0.000244	1077.121	N
262636_at	539.4	P	0.001221	424.935	N
262632_at	17084.5	P	0.000244	21233.16	N
262634_at	880.7	P	0.000244	1192.023	N
260835_at	1036.5	P	0.000244	1050.456	N
260826_at	78.3	A	0.06762699999999999	62.003	N
260824_at	280.0	P	0.000244	221.028	N
260834_at	161.1	P	0.001221	201.992	N
260827_at	136.6	A	0.19458	209.132	N
260828_at	1.8	A	0.9814450000000001	6.973	N
260830_at	2151.6	P	0.000244	2070.582	N
260823_at	123.3	P	0.008057	73.217	N
260832_at	352.8	P	0.000732	257.748	N
260822_at	304.3	P	0.00415	373.297	N
260833_at	11.9	A	0.5	25.685	N
260825_at	43.7	A	0.06762699999999999	59.741	N
260821_at	517.7	P	0.000244	611.701	N
260831_at	408.1	P	0.000244	550.874	N
260820_at	167.7	A	0.080566	165.205	N
260819_at	223.4	P	0.00293	234.095	N
260829_s_at	2221.9	P	0.000244	1488.636	N
260818_at	953.3	P	0.000244	868.855	N
260817_at	527.0	P	0.000732	609.361	N
260816_at	247.7	P	0.014159999999999999	234.482	N
260815_at	1810.6	P	0.000244	1687.615	N
256052_at	311.3	P	0.030273	411.523	N
256051_at	24.8	A	0.5	23.879	N
256066_at	66.8	A	0.303711	125.754	N
256059_at	9.8	A	0.72583	10.622	N
256050_at	1199.0	P	0.001221	255.702	Y
256049_at	679.0	P	0.000244	870.184	N
256064_at	405.8	P	0.000732	315.451	N
256048_at	65.7	A	0.6655270000000001	35.338	N
256055_at	207.6	P	0.001953	218.33	N
256061_at	768.6	P	0.000732	595.795	N
256060_at	1186.3	P	0.000244	503.813	Y
256047_at	62.7	A	0.219482	23.337	N
256065_at	738.3	P	0.000244	672.888	N
256034_at	2408.7	P	0.000244	2104.486	N
256062_at	399.2	P	0.000732	296.409	N
256036_at	2041.9	P	0.000244	2503.063	N
256054_at	2.2	A	0.9858399999999999	8.443	N
256063_at	54.2	A	0.334473	32.426	N
256046_at	149.3	P	0.008057	148.928	N
256035_at	4583.9	P	0.000244	4054.846	N
256045_at	69.8	A	0.080566	54.319	N
256044_at	15.7	A	0.870361	12.32	N
256067_at	506.3	P	0.000732	458.481	N
256057_at	600.4	P	0.001221	1046.558	N
256056_at	2.3	A	0.72583	11.835	N
256043_at	338.3	P	0.000244	313.568	N
256042_at	330.6	P	0.008057	225.273	N
256041_at	823.1	P	0.000244	758.604	N
256058_at	491.2	P	0.001953	461.844	N
256033_at	1019.0	P	0.001221	1206.03	N
256053_at	35.7	A	0.5	26.522	N
256040_at	73.7	A	0.080566	66.787	N
261075_at	2464.3	P	0.000732	2311.095	N
261074_at	31.8	A	0.533936	40.919	N
261073_at	109.3	M	0.056152	92.755	N
261083_at	924.2	P	0.000244	945.599	N
261078_at	6215.2	P	0.000244	7687.997	N
257489_at	70.3	A	0.334473	60.656	N
261072_at	78.1	A	0.111572	63.558	N
261081_at	409.4	P	0.000244	420.448	N
261082_at	983.7	P	0.000244	972.622	N
261080_at	780.2	P	0.000732	794.318	N
261071_at	189.7	P	0.001953	168.003	N
261070_at	160.8	P	0.023926	145.963	N
261069_at	13.1	A	0.27416999999999997	51.423	N
261076_at	998.3	P	0.001221	1046.852	N
261077_at	80.7	P	0.030273	59.442	N
261084_at	870.8	P	0.000244	1513.05	N
261068_at	92.7	P	0.014159999999999999	122.023	N
261067_at	8.9	A	0.7539060000000001	15.298	N
261079_s_at	761.6	P	0.000244	691.916	N
261066_at	34.8	A	0.111572	15.388	N
261065_at	32.3	A	0.17138699999999998	21.566	N
261064_at	188.2	P	0.008057	226.731	N
261063_at	138.4	A	0.111572	72.363	N
261062_at	343.1	P	0.030273	313.874	N
261061_at	4.2	A	0.9624020000000001	5.592	N
261091_at	33.7	A	0.17138699999999998	45.946	N
261090_at	68.7	A	0.129639	70.546	N
261089_at	95.6	A	0.14965799999999999	189.043	N
261088_at	75.0	A	0.19458	57.839	N
261438_at	21954.9	P	0.000244	21569.016	N
261410_at	2788.0	P	0.000977	2439.33	N
261435_at	81.6	A	0.17138699999999998	46.904	N
261413_at	433.5	P	0.000244	262.483	N
261409_at	620.4	P	0.000732	355.124	N
261434_at	1038.0	P	0.000244	774.602	N
261433_s_at	766.8	P	0.000244	691.027	N
261432_at	7.1	A	0.780518	8.39	N
261466_at	32.5	A	0.567627	16.942	N
261417_at	1838.4	P	0.000244	1982.756	N
261465_at	452.3	P	0.001221	421.241	N
261420_at	350.8	P	0.001221	385.081	N
261464_at	55.8	A	0.567627	36.914	N
261463_at	74.6	P	0.046143	51.968	N
261437_at	12.1	A	0.533936	54.22	N
261415_at	753.6	P	0.000244	757.18	N
261416_at	8397.0	P	0.000244	8574.685	N
261411_at	1066.1	P	0.000244	900.428	N
261414_at	136.6	A	0.567627	84.88	N
261408_s_at	1045.0	P	0.000244	853.731	N
