ID_REF	VALUE	ABS_CALL	Detection p-value	Normalized Value of Control	Shown on the paper
261560_at	385.2	P	0.000732	505.08	N
261564_at	163.2	P	0.010742	175.143	N
261535_at	188.8	P	0.010742	256.978	N
261561_at	568.5	P	0.000732	440.169	N
261591_at	287.4	P	0.000244	292.356	N
261562_at	39.4	A	0.398926	13.601	N
261592_at	14.6	A	0.9438479999999999	10.449	N
261558_at	279.7	P	0.010742	334.048	N
261559_at	127.4	P	0.018555000000000002	200.53	N
261536_at	1986.1	P	0.000244	2463.632	N
261537_at	1443.6	P	0.000732	1304.65	N
261534_at	1186.9	P	0.000244	1116.047	N
261538_at	119.4	P	0.000732	156.764	N
261539_at	70.9	A	0.398926	98.526	N
261652_at	205.3	P	0.037598	503.644	N
261653_at	91.9	P	0.000732	216.624	N
261627_at	1337.0	P	0.000732	1162.057	N
261654_at	144.0	P	0.018555000000000002	125.337	N
261625_at	248.0	P	0.0058590000000000005	270.624	N
261655_at	539.3	P	0.001953	420.647	N
261656_at	267.7	P	0.0058590000000000005	224.703	N
261621_at	1128.2	P	0.000244	1026.602	N
261622_at	825.4	P	0.000732	953.11	N
261623_at	2.9	A	0.9438479999999999	7.822	N
261626_at	317.5	A	0.080566	319.387	N
261624_at	232.6	P	0.008057	200.8	N
264169_at	302.8	P	0.023926	275.158	N
264175_at	53.4	A	0.303711	45.366	N
264167_at	112.1	P	0.023926	58.974	N
264151_at	47.4	A	0.27416999999999997	51.995	N
264168_at	1284.8	P	0.000244	1280.432	N
264150_at	480.9	P	0.014159999999999999	357.834	N
264171_at	420.0	P	0.001953	371.795	N
264176_at	192.1	P	0.014159999999999999	206.414	N
264172_at	747.6	P	0.001221	892.352	N
264122_at	788.1	P	0.000732	723.778	N
264152_at	3253.1	P	0.000244	2898.628	N
264177_at	3673.6	P	0.000244	3432.871	N
264173_at	767.5	P	0.000244	1085.876	N
264178_at	1033.2	P	0.000244	728.669	N
264179_at	392.4	P	0.010742	351.457	N
264180_at	31.3	A	0.366211	33.24	N
264147_at	159.5	P	0.046143	419.707	N
264146_at	596.5	P	0.00415	761.577	N
264148_at	91.8	A	0.080566	42.51	Y
264174_s_at	96.1	A	0.19458	55.211	N
264149_at	61.0	A	0.246094	59.895	N
264170_at	341.3	P	0.000244	451.583	N
264123_at	944.0	P	0.000244	1086.514	N
264121_at	1736.6	P	0.000244	2458.728	N
259441_at	431.7	P	0.000244	565.752	N
259416_at	1832.5	P	0.000732	1959.726	N
259442_at	117.4	A	0.129639	79.875	N
259413_at	20.9	A	0.633789	18.244	N
259415_at	405.8	P	0.000732	492.908	N
259417_at	5.8	A	0.601074	43.457	N
259443_at	117.3	A	0.17138699999999998	20.32	N
259444_at	139.9	A	0.219482	157.171	N
259418_at	120.3	P	0.00293	126.551	N
259445_at	70.3	A	0.095215	105.135	N
259446_at	661.1	P	0.000244	763.455	N
259414_at	130.8	P	0.037598	75.321	N
259447_s_at	33.7	A	0.303711	45.467	N
260904_at	391.2	P	0.000244	80.88	Y
260903_at	109.9	P	0.046143	95.755	N
260933_at	94.7	A	0.633789	82.885	N
260916_at	1894.0	P	0.000244	2151.445	N
260911_at	4.5	A	0.8286129999999999	8.905	N
260913_at	6445.9	P	0.000244	5093.366	N
260932_s_at	18.7	A	0.533936	32.616	N
260906_at	4.0	A	0.9814450000000001	10.394	N
260931_at	22.5	A	0.696289	14.629	N
260912_at	5493.4	P	0.000244	5191.69	N
260907_at	80.4	A	0.129639	46.017	N
260908_at	12.1	A	0.72583	16.616	N
260930_at	171.6	A	0.246094	139.617	N
260914_at	156.3	A	0.091553	370.908	N
260915_at	147.1	P	0.0058590000000000005	229.77	N
260909_at	27.9	A	0.8884280000000001	29.384	N
260929_at	270.0	P	0.018555000000000002	279.723	N
260910_at	112.9	P	0.008057	215.661	N
260917_at	56.9	A	0.5	34.711	N
260905_at	34.9	A	0.303711	18.092	N
260928_at	180.6	A	0.303711	227.893	N
262109_at	1007.8	P	0.001953	847.306	N
262108_at	101.5	A	0.246094	163.498	N
262107_at	320.8	P	0.00415	285.912	N
262117_at	12598.8	P	0.000244	11007.398	N
262122_at	21.4	A	0.567627	23.241	N
262121_at	44.1	A	0.5	85.888	N
262105_at	20.1	A	0.5	50.523	N
262115_at	15.4	A	0.633789	65.539	N
262116_at	250.1	P	0.014159999999999999	517.613	N
262113_at	370.3	P	0.014159999999999999	531.905	N
262132_at	51.9	A	0.14965799999999999	54.067	N
262110_at	1083.2	P	0.000244	1070.387	N
262118_at	246.1	P	0.001953	221.564	N
262114_at	267.2	P	0.023926	353.733	N
262112_at	756.6	P	0.001953	760.157	N
262130_at	417.5	P	0.000732	491.95	N
262131_at	119.0	A	0.219482	82.023	N
262104_at	565.4	P	0.008057	874.961	N
262119_s_at	13295.4	P	0.000244	2823.891	Y
262103_at	71.9	A	0.095215	23.741	N
262120_at	123.8	P	0.008057	110.042	N
262111_at	188.9	P	0.014159999999999999	360.85	N
262106_at	163.8	P	0.001953	162.898	N
262102_at	60.0	A	0.46606400000000003	43.412	N
263170_at	576.2	P	0.000732	716.131	N
263169_at	44.0	A	0.601074	65.548	N
263168_at	73.5	A	0.129639	102.095	N
263167_at	305.9	P	0.00293	229.511	N
263117_at	611.8	P	0.000732	459.799	N
263166_at	4.7	A	0.969727	6.386	N
263115_at	113.3	A	0.17138699999999998	153.083	N
263165_at	442.2	P	0.00293	393.641	N
263164_at	333.6	P	0.018555000000000002	314.92	N
263112_at	180.5	P	0.000244	155.951	N
263118_at	336.8	P	0.030273	427.86	N
263143_at	84.8	P	0.014159999999999999	89.69	N
263119_at	313.2	P	0.001953	339.624	N
263114_at	12293.4	P	0.000244	14092.323	N
263116_s_at	1038.4	P	0.000244	1199.062	N
263113_at	430.6	P	0.000244	425.64	N
263163_at	847.4	P	0.000244	703.016	N
264363_at	12.6	A	0.8286129999999999	21.161	N
264358_at	128.2	A	0.080566	91.649	N
264356_at	139.9	P	0.001221	154.594	N
264355_at	1109.2	P	0.001953	743.932	N
264365_s_at	791.9	P	0.000244	1533.587	N
264354_s_at	78.1	P	0.001221	93.678	N
264366_at	444.2	P	0.000244	436.828	N
264353_at	172.7	P	0.046143	159.693	N
264352_at	99.2	M	0.056152	91.775	N
264368_at	309.2	P	0.001221	398.187	N
264362_at	584.7	P	0.001953	278.796	Y
264361_at	171.2	P	0.037598	106.86	N
264360_at	1420.5	P	0.000244	1475.76	N
264359_at	31.4	A	0.533936	51.586	N
264364_at	1347.3	P	0.001221	1226.708	N
264367_at	506.6	P	0.000244	472.766	N
264357_at	302.2	P	0.00293	264.484	N
264351_at	655.6	P	0.000244	412.069	N
264828_at	566.2	P	0.001953	707.098	N
264827_at	10.4	A	0.567627	22.438	N
264843_at	1142.5	P	0.000244	1028.165	N
264826_at	78.4	A	0.27416999999999997	118.657	N
264824_at	693.1	P	0.000244	969.214	N
264838_at	580.5	P	0.000244	550.329	N
264840_at	356.6	P	0.00293	397.062	N
264823_at	107.8	A	0.567627	100.868	N
264822_at	95.2	A	0.080566	89.664	N
264821_at	13.0	A	0.633789	68.214	N
264820_at	2792.0	P	0.000244	2168.549	N
264829_at	10.9	A	0.601074	24.733	N
265091_s_at	58.8	A	0.246094	57.255	N
264819_at	60.8	A	0.129639	60.692	N
264844_at	193.7	P	0.00415	297.453	N
264818_at	248.2	P	0.000244	277.755	N
264817_at	89.9	A	0.46606400000000003	58.679	N
264835_at	223.5	P	0.000732	177.421	N
264816_at	86.9	A	0.095215	93.529	N
264833_at	365.6	P	0.010742	315.618	N
264837_at	9624.5	P	0.000244	10740.192	N
264836_at	586.7	P	0.000732	803.637	N
264815_at	112.0	A	0.19458	119.224	N
264839_at	5803.4	P	0.000244	5343.687	N
264832_at	183.4	A	0.219482	84.422	Y
264845_at	10465.1	P	0.000244	9486.939	N
264831_at	139.5	P	0.014159999999999999	164.815	N
264842_at	7.8	A	0.72583	19.795	N
264830_at	29.4	A	0.6655270000000001	20.978	N
264825_at	7.0	A	0.8286129999999999	7.552	N
264834_at	540.0	P	0.0058590000000000005	777.285	N
264841_at	448.9	P	0.001221	360.104	N
265088_at	87.7	P	0.037598	92.275	N
265087_at	155.1	P	0.046143	125.714	N
265086_at	65.2	A	0.219482	23.523	N
265085_at	115.4	P	0.030273	103.543	N
265084_at	83.3	A	0.533936	24.618	N
265083_at	406.3	P	0.018555000000000002	415.698	N
265082_at	51.7	A	0.533936	70.145	N
265081_at	55.8	A	0.567627	11.745	N
265067_at	954.8	P	0.000244	202.195	Y
265037_at	1812.4	P	0.000244	1657.98	N
265066_at	1040.4	P	0.001221	1504.7	N
265095_at	50.6	A	0.27416999999999997	10.659	N
265094_at	7.2	A	0.366211	13.801	N
265043_at	1828.6	P	0.000244	1552.154	N
265093_at	44.0	A	0.696289	62.327	N
265092_at	1133.4	P	0.001221	1047.623	N
265038_at	69.1	P	0.037598	74.577	N
265045_s_at	390.4	P	0.001953	414.556	N
265044_at	233.6	P	0.00415	286.795	N
265090_at	181.0	P	0.023926	122.378	N
265040_at	286.7	P	0.010742	315.982	N
265065_at	94.4	A	0.19458	77.169	N
265099_at	77.6	A	0.43237299999999995	57.464	N
265039_at	129.3	A	0.095215	161.082	N
265098_at	177.5	A	0.129639	167.405	N
265097_at	324.1	P	0.008057	260.188	N
265096_at	75.0	A	0.27416999999999997	71.252	N
265042_at	1225.7	P	0.001221	1815.329	N
257404_at	76.6	P	0.001953	60.864	N
265089_at	15.6	A	0.601074	16.454	N
265041_at	108.0	P	0.030273	78.085	N
265036_at	1077.4	P	0.000244	1095.185	N
264320_at	13.0	A	0.567627	65.513	N
264328_at	116.9	A	0.219482	220.116	N
264319_at	259.2	P	0.000244	280.628	N
264330_at	253.1	P	0.000244	300.866	N
264331_at	136.2	A	0.129639	131.742	N
264329_at	1593.7	P	0.018555000000000002	1548.624	N
264325_at	106.8	P	0.001221	82.637	N
264324_at	70.2	A	0.14965799999999999	125.187	N
264327_at	3287.0	P	0.000244	2839.851	N
264323_at	14.3	A	0.567627	8.955	N
264322_at	765.7	P	0.000244	702.009	N
264321_at	326.5	P	0.014159999999999999	256.068	N
264318_at	87.4	A	0.366211	55.45	N
264326_at	219.1	P	0.000244	289.244	N
263656_at	333.3	P	0.001221	413.392	Y
263664_at	347.2	P	0.000244	1067.82	Y
263660_at	408.1	P	0.000732	575.657	N
263667_at	12381.7	P	0.000244	11366.005	N
263661_at	294.6	P	0.000732	362.473	N
263654_at	675.1	P	0.000244	666.754	N
263653_at	70.0	A	0.17138699999999998	106.149	N
263652_at	3.5	A	0.932373	7.364	N
263651_at	531.4	P	0.000244	554.336	N
263668_at	659.2	P	0.000732	1167.658	N
263650_at	7.7	A	0.696289	82.83	N
263649_at	76.0	A	0.129639	68.478	N
263648_at	14.7	A	0.72583	66.966	N
263669_at	3554.8	P	0.000244	3672.221	N
263663_at	11841.1	P	0.000244	13375.09	N
263678_at	1153.2	P	0.00293	1500.123	N
263662_at	2000.3	P	0.000244	2127.697	N
263657_at	504.6	P	0.014159999999999999	545.615	N
263659_at	11.0	A	0.8286129999999999	8.094	N
263665_at	3947.7	P	0.000244	4980.19	N
263658_at	11.6	A	0.850342	30.81	N
263655_at	47.0	A	0.219482	40.546	N
263666_at	1168.9	P	0.000732	991.479	N
263677_at	302.4	P	0.023926	287.247	N
264609_at	1622.8	P	0.000732	1717.988	N
264601_at	58.5	A	0.303711	70.338	N
264605_at	160.6	P	0.000244	254.775	N
264612_at	50.9	A	0.334473	86.348	N
264614_s_at	96.6	A	0.46606400000000003	10.335	N
264615_at	150.8	P	0.001953	381.089	N
264599_at	68.9	P	0.030273	70.683	N
264598_at	152.3	P	0.046143	103.249	N
264597_at	577.4	P	0.000244	445.79	N
264596_at	17.8	A	0.533936	27.793	N
264613_at	1112.0	P	0.000732	1262.457	N
264610_at	17.4	A	0.80542	31.525	N
264604_at	81.7	A	0.129639	93.973	N
264606_at	22.4	A	0.533936	68.268	N
264603_at	5.6	A	0.9047850000000001	14.962	N
264611_at	2109.9	P	0.000244	2474.334	N
264607_at	3248.5	P	0.000244	3210.334	N
264602_at	60.1	P	0.008057	76.913	N
264608_at	373.3	M	0.056152	344.874	N
264600_at	221.6	P	0.001953	198.568	N
264595_at	1715.8	P	0.000244	2177.406	N
261178_at	241.7	P	0.001953	191.114	N
261177_at	1109.0	P	0.000244	829.317	N
261176_at	660.0	P	0.001953	658.448	N
261127_at	387.1	P	0.001953	335.707	N
261175_at	461.3	P	0.000732	1079.49	N
261174_at	830.0	P	0.000244	988.814	N
261129_at	4389.9	P	0.000244	3567.074	N
261173_at	338.3	P	0.023926	483.312	N
261172_at	43.6	A	0.533936	51.499	N
261153_at	828.9	P	0.000732	775.538	N
261128_at	1007.8	P	0.010742	580.779	N
261130_at	880.6	P	0.000244	720.915	N
261171_at	84.8	A	0.19458	61.583	N
261124_at	195.0	P	0.018555000000000002	184.104	N
261170_at	725.6	P	0.010742	729.945	N
261169_at	113.1	A	0.19458	104.367	N
261152_at	175.0	A	0.14965799999999999	145.626	N
261168_at	124.8	A	0.14965799999999999	134.628	N
261126_at	347.0	P	0.000732	411.279	N
261155_at	395.6	P	0.023926	450.49	N
261154_at	929.4	P	0.000244	961.087	N
261167_at	593.2	P	0.000732	223.804	Y
261179_at	305.3	P	0.000244	481.923	N
261125_at	592.2	P	0.000244	377.084	N
265214_at	116.3	A	0.111572	98.435	N
265194_at	3755.8	P	0.000244	3232.267	N
265213_at	94.5	M	0.056152	122.899	N
265212_at	669.7	P	0.008057	679.71	N
265215_at	11.4	A	0.533936	25.685	N
265218_at	331.2	P	0.018555000000000002	399.735	N
265192_at	604.1	P	0.00293	482.023	N
265193_at	434.2	P	0.008057	655.518	N
265217_s_at	277.5	P	0.010742	304.258	N
265216_at	9.6	A	0.870361	11.508	N
265191_at	407.8	P	0.0058590000000000005	272.028	N
264569_at	112.8	M	0.056152	79.676	N
264584_at	1507.4	P	0.000244	1712.893	N
264568_at	499.3	P	0.008057	463.641	N
264586_at	224.9	P	0.014159999999999999	271.07	N
264583_at	228.8	A	0.111572	249.58	N
264585_at	969.7	P	0.000244	701.441	N
264575_at	7809.8	P	0.000244	8037.812	N
264587_at	620.1	P	0.000244	599.496	N
264579_at	397.4	P	0.014159999999999999	439.146	N
264581_at	364.3	A	0.111572	388.132	N
264582_at	436.0	P	0.001221	388.815	N
264567_s_at	117.9	M	0.056152	88.999	N
264577_at	84.0	A	0.334473	56.247	N
264566_at	257.9	P	0.001953	253.199	N
264565_at	2.2	A	0.533936	40.809	N
264564_at	5.6	A	0.870361	15.993	N
264574_at	230.6	P	0.0058590000000000005	122.397	N
264573_at	75.0	M	0.056152	109.255	N
264572_at	177.9	P	0.008057	438.826	N
264571_at	69.1	A	0.533936	31.994	N
264580_at	95.8	P	0.0058590000000000005	70.226	Y
264570_at	429.4	P	0.001953	348.784	N
264576_at	342.0	P	0.014159999999999999	407.457	N
264578_at	12.4	A	0.932373	22.41	N
261383_at	611.5	P	0.000244	562.053	N
261388_at	1031.2	P	0.00415	1316.005	N
261380_at	20.4	A	0.46606400000000003	32.362	N
261387_at	170.3	P	0.000732	143.31	N
261386_at	657.6	P	0.000244	745.606	N
261384_at	81.9	A	0.17138699999999998	93.508	N
261385_at	35.7	A	0.17138699999999998	51.072	N
261381_at	74.1	P	0.046143	108.847	N
261382_at	112.2	A	0.19458	78.381	N
263204_at	26.0	A	0.46606400000000003	46.218	N
263203_at	25.5	A	0.601074	30.235	N
263205_at	429.2	P	0.000244	493.22	N
263175_at	12.8	A	0.9047850000000001	17.675	N
263185_at	788.1	P	0.000732	631.001	N
263176_at	34.3	A	0.080566	14.177	N
263177_at	217.4	A	0.080566	264.116	N
263178_at	98.5	A	0.14965799999999999	88.302	N
263184_at	101.8	P	0.0058590000000000005	116.713	N
263183_at	1341.2	P	0.000732	889.134	Y
263182_at	132.7	P	0.000244	126.338	N
263233_at	7.1	A	0.9624020000000001	7.589	N
263199_at	102.1	P	0.046143	150.702	N
263200_at	197.4	P	0.023926	254.049	N
263201_at	41.8	A	0.095215	46.824	N
263180_at	329.9	P	0.000244	375.474	N
263202_at	236.4	P	0.001953	242.307	N
263229_s_at	11.1	A	0.780518	27.581	N
263230_at	80.2	P	0.0058590000000000005	53.738	N
263231_at	11.3	A	0.696289	39.396	N
257451_at	195.7	A	0.080566	252.332	N
263232_at	75.3	A	0.246094	47.251	N
263179_at	119.7	P	0.030273	170.154	N
263181_at	903.6	P	0.000244	747.13	N
257452_at	71.6	A	0.27416999999999997	43.762	N
261310_at	138.9	A	0.303711	120.691	N
261256_at	122.5	P	0.018555000000000002	177.698	N
261311_at	9.4	A	0.932373	12.17	N
261312_at	518.6	P	0.00415	518.332	N
261278_at	11.7	A	0.633789	33.454	N
261254_at	1189.2	P	0.000244	1254.665	N
261252_at	179.7	P	0.001953	297.35	N
261253_at	426.8	P	0.000244	424.555	N
261279_at	5851.7	P	0.000244	9057.056	N
261280_at	142.1	A	0.14965799999999999	125.334	N
261249_at	115.6	A	0.246094	32.75	N
261250_at	256.7	P	0.001953	233.618	N
261255_at	98.2	A	0.19458	172.911	N
261257_at	258.3	A	0.17138699999999998	425.378	N
261251_at	11.8	A	0.8286129999999999	14.006	N
260927_at	1539.8	P	0.001221	1613.557	N
260945_at	40.6	A	0.601074	35.186	N
260961_at	469.3	P	0.000244	388.751	N
260960_at	11.5	A	0.696289	43.979	N
260955_at	734.7	P	0.000732	471.137	N
260946_at	337.5	P	0.0058590000000000005	318.57	N
260947_at	14.8	A	0.567627	26.333	N
260956_at	5076.5	P	0.000244	5551.284	N
260959_at	266.7	P	0.001953	247.087	N
260958_at	434.2	P	0.001221	576.948	N
260953_at	367.3	P	0.00293	443.55	N
260957_at	169.4	P	0.00415	451.871	Y
260948_at	173.9	P	0.014159999999999999	172.157	N
260949_at	489.1	P	0.000244	830.387	N
260950_s_at	52.2	A	0.27416999999999997	73.152	N
260954_at	352.5	P	0.000244	320.725	N
260952_at	59.2	A	0.27416999999999997	78.03	N
260951_at	90.2	A	0.111572	93.696	N
260783_at	124.6	A	0.19458	129.881	N
257491_at	33.7	A	0.5	25.164	N
260784_at	76.2	P	0.010742	138.031	N
260793_at	1527.4	P	0.000244	1571.155	N
260785_at	1001.6	P	0.000732	1735.611	N
260794_at	319.2	P	0.001953	365.903	N
260786_s_at	952.3	P	0.000732	850.33	N
260795_at	16.9	A	0.601074	23.63	N
260787_at	580.6	P	0.00415	336.206	N
260790_at	385.2	P	0.014159999999999999	364.991	N
260791_at	42.5	P	0.046143	64.315	N
260788_at	65.1	A	0.398926	80.525	N
260792_at	23.6	A	0.696289	25.183	N
260789_s_at	1491.0	P	0.000244	1496.316	N
259419_at	8.1	A	0.633789	58.675	N
259389_at	23.1	A	0.5	102.825	N
259390_at	40.2	A	0.601074	10.78	N
259391_s_at	824.1	P	0.000244	797.244	N
259392_at	186.5	P	0.030273	218.761	N
259396_at	514.8	P	0.000244	576.858	N
259395_at	651.4	P	0.00293	829.32	N
259393_at	760.5	P	0.000244	1064.828	N
259394_at	23.6	A	0.72583	17.919	N
262626_at	702.6	P	0.001953	957.382	N
262625_at	35.6	A	0.696289	46.064	N
262624_at	185.3	P	0.014159999999999999	134.942	N
262629_at	7161.9	P	0.000244	7406.347	N
262623_at	738.9	P	0.00293	562.136	N
262628_at	152.4	P	0.008057	166.915	N
262631_at	233.2	P	0.00415	262.477	N
262622_at	342.1	P	0.001953	387.75	N
262630_at	70.2	A	0.246094	60.178	N
262621_at	996.1	P	0.000244	986.34	N
262620_at	10.7	A	0.533936	22.029	N
262619_at	264.9	P	0.014159999999999999	326.628	N
262618_at	362.4	P	0.000732	329.051	N
262635_at	309.9	P	0.014159999999999999	660.984	N
262627_at	10.2	A	0.850342	11.848	N
262617_at	177.1	P	0.037598	137.977	N
262616_at	79.1	M	0.056152	79.776	N
262633_at	275.5	P	0.000732	330.943	N
262637_at	1113.6	P	0.000732	1224.246	N
262638_at	1259.2	P	0.000244	1175.221	N
262636_at	399.7	P	0.001953	463.637	N
262632_at	25097.1	P	0.000244	23167.008	N
262634_at	1245.7	P	0.000244	1300.589	N
260835_at	909.1	P	0.000732	1146.129	N
260826_at	47.4	A	0.219482	67.65	N
260824_at	309.0	P	0.000244	241.158	N
260834_at	153.7	P	0.00415	220.389	N
260827_at	172.5	A	0.095215	228.179	N
260828_at	3.4	A	0.991943	7.608	N
260830_at	2032.2	P	0.000244	2259.164	N
260823_at	130.7	P	0.037598	79.885	N
260832_at	258.9	P	0.001953	281.223	N
260822_at	356.5	P	0.0058590000000000005	407.295	N
260833_at	18.0	A	0.533936	28.024	N
260825_at	58.3	A	0.129639	65.182	N
260821_at	494.8	P	0.001221	667.413	N
260831_at	829.2	P	0.000732	601.046	N
260820_at	183.3	A	0.129639	180.251	N
260819_at	173.0	P	0.014159999999999999	255.416	N
260829_s_at	2219.0	P	0.000244	1624.216	N
260818_at	954.4	P	0.001221	947.988	N
260817_at	662.4	P	0.000732	664.859	N
260816_at	301.9	P	0.046143	255.838	N
260815_at	1937.7	P	0.000244	1841.317	N
256052_at	377.2	P	0.023926	449.003	N
256051_at	37.2	A	0.334473	26.054	N
256066_at	68.0	A	0.398926	137.207	N
256059_at	3.8	A	0.72583	11.589	N
256050_at	712.8	P	0.00415	278.991	Y
256049_at	662.5	P	0.00293	949.437	N
256064_at	311.0	P	0.000244	344.181	N
256048_at	14.4	A	0.870361	38.557	N
256055_at	239.8	P	0.010742	238.215	N
256061_at	558.8	P	0.014159999999999999	650.058	N
256060_at	1432.6	P	0.000244	549.698	Y
256047_at	20.9	A	0.43237299999999995	25.462	N
256065_at	716.8	P	0.000732	734.172	N
256034_at	1674.6	P	0.000244	2296.156	N
256062_at	341.7	P	0.00415	323.405	N
256036_at	2369.7	P	0.000244	2731.033	N
256054_at	3.4	A	0.919434	9.212	N
256063_at	52.7	A	0.46606400000000003	35.379	N
256046_at	209.2	P	0.030273	162.492	N
256035_at	5672.5	P	0.000244	4424.148	N
256045_at	33.9	A	0.129639	59.266	N
256044_at	14.5	A	0.932373	13.442	N
256067_at	483.2	P	0.001953	500.238	N
256057_at	830.7	P	0.001953	1141.875	N
256056_at	20.1	A	0.6655270000000001	12.913	N
256043_at	381.6	P	0.000732	342.126	N
256042_at	131.8	P	0.010742	245.79	N
256041_at	465.9	P	0.001221	827.695	N
256058_at	583.4	P	0.00293	503.908	N
256033_at	618.3	P	0.001953	1315.872	N
256053_at	5.7	A	0.601074	28.938	N
256040_at	111.6	M	0.056152	72.87	N
261075_at	1676.2	P	0.000732	2521.582	N
261074_at	17.5	A	0.398926	44.645	N
261073_at	62.1	A	0.17138699999999998	101.202	N
261083_at	1154.7	P	0.000732	1031.721	N
261078_at	8471.7	P	0.000244	8388.195	N
257489_at	68.7	A	0.366211	66.181	N
261072_at	78.1	A	0.129639	69.347	N
261081_at	342.1	P	0.001953	458.741	N
261082_at	1047.4	P	0.000732	1061.206	N
261080_at	747.9	P	0.000732	866.662	N
261071_at	186.9	P	0.018555000000000002	183.304	N
261070_at	198.1	P	0.023926	159.257	N
261069_at	58.9	A	0.19458	56.107	N
261076_at	1062.5	P	0.00415	1142.196	N
261077_at	42.1	A	0.303711	64.856	N
261084_at	988.9	P	0.000244	1650.854	N
261068_at	120.0	P	0.046143	133.136	N
261067_at	80.9	A	0.366211	16.691	N
261079_s_at	800.1	P	0.000732	754.934	N
261066_at	22.7	A	0.27416999999999997	16.789	N
261065_at	11.1	A	0.72583	23.53	N
261064_at	203.7	P	0.037598	247.381	N
261063_at	102.9	A	0.111572	78.954	N
261062_at	396.2	P	0.046143	342.461	N
261061_at	12.4	A	0.870361	6.101	N
261091_at	100.7	P	0.014159999999999999	50.13	N
261090_at	41.5	A	0.398926	76.971	N
261089_at	134.6	A	0.219482	206.261	N
261088_at	104.0	A	0.129639	63.107	N
261438_at	26691.1	P	0.000244	23533.451	N
261410_at	2631.7	P	0.00293	2661.496	N
261435_at	9.2	A	0.567627	51.176	N
261413_at	383.0	P	0.000244	286.39	N
261409_at	505.7	P	0.000244	387.468	N
261434_at	634.0	P	0.000244	845.151	N
261433_s_at	949.3	P	0.001953	753.964	N
261432_at	24.2	A	0.6655270000000001	9.154	N
261466_at	9.1	A	0.919434	18.485	N
261417_at	2178.9	P	0.000244	2163.339	N
261465_at	467.2	P	0.008057	459.606	N
261420_at	321.8	P	0.000732	420.153	N
261464_at	25.1	A	0.5	40.276	N
261463_at	37.3	A	0.080566	56.701	N
261437_at	37.2	A	0.366211	59.158	N
261415_at	719.6	P	0.000244	826.142	N
261416_at	8591.9	P	0.000244	9355.64	N
261411_at	871.4	P	0.000244	982.436	N
